;mean;std
31;0.1921264390155277;0.14727637889381892
30;0.1580463425938402;0.1475652656066822
29;0.13169896526086514;0.1546846671444243
28;0.17805907695216158;0.1453823062145382
27;0.16988783796820772;0.14576331225559191
26;0.18627281198122003;0.14835678761003027
25;0.18391329425365066;0.15187236736189486
24;0.18826600961813014;0.1480592877193694
23;0.18221317480218097;0.14993110963281103
22;0.18872564203348044;0.14407856116403342
21;0.18330670700594423;0.14405481396772948
20;0.1893170562764074;0.1498473547613667
19;0.20348807835292984;0.1492440438246795
18;0.19425509275606878;0.15476848471703425
17;0.20015700590473523;0.14839868461891023
16;0.20238628626745836;0.14529907512454568
15;0.20279621523500616;0.1479880279952732
14;0.17973146527785452;0.14834978173771612
13;0.17138627513578963;0.1465819722065152
12;0.19446367208732773;0.14988314723671636
11;0.1550862359351201;0.1509312074769766
10;0.18538271414262625;0.14524132536060472
9;0.18545010043711405;0.14944436902452687
8;0.18784344195393207;0.14648471277438854
7;0.1961108181206854;0.1438716686641086
6;0.185193393941017;0.14881707790895646
5;0.16668135514979546;0.15945101940584278
4;0.20886702759792256;0.15319390390197574
3;0.22313060171603333;0.15423952363936688
2;0.15418132237596507;0.15555613139517122
1;0.16165377142545598;0.158505123975818
0;-0.02496872277963466;0.1739885451347685
