;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
1641;1642;566.1311999999999;458.1376;0.88989;14.6796;16.0429;;;
1642;1643;254.22079999999997;383.89760000000007;0.40424;14.1034;15.3461;A;0.0;15.102399999999932
1643;1644;421.92639999999994;378.29632000000004;0.61487;13.4965;14.8847;makes;2.0;19.703679999999963
1644;1645;514.8159999999999;386.93888000000004;0.45337;12.7161;14.5515;sweet;3.0;13.086585179274188
1645;1646;578.8799999999999;395.47904000000005;0.17773;11.3346;11.6214;foods,;4.0;4.62705514572701
1646;1647;507.44319999999993;372.69504000000006;0.37183;13.98;13.7771;sweet;3.0;27.304959999999937
1647;1648;272.6655999999999;400.7833600000001;0.80817;13.216;13.3497;Confectionery;1.0;0.0
1648;1649;514.4576;393.3491200000001;0.33966;14.7126;15.696;sweet;3.0;6.666603523114213
1649;1650;646.9119999999999;356.72064000000006;0.33978;14.163;15.3868;in;6.0;42.459957913422315
1650;1651;739.6863999999999;380.35456000000005;0.3396;14.2317;15.3423;The;8.0;17.64543999999995
1651;1652;830.6687999999999;367.95392000000004;0.3233;12.6391;14.3486;equipment;9.0;32.04607999999996
1652;1653;845.4143999999999;376.41216000000003;0.32324;13.3715;14.3281;equipment;9.0;23.58783999999997
1653;1654;699.52;357.44768000000005;0.38782;14.11;15.0938;The;8.0;43.05997047586536
1654;1655;816.3072;375.74656000000004;0.30731;13.6909;14.7908;equipment;9.0;24.253439999999955
1655;1656;680.7295999999999;390.37952000000007;0.09644;12.0677;13.4361;sugar.;7.0;12.62047999999993
1656;1657;232.90879999999996;493.02528000000007;0.35632;13.9615;14.1189;Confections;13.0;9.974719999999934
1657;1658;355.3664;494.0185600000001;0.25879;13.5821;13.267;may;14.0;13.981439999999907
1658;1659;448.7808;491.3459200000001;0.42053;13.7691;14.8592;include:;15.0;11.654079999999908
1659;1660;530.8032;464.384;0.37207;13.1285;13.817;Proof;17.0;38.615999999999985
1660;1661;563.1743999999999;464.4147200000001;0.33984;12.851;13.6276;Proof;17.0;38.5852799999999
1661;1662;490.1887999999999;496.8140800000001;0.42078;12.6124;14.0878;Ovens;16.0;6.185919999999896
1662;1663;577.3312;474.9107200000001;0.46948;13.2594;14.0211;Proof;17.0;28.120806253704664
1663;1664;648.7039999999998;466.78016;0.41998;12.6967;13.4789;Bakeware;19.0;36.21983999999998
1664;1665;713.7536;470.3334400000001;0.40472;14.2803;14.4368;Bakeware;19.0;32.66655999999989
1665;1666;793.5615999999999;463.48288;0.9054;12.5767;14.2256;Mixers;20.0;40.51711999999998
1666;1667;868.5823999999999;472.6272;0.82446;10.7325;13.2753;Tables;22.0;30.372799999999984
1667;1668;303.09119999999996;562.13504;0.27454;14.3064;15.4652;Confections;13.0;40.135040000000004
1668;1669;329.2672;553.25696;0.27472;12.7531;14.6221;may;14.0;30.10786183510218
1669;1670;423.4495999999999;563.2;0.29089;12.5334;14.1671;include:;15.0;41.200000000000045
1670;1671;691.8527999999999;549.9904;0.50116;11.9056;13.3385;Bakeware;19.0;27.990400000000022
1671;1672;762.6111999999998;542.464;0.45282;12.1616;13.5175;Mixers;20.0;20.464000000000055
