;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;It;435;504;448;522;[];0.0;0.0;0;;;513.0;;1;238.39887414799938;;;[]
1;1;depends;455;503;530;527;[3249.0];0.3235;0.3235;1;15.4051;14.5517;515.0;2.0;1;156.25456919729942;14.98;0.3235;[16.948159999999973]
2;2;on;538;508;558;522;[];0.0;0.0;0;;;515.0;0.0;1;128.64987833275873;;;[]
3;3;how;567;503;601;522;[3250.0];0.3723;0.3723;1;15.2665;13.7364;512.5;2.5;1;85.92269545954443;14.5;0.3723;[11.557619131983904]
4;4;you;610;508;640;527;[];0.0;0.0;0;;;517.5;5.0;1;46.60749290654464;;;[]
5;5;like;650;503;679;522;[];0.0;0.0;0;;;512.5;5.0;1;13.792606535155079;;;[]
6;6;to;686;504;703;522;[3251.0];0.389;0.389;1;15.3125;13.0866;513.0;0.5;1;11.821440000000052;14.2;0.389;[11.821440000000052]
7;7;eat;711;504;738;522;[];0.0;0.0;0;;;513.0;0.0;1;27.558621065532225;;;[]
8;8;your;746;508;785;527;[];0.0;0.0;0;;;517.5;4.5;1;60.281599141310025;;;[]
9;9;steak.;793;503;844;522;[];0.0;0.0;0;;;512.5;5.0;1;107.54607940335892;;;[]
