;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;175.2;False;True;45.8;6.64;;;;0
1;175.1;False;False;43.7;57.39;;;;0
2;171.1;False;False;35.61;188.6;;;;0
3;171.3;False;True;35.65;24.87;;;8.17;3
4;140.3;False;False;58.07;318.7;;;31.85;3
5;140.1;False;False;31.99;36.31;;;;0
6;173.3;False;False;32.48;45.26;;;;0
7;173.1;False;False;38.77;131.94;;;36.64;1
8;156.1;False;True;32.96;18.22;;;;0
9;156.2;False;False;59.43;75.26;;;43.29;4
10;161.1;False;True;31.58;15.45;;;;0
11;161.2;False;False;28.16;116.58;;;;0
12;144.1;False;False;43.18;429.45;;;;0
13;144.2;False;False;31.29;200.04;;;;0
14;157.1;False;True;39.79;7.58;;;;0
15;157.3;False;False;36.26;258.04;;;;0
16;142.1;False;False;74.06;487.96;;;44.59;1
17;142.2;False;True;28.57;26.1;;;23.02;2
18;176.1;False;True;33.94;30.61;;;;0
19;176.3;False;False;29.62;72.31;;;;0
20;150.2;False;False;40.69;428.74;;;;0
21;150.1;False;False;30.17;80.31;;;;0
22;178.1;False;True;21.92;19.63;;;;0
23;178.3;False;False;28.95;72.6;;;;0
24;139.1;False;True;45.45;34.74;;;;0
25;139.3;False;False;37.7;273.26;;;;0
26;137.1;False;True;26.88;17.03;;;;0
27;137.3;False;False;37.34;191.87;;;;0
28;180.1;False;True;25.18;20.84;;;;0
29;180.2;False;False;20.97;90.4;;;;0
30;158.2;False;True;33.14;20.5;;;18.37;1
31;158.1;False;False;30.21;112.01;;;;0
32;146.1;False;False;29.56;228.53;;;;0
33;146.2;False;False;27.1;41.54;;;;0
34;164.1;False;True;28.55;23.29;;;17.6;3
35;164.3;False;True;30.45;18.49;;;;0
36;155.1;False;False;37.48;59.87;;;;0
37;155.3;False;False;15.4;124.75;;;;0
38;138.1;False;True;35.07;14.63;;;;0
39;138.2;False;False;30.33;255.28;;;;0
40;162.1;False;False;30.72;232.32;;;;0
41;162.2;False;False;26.08;228.03;;;;0
42;148.3;False;False;38.76;461.46;;;;0
43;148.1;False;False;52.04;73.27;;;33.69;2
44;145.1;False;True;40.0;33.83;;;23.12;2
45;145.2;False;False;37.54;111.45;;;;0
46;174.1;False;True;45.02;32.77;;;11.41;4
47;174.2;False;False;41.84;83.55;;;;0
48;166.1;False;False;37.16;499.23;;;;0
49;166.2;False;False;35.23;69.2;;;;0
50;177.3;False;True;36.44;26.94;;;;0
51;177.1;False;True;26.84;20.61;;;;0
52;160.1;False;False;21.36;85.11;;;;0
53;160.2;False;False;27.26;34.69;;;;0
54;153.3;False;True;44.16;36.42;;;;0
55;153.1;False;False;39.01;128.81;;;;0
56;179.1;False;True;35.06;18.71;;;;0
57;179.2;False;True;30.29;18.91;;;;0
58;163.1;False;False;29.37;33.46;;;28.07;1
59;163.2;False;True;23.95;8.34;;;;0
