;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
1547;1548;587.776;500.69504;0.29089;14.5152;15.7074;;;
1548;1549;470.91200000000003;468.44928;0.29175;15.4646;15.2947;interactions;18.0;2.9120000000000346
1549;1550;383.1552;414.33088;0.55023;14.5046;15.4857;interactions;18.0;36.66912000000002
1550;1551;481.7408;428.81024;0.42004;14.4889;15.7887;with;19.0;21.18975999999998
1551;1552;612.4672;407.27552;0.32324;14.2256;14.6872;user.;22.0;48.72448000000003
1552;1553;739.0848;390.46144;0.58289;14.4649;15.4285;However,;23.0;60.53856000000002
1553;1554;983.296;446.70976;0.21069;14.2023;15.9831;with;29.0;3.290239999999983
1554;1555;891.6607999999999;406.04672;0.3717;12.7744;13.3289;remember;14.0;41.04671999999999
1555;1556;295.5264;496.51712;0.37207;15.8462;15.5492;conversations;16.0;26.517119999999977
1556;1557;441.1776;484.06528;0.29163;13.1215;14.1487;interactions;18.0;14.065279999999973
1557;1558;590.9376;483.84;0.34039;13.5768;14.132;specific;21.0;8.839999999999975
1558;1559;715.3919999999999;467.56864;0.33948;12.4569;13.1575;However,;23.0;0.0
1559;1560;829.4911999999999;458.72128;0.40466;12.9868;14.2172;could;26.0;0.0
1560;1561;916.9664;479.88736;0.35596;13.424;14.5937;provide;27.0;4.887360000000001
1561;1562;939.4943999999999;479.24224;0.32343;13.4913;16.6433;me;28.0;9.256059181833255
1562;1563;293.6832;606.60736;0.45288;13.151;14.8587;or;32.0;31.60735999999997
1563;1564;402.00960000000003;584.92928;0.25867;11.927;13.0732;information;33.0;9.929279999999949
1564;1565;532.6207999999999;583.79264;0.48572;13.2752;15.1943;you;36.0;3.792640000000006
1565;1566;647.2320000000001;564.76672;0.37238;13.2286;15.1918;discussing;38.0;0.0
1566;1567;775.8592;581.39648;0.35547;12.63;15.2119;time,;41.0;2.396479999999997
1567;1568;900.8;592.9984;0.30652;14.1163;14.9962;be;44.0;17.998399999999947
1568;1569;962.8288;592.83456;0.55011;13.0887;12.7615;able;45.0;18.240922121252545
1569;1570;604.4672;679.0656;0.37225;14.5852;15.8124;you;51.0;0.0
