;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
1383;1385;433.34400000000005;394.28096;0.35596;16.1426;15.4825;;;
1384;1386;107.584;168.62208;0.29102;15.3411;14.4664;Sure!;0.0;44.27643752072203
1385;1387;223.4496;125.184;0.2915;14.8266;14.4841;function;2.0;0.1839999999999975
1386;1388;464.35839999999996;96.03072;0.30701;15.7512;15.8669;read;4.0;9.975720238579264
1387;1389;592.7168;95.08864;0.25903;16.3174;16.052;and;7.0;10.911360000000002
1388;1390;818.0992000000001;130.34496;0.20996;16.4249;15.7673;it;9.0;5.344959999999986
1389;1391;988.2496000000001;138.33216;0.22607;15.6965;16.8227;the;12.0;13.332159999999988
1390;1392;1086.1824;172.40064;0.3075;16.607;16.2633;json;13.0;42.40064000000001
1391;1393;1026.4192;153.94816;0.04834;14.5607;13.9305;json;13.0;26.601302524981723
1392;1394;235.7888;233.75872;0.35547;15.73;15.9571;json;17.0;4.758720000000011
1393;1395;304.66560000000004;234.00448;0.32385;16.0657;16.5439;def;18.0;10.004480000000001
1394;1396;367.168;209.67424;0.38782;15.3395;16.2662;load(file_path):;19.0;0.0
1395;1397;393.28000000000003;239.13472;0.43677;15.8236;16.4312;load(file_path):;19.0;10.134719999999987
1396;1398;561.2032;208.95744;0.2428;15.1873;16.6095;load(file_path):;19.0;0.0
1397;1399;718.4384;228.8128;0.29114;12.6578;15.1434;open(file_path,;21.0;0.0
1398;1400;1125.9008;247.15264;0.38818;15.1632;15.8658;return;25.0;23.51272378117007
1399;1401;891.5072;250.14272;0.14563;13.1324;16.9942;open(file_path,;21.0;21.142719999999997
1400;1402;136.0768;329.99424;0.24292;16.1719;16.1096;json.load(file);26.0;1.9942399999999907
1401;1403;441.7792;286.2592;0.32397;15.7374;16.9383;note;29.0;20.18698435329059
1402;1404;593.9456;338.57536;0.24243;15.0497;15.4184;the;31.0;15.710264112662129
1403;1405;763.3792;337.44896;0.25854;15.0068;16.3569;is;33.0;14.44896
1404;1406;915.7375999999999;320.41984;0.29126;15.6645;15.6921;guaranteed;35.0;0.0
1405;1407;1108.864;367.11424;0.32422;16.2317;16.6344;be;37.0;44.64505198538355
1406;1408;1126.7968;359.48544;0.2915;12.0125;13.8467;a;38.0;36.48543999999998
1407;1409;163.76319999999998;443.42272;0.43652;16.463;16.0346;top;42.0;16.422720000000027
1408;1410;219.1744;415.92832;0.30737;15.9978;15.5947;level;43.0;0.0
1409;1411;351.9744;409.01632;0.30701;16.1826;16.663;structure;44.0;0.0
1410;1412;529.9839999999999;396.46208;0.27502;15.4872;17.1871;your;46.0;12.997378732898367
1411;1413;675.0848000000001;423.10656;0.2428;15.1551;15.7826;a;49.0;1.5496019081042045
1412;1414;793.3568;420.12672;0.24255;14.7238;16.1288;the;51.0;0.0
1413;1415;945.0112;444.5696;0.24292;15.2332;15.968;function;52.0;22.56959999999998
1414;1416;1126.272;436.39808;0.32349;15.2878;16.6591;return;55.0;15.154494108560682
1415;1417;113.2928;539.1872;0.32349;17.2608;17.43;If;58.0;21.104937234685124
1416;1418;250.21439999999998;512.58368;0.25879;15.5816;16.2737;want;60.0;0.0
1417;1419;409.3824;508.11904;0.27502;16.4177;16.7232;make;62.0;4.382400000000018
1418;1420;563.136;508.1088;0.24268;14.8815;15.2238;function;65.0;0.0
1419;1421;708.4416;526.0288;0.22607;14.332;15.8173;will;66.0;5.028800000000047
1420;1422;862.1823999999999;538.74688;0.3717;14.6381;15.4911;return;68.0;17.746880000000033
1421;1423;1008.0512;535.40864;0.30737;15.4623;15.644;dicts,;69.0;11.408639999999991
1422;1424;1129.2672;539.2896;0.29114;10.2839;14.6989;could;71.0;18.28959999999995
1423;1425;157.0944;622.86848;0.2428;15.1748;15.1415;the;75.0;2.868479999999977
1424;1426;405.72159999999997;614.85056;0.20984;15.2838;15.2778;Throw;78.0;1.2784000000000333
1425;1427;570.9056;616.77568;0.33948;15.5931;15.6493;error;80.0;0.0
1426;1428;757.1456000000001;615.19872;0.30701;15.3907;15.3673;output;83.0;0.0
1427;1429;921.2544;616.27392;0.2749;15.777;16.6338;is;85.0;0.0
1428;1430;1060.8256000000001;642.64192;0.29102;15.9752;16.0205;dict;88.0;22.641920000000027
1429;1431;984.5632;622.62272;0.21033;9.7599;16.3158;not;86.0;2.6227199999999584
1430;1432;257.3824;787.17952;0.21021;16.3864;15.1861;the;109.0;11.820479999999975
1431;1433;468.352;917.53472;0.38806;14.0556;14.5736;function;111.0;99.53472
1432;1434;1137.9968;855.82848;0.32349;17.4146;17.7361;dict.;119.0;37.82848000000001
1433;1435;1104.4224;827.09504;0.22644;17.31;18.5085;dict.;119.0;9.230849059626149
1434;1436;988.1727999999999;819.6096;0.37195;18.3959;19.0982;returns;117.0;1.6096000000000004
1435;1437;1155.2384000000002;823.30624;0.32361;17.7378;17.469;dict.;119.0;5.3062400000000025
1436;1438;429.76;906.71104;0.2428;17.5432;16.7639;if;123.0;0.0
1437;1439;394.35519999999997;916.33664;0.30737;16.4842;16.617;know;122.0;0.0
1438;1440;547.1744;927.78496;0.25891;16.0581;15.4425;want;125.0;10.784959999999955
1439;1441;720.2816;908.2368;0.35571;15.9643;16.3652;help;128.0;0.0
1440;1442;851.2128;918.29248;0.24292;17.0171;16.9134;with;130.0;1.292479999999955
1441;1443;907.7760000000001;865.69984;0.25879;16.4606;16.4006;that!;131.0;32.300160000000005
