;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
0;-0.0789051539446283;-0.0304547789201055;0.0511579001900841;-0.0545593964046947;0.0373599719113299;0.0383989602883819;-0.0361472019533909;0.0216135172622628;-0.0116449069191181;-0.0472591943063683;0.0506313293117706;0.0070411045926547;-0.0732182375993739;-0.0527698817987471;0.0086252572636918;-0.0699116075142408;0.037062465833055
1;-0.0575115034511504;-0.0069736380447364;0.0659853543268954;-0.0404242418757177;0.0378363378273522;0.0393799227980438;-0.0280074202669224;0.0234518540268594;0.0020300711084509;-0.0385867763359124;0.0572512504613188;0.0101515929733685;-0.0330743797164963;-0.0349118452563017;0.0170855943208553;-0.036749310796107;0.0609325684439369
10;-0.0228845029216729;0.0630201706532124;0.123765471650995;0.0062494941993781;0.0757191148934668;0.0773441853728057;0.0644476851236267;0.0723385262202618;0.0558386332569389;0.0137026907926937;0.1025135659251319;0.0610445009712738;0.0095642039296117;0.0055022720668438;0.0828280017129999;0.0013936582336457;0.094475267546023
100;0.1482676707863887;0.2763134478688595;0.306540737376091;0.1717136031919713;0.2998866880986006;0.3086066999241838;0.2979181498616941;0.2760076804290905;0.2490732754201573;0.1789370039406048;0.3056517600821673;0.2689678334060407;0.1789628270602806;0.1756909601356608;0.3052972560596582;0.1802936020948778;0.2858499258063067
101;0.148728269132723;0.2767434192410363;0.306568351130742;0.17222664325112;0.3000728495447237;0.3146497911883315;0.29830208286946;0.2765151846503544;0.2537062415907559;0.1792445207384151;0.3081522223545274;0.2752859442180043;0.1829161081615001;0.1768398830706807;0.3083014744406218;0.1836358637921399;0.2874164203021673
102;0.1515690794611628;0.2767535278726453;0.3077575768185835;0.1783432439848551;0.3010845947427066;0.3152741742035148;0.3011696036906743;0.2770620365929823;0.2543226512838057;0.1794190397101916;0.3125338766167272;0.2765215640903119;0.183579807499485;0.177851870097128;0.3084833987112048;0.1838792161247036;0.2901637619386369
103;0.1525775503467048;0.2782839838769665;0.309559606112024;0.1797713493415231;0.3017334063430714;0.3153341436663029;0.3016885109525963;0.2772770249933005;0.2543881100821733;0.1813448691825054;0.3126835484484515;0.2795614697136475;0.1837524553249485;0.1778854911508833;0.308999131261046;0.1847977726405724;0.2901752282218068
104;0.1556775426791486;0.2785785523140639;0.311834560265553;0.1804983719019967;0.3028904866499384;0.3172283173559608;0.3057575772013187;0.2783433958987062;0.2562689360008387;0.1822837861191283;0.3133484848462103;0.2796766561337742;0.1851886469668213;0.1822837861191283;0.3091885469255996;0.1849393592003352;0.293437466532037
105;0.1568075475203031;0.2804973328079798;0.3132757502627219;0.1812201192151704;0.3039001000657174;0.3177714186197197;0.3083157938445534;0.2800592327940708;0.2565206148593106;0.1859389952295555;0.3139339212925746;0.2799168468265076;0.187016446492499;0.1850532055484109;0.3110968109307177;0.1851890708153942;0.2935141859424034
106;0.1588649785958551;0.2809798732649934;0.3133539350863187;0.1851989167338821;0.3058592801369979;0.3179884460277271;0.3091213850131794;0.2801079040226273;0.2567004283326694;0.186807301944572;0.3163725439513107;0.2803240159496874;0.1877071175165854;0.1874467110896215;0.3121626844134529;0.189550306127384;0.2937294335641728
