;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.1424554089712013;0.3010756903274665;0.333975760448101;0.1777083937057481;0.3213277159460004;0.2327738984954247;0.3216922991687778;0.2187939978780126;0.2042349809751528;0.186724541628636;0.2575170621431794;0.214622220977549;0.1807436545162113;0.1901773059882597;0.3487696250977071;0.1796785706710543;0.2392715902490467
2;0.1748171385598658;0.2385299973613086;0.2581958038796199;0.2118709998904294;0.2461400701377611;0.2262826279080389;0.2342439991955842;0.2193106733742343;0.2160889204259733;0.211570278452139;0.2171140974132549;0.2206803207425355;0.2175717283231336;0.2121729427911471;0.2512499081720551;0.2191045154430547;0.2338233013856388
3;0.1759190616862794;0.2221927856162031;0.2874484111928928;0.1962441832992185;0.2631678448115137;0.2269285673646406;0.2709134567723696;0.2258997648277279;0.2096602072633651;0.1962890413239514;0.2385117831164468;0.2240836331234569;0.1963339782280226;0.1989468930023215;0.2753281025505353;0.1998036722358905;0.2319676620258905
4;0.2168372515321653;0.2633531471601271;0.320964929259468;0.2351392927826411;0.2981942222418123;0.265941622686038;0.2808767941922453;0.2631158379079222;0.2266484877220271;0.234424364629842;0.2686860467929749;0.2552584660229842;0.2364071840610891;0.2368123415076619;0.3059360987796333;0.2384711646474151;0.2519155842593122
5;0.1734976193346588;0.2622441052697205;0.3108396738876059;0.2242742467885538;0.2714413406680255;0.2314839289535167;0.2983871577318056;0.2402421965367859;0.2181126494768487;0.2288909723238533;0.2629281787422705;0.2466923123705223;0.2266222443911615;0.2262057440907846;0.3153145111016798;0.2249309627962798;0.2574827015940951
6;0.2147723190887799;0.3318222048079092;0.3559841280876457;0.2473035101434766;0.3436143389932063;0.2682630642510469;0.3367186436403435;0.2771252763561338;0.2606378146579513;0.2438169747097575;0.2743414746058466;0.2627536244719881;0.2507397891858853;0.2453740194373212;0.3835979614317136;0.2529272961169669;0.2799045946882168
7;0.1648483948454008;0.2609403319634819;0.3237741409811658;0.1986176995141373;0.2880693469453578;0.2119640302006495;0.3038861809080314;0.2152413275555986;0.21487845511302;0.2016194277974641;0.2573906149649717;0.2097981926566032;0.2019445730466629;0.20104171571739;0.321132273545267;0.2067664553943015;0.2437434610975322
8;0.1869588725012457;0.2886003232202285;0.3440071946520948;0.2573130925784192;0.3034137991787866;0.276713582235048;0.3191424081618944;0.290692615126525;0.2790232718037824;0.2582826681003122;0.2929498690607375;0.2933612356335042;0.2573823796607907;0.2554147295619657;0.3424881846833862;0.2602630761807367;0.2788901950047747
mean;0.1812632583149496;0.27109482321580564;0.31689875529857425;0.218558927337828;0.29192108486530793;0.2425439152618004;0.29573261747138146;0.24380271119536753;0.22866059842976508;0.22020228362074443;0.2586798908549603;0.24090625074989291;0.2209681914266196;0.22076821151210646;0.3179770831702472;0.22274321418571244;0.2521248862880634
std;0.024861677704588626;0.035023195194526395;0.0315504910418425;0.02737257386265516;0.03176989396796068;0.024016862915051854;0.03293465672771572;0.029414025687703012;0.026672268258691588;0.025065533042022494;0.022914031495271492;0.02883189696423143;0.026941640086454874;0.023808145627342167;0.041898782205463114;0.02730844079819104;0.018873871390585235
