;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
4201;4203;641.216;542.24896;0.35559;10.1105;10.7948;;;
4202;4204;290.688;250.42944000000006;0.37219;8.3112;8.5332;are;1.0;42.43501764714615
4203;4205;369.9072;215.55200000000005;0.22632;9.1966;9.242;things;4.0;2.5520000000000493
4204;4206;437.28640000000007;198.10304000000005;0.21057;10.3984;6.7246;you;5.0;0.0
4205;4207;696.6400000000001;146.63680000000005;0.22644;8.9161;10.0876;nose:;12.0;46.36319999999995
4206;4208;763.7376;151.98208000000005;0.25891;7.6497;8.806;Use;14.0;37.01791999999995
4207;4209;832.9216000000001;219.48416000000006;0.37195;8.3759;10.253;saline;16.0;11.48416000000006
4208;4210;881.1264;219.74016000000006;0.38843;8.4894;9.6565;nasal;17.0;11.74016000000006
4209;4211;936.0128000000001;184.58624000000006;0.35559;8.2989;9.9336;spray;18.0;8.41375999999994
4210;4212;954.4704;229.26336000000006;0.22668;6.65;9.3119;spray;18.0;16.263360000000063
4211;4213;269.7600000000001;333.29152000000005;0.2749;10.5702;9.7659;clear;23.0;20.291520000000048
4212;4214;282.9312000000001;328.81664000000006;0.22656;10.4465;9.9673;clear;23.0;15.816640000000064
4213;4215;373.7984;381.1225600000001;0.21021;7.3905;8.9348;nasal;25.0;68.12256000000008
4214;4216;537.1264000000001;394.39360000000005;0.32349;9.2558;9.2879;Use;28.0;81.39360000000005
4215;4217;629.0944000000001;334.64320000000004;0.35571;7.8425;8.7172;humidifier;30.0;21.643200000000036
4216;4218;675.5968;299.88864000000007;0.2749;8.7082;8.9963;humidifier;30.0;1.5968000000000302
4217;4219;641.8176000000001;339.82464000000004;0.29102;7.9312;9.417;humidifier;30.0;26.824640000000045
4218;4220;746.1248;505.40544;0.08081;5.9866;8.8988;antihistamines;61.0;0.0
4219;4221;766.9376000000002;433.00864000000007;0.08057;8.6798;7.0945;as;62.0;74.99135999999993
4220;4222;920.5120000000002;337.63328000000007;0.29126;8.5611;8.7088;air,;36.0;20.7856293519923
4221;4223;899.3024000000001;397.81376000000006;0.24243;7.8542;7.9495;such;51.0;3.3076473659688927
4222;4224;284.2496000000001;454.16448;0.42041;7.4964;7.9459;nasal;41.0;36.164480000000026
4223;4225;304.3072000000001;497.18272;0.29077;8.2732;8.2307;nasal;41.0;79.18272000000002
4224;4226;452.55680000000007;454.27712;0.2749;7.947;8.4931;Stay;44.0;35.36125707231574
4225;4227;541.0944000000001;464.0460800000001;0.25879;7.0792;7.2625;hydrated;45.0;42.046080000000075
4226;4228;646.6304000000001;411.39200000000005;0.42065;7.7348;7.8868;drinking;47.0;0.0
4227;4229;762.9824000000001;341.15584000000007;0.21069;6.8203;8.1169;plenty;48.0;56.84415999999993
4228;4230;838.0928;364.96384000000006;0.35596;7.1516;8.1977;fluids,;50.0;33.03615999999994
4229;4231;940.7232000000001;427.99104000000005;0.24268;6.7066;7.5652;water;53.0;9.991040000000055
4230;4232;764.7488000000001;476.06784000000005;0.19409;7.0707;8.3975;antihistamines;61.0;29.38325277612401
4231;4233;337.3568;543.09888;0.50171;8.1837;7.6949;over-the-counter;58.0;21.09888000000001
4232;4234;403.3152;539.52512;0.33984;7.9871;8.7043;over-the-counter;58.0;17.525120000000015
4233;4235;548.5696000000002;532.6336;0.38843;6.2872;6.4073;decongestants;59.0;5.633600000000001
4234;4236;628.8128;535.0604800000001;0.24268;6.8395;7.552;antihistamines;61.0;13.060480000000098
4235;4237;533.7088000000001;512.6656;0.22632;7.5592;7.7115;decongestants;59.0;0.0
4236;4238;480.2944000000001;493.0662400000001;0.25879;7.7809;8.8528;decongestants;59.0;9.933759999999893
4237;4239;561.0368000000001;540.672;0.25879;7.9201;8.9837;decongestants;59.0;13.672000000000025
4238;4240;630.3616000000002;459.90912000000003;0.35547;7.0597;7.5159;antihistamines;61.0;43.09087999999997
4239;4241;749.056;498.45248000000004;0.46875;6.8799;8.6703;antihistamines;61.0;4.547519999999963
4240;4242;882.5088000000001;460.88192000000004;0.29077;6.7689;8.4661;by;64.0;42.11807999999996
4241;4243;948.9280000000001;418.94912000000005;0.21021;6.8799;8.1023;healthcare;66.0;84.05087999999995
4242;4244;332.48;642.8262400000001;0.71167;6.1461;5.774;5.;68.0;15.826240000000098
4243;4245;464.0384;661.6371200000001;0.22632;5.7199;6.7854;take;71.0;34.637120000000095
4244;4246;507.0848000000001;653.1481600000001;0.30737;5.4051;6.4407;care;72.0;26.148160000000075
4246;4248;317.59360000000004;724.84864;0.22656;7.1267;9.1229;or;85.0;0.0
4247;4249;495.9616000000001;731.02336;0.22656;6.9304;8.3474;to;89.0;0.038399999999910506
4248;4250;599.2448;648.36608;0.30762;6.2116;7.8332;a;91.0;68.63391999999999
4249;4251;727.616;628.7872000000001;0.29126;6.0992;6.4673;provider;93.0;84.2127999999999
4250;4252;872.0896;616.68352;0.33984;6.0992;6.2635;further;95.0;96.31647999999996
4251;4253;928.9856000000001;629.67808;0.08081;6.0992;5.4997;evaluation;96.0;83.32191999999998
4253;4255;734.7328;433.4080000000001;0.24292;6.9184;7.5987;plenty;48.0;11.408000000000072
4254;4256;700.9664000000001;404.8179200000001;0.2915;9.1244;8.8213;drinking;47.0;0.9664000000001352
