;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Listen;216;137;266;156;[];0.0;0.0;0;;;146.5;;1;300.8719323863892;;;[]
1;1;up,;275;141;301;161;[];0.0;0.0;0;;;151.0;4.5;1;268.33507355155785;;;[]
2;2;human.;311;136;376;156;[299.0, 300.0, 301.0];1.0676;0.4044;3;10.7285;9.2662;146.0;5.0;1;212.57819196220476;10.0;0.3559;[3.7542399999999816, 0.0, 76.7478724533677]
3;3;Flags;386;136;431;161;[298.0, 312.0];0.4529;0.2265;2;11.5718;11.0648;148.5;2.5;1;173.57031917329638;11.32;0.2264;[19.188564992140495, 24.753599999999977]
4;4;are;439;141;466;156;[];0.0;0.0;0;;;148.5;0.0;1;161.54776289976903;;;[]
5;5;a;474;141;482;156;[];0.0;0.0;0;;;148.5;0.0;1;156.20365071892525;;;[]
6;6;representation;492;138;620;161;[302.0];0.3555;0.3555;1;10.9475;10.8805;149.5;1.0;1;144.5616;10.91;0.3555;[68.10759500982547]
7;7;of;629;136;646;156;[303.0];0.2428;0.2428;1;11.4158;9.7379;146.0;3.5;1;180.9952875019679;10.58;0.2428;[45.92025189728823]
8;8;a;652;141;661;156;[];0.0;0.0;0;;;148.5;2.5;1;194.87759362717927;;;[]
9;9;country's;669;136;750;161;[304.0, 313.0];0.5659;0.3719;2;11.466;9.9636;148.5;0.0;1;202.59178191111315;10.71;0.283;[0.0, 20.47327999999996]
10;10;power,;759;141;818;161;[305.0];0.0972;0.0972;1;11.5403;9.8405;151.0;2.5;1;273.297680374203;10.69;0.0972;[2.604479999999967]
11;11;and;827;136;857;156;[308.0];0.2264;0.2264;1;11.0849;10.5363;146.0;5.0;1;335.15566010127304;10.81;0.2264;[15.704319999999967]
12;12;the;866;136;894;156;[306.0];0.2102;0.2102;1;9.9765;9.6991;146.0;0.0;1;370.4661923818691;9.84;0.2102;[12.924955221647783]
13;13;best;902;136;939;156;[307.0, 315.0];0.6153;0.2754;2;10.8965;10.3094;146.0;0.0;1;403.66381618609324;10.6;0.3077;[28.674560000000028, 36.030719999999974]
