;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
4649;4650;547.1104;381.35808;0.19434;16.2874;16.2271;;;
4650;4651;287.0144;337.79712;0.40479;14.9261;15.7032;water;1.0;9.202879999999993
4651;4652;390.93760000000003;319.1808;0.27539;14.5413;14.4627;exposed;3.0;26.819200000000023
4652;4653;510.208;322.7648;0.42041;15.3191;15.4864;it;6.0;24.99323474542664
4653;4654;604.5696;321.88416;0.27441;15.6961;16.6235;develop;8.0;24.11583999999999
4654;4655;718.9632;321.3312;0.35596;16.2292;16.9386;taste;11.0;25.668799999999976
4655;4656;896.384;303.27808;0.50195;17.4756;17.164;carbon;14.0;42.72192000000001
4656;4657;832.7296;312.66816;0.56567;17.4327;17.347;by;13.0;33.44341899306349
4657;4658;845.9392;321.39264;0.29126;18.3606;18.342;carbon;14.0;24.60736000000003
4658;4659;972.6080000000001;334.2848;0.38818;16.6786;17.1653;dioxide;15.0;12.258204397055877
4659;4660;277.5296;445.25568;0.42041;17.2568;16.8976;with;20.0;4.744320000000016
4660;4661;403.0464;427.64288;0.25879;15.9475;15.7852;water.;22.0;24.35712000000001
4661;4662;514.1504;419.36896;0.30737;16.3515;17.102;process;24.0;35.631039999999985
4662;4663;625.0624;412.02688;0.24243;16.8719;17.3447;the;26.0;37.973119999999994
4663;4664;789.1840000000001;430.52032;0.30713;16.0625;16.2537;water;31.0;21.479679999999973
4664;4665;951.3216;431.47264;0.37207;17.6572;16.9571;it;34.0;19.807847311850914
4665;4666;997.1584;433.64352;0.37207;15.0268;12.7797;acidic.;36.0;20.193016826378337
4666;4667;307.392;558.20288;0.38818;16.3501;17.1383;applies;38.0;0.0
4667;4668;430.29760000000005;539.86304;0.33936;15.4208;16.1815;taped;41.0;15.136960000000045
4668;4669;562.8288;521.32864;0.24268;16.6454;16.8835;well;44.0;33.67136000000005
4669;4670;619.9936;534.1696;0.38794;17.4176;16.8024;bottled;46.0;20.830400000000054
4670;4671;643.392;517.15072;0.25854;14.5417;14.216;bottled;46.0;37.84928000000002
4671;4672;855.7439999999999;521.96352;0.77637;15.5495;15.432;taste,;50.0;35.03647999999998
4672;4673;992.7808;532.96128;0.40454;15.8504;16.6405;is;53.0;23.863383412215473
4673;4674;871.4368000000001;563.8656;0.21021;15.941;15.7627;taste,;50.0;0.0
4674;4675;626.752;618.30144;0.32373;15.4756;15.7058;for;57.0;41.69856000000004
4675;4676;669.2095999999999;655.59552;0.11328;12.8207;15.6922;long;59.0;4.404480000000035
4676;4677;277.0176;337.29536;0.51758;15.3683;16.0874;water;1.0;9.704639999999984
4677;4678;386.4704;301.58848;0.42041;15.7062;15.894;exposed;3.0;44.411519999999996
4678;4679;534.6304;305.16224;0.51782;15.3378;16.6153;develop;8.0;42.39092409912292
4679;4680;690.3424;290.46784;0.27466;14.565;16.5852;stale;10.0;56.31253174938592
4680;4681;810.3168;308.26496;0.42017;14.8682;15.8731;by;13.0;37.735040000000026
4681;4682;714.7136;314.32704;0.59863;14.9787;16.0494;taste;11.0;32.67295999999999
4682;4683;621.9392;307.42528;0.45264;15.3747;16.6446;develop;8.0;39.19389646001532
4683;4684;707.904;310.9888;0.35571;14.8121;15.3352;taste;11.0;36.011199999999974
4684;4685;836.1472000000001;329.89184;0.30737;15.4753;15.7098;carbon;14.0;16.214366667421814
4685;4686;891.6607999999999;305.55136;0.09668;7.4315;14.9873;carbon;14.0;40.44864000000001
4686;4687;707.0848;513.86368;0.25854;17.471;16.8644;water.;47.0;43.136319999999955
4687;4688;606.0544;669.40928;0.12964;11.2053;10.4753;for;57.0;2.945600000000013
