;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.18864346239597;0.3509829446372868;0.3871687349871918;0.2369271864823603;0.3759924537222578;0.2773369618004577;0.3803718703233694;0.2822738718932848;0.2456264513269595;0.2382540899445823;0.3121302649446892;0.2711561251606356;0.2375793137909284;0.2384875969416946;0.3958409058699;0.2368259604466326;0.2926675288181499
2;0.2074995550619737;0.2956218565184051;0.3253140031270904;0.2373326751387509;0.3135657689957775;0.2668241166855316;0.2860580641592121;0.2634042681503072;0.2564369938301027;0.2390888115524335;0.2732352384881463;0.2600933455950064;0.2426699207634288;0.2415039695894424;0.3092218865296089;0.2423066127039694;0.2852717630444898
3;0.2087147895700813;0.2881283431702206;0.3444389486185303;0.2373905073618378;0.3293691834198348;0.2759792105018563;0.3355858634453533;0.2759281400477407;0.2555329907925575;0.2453156720310878;0.2878714350837446;0.2668996272853847;0.2434418294040523;0.2428345343883618;0.3325044475040544;0.2462631158727058;0.2854936675478752
4;0.2494751493274514;0.3161676198606165;0.3836511191129811;0.2785505502167513;0.3549487105988238;0.3082893813002643;0.334480788842419;0.3050781564226947;0.2754142154951398;0.2836669895748768;0.3080766018993891;0.2988620630173662;0.2848164947011874;0.2865137890454796;0.36559173455484;0.2865966396545681;0.2919978334764812
5;0.2008913828000519;0.2989562667018932;0.3493966133419222;0.2432115471947438;0.3055086459490921;0.2550883283679189;0.3371070402553446;0.2660441028687041;0.2422507386038141;0.2480585025009838;0.295130603682133;0.2580695119895808;0.2454128374806921;0.2464611096559597;0.3528436150713617;0.2450040675408394;0.2916179045661417
6;0.221030530239411;0.3975369369895293;0.4139974570167118;0.2849143412318922;0.3991033719365381;0.2692986663533504;0.4126703222649407;0.2794650103003282;0.2748906693847677;0.2777323073410913;0.3244604718739711;0.293018273195466;0.2817609362303945;0.2756599893770718;0.395975050399513;0.2747481315661861;0.3203126424728919
7;0.2017011378337367;0.3092345902069678;0.3793912609324925;0.2373223394340447;0.3383616268667379;0.2568416898205571;0.3509734992137093;0.2622821455904209;0.2565965805059216;0.2406751616180888;0.3043610478794606;0.2560835105152385;0.2425255777279958;0.2435600079984249;0.3724589211997801;0.2410920120004725;0.2924876412861527
8;0.2334719325311439;0.3384840522138947;0.3828606221642119;0.3055862207226696;0.3534923641574883;0.3238873449588711;0.3595435207809533;0.3372891192390548;0.3345474965317366;0.302722980846531;0.3399977424309667;0.3344880860972589;0.2982471404810067;0.2985438492505376;0.3864933902688964;0.3011422312014779;0.3283650405662168
mean;0.21392849246997747;0.32438907628735175;0.37077734491264147;0.2576544209728813;0.3462927657058188;0.27919321247360096;0.3495988711606627;0.28397060181406697;0.26766201705887493;0.2594393144262094;0.3056579257853126;0.27983381785699213;0.2595567563224608;0.25919560578087153;0.3638662439247443;0.25924734637335645;0.2985267527222999
std;0.019724064031966523;0.03653371046515574;0.028636533128944135;0.02765196153734317;0.03135397568149681;0.024464144522237892;0.03711790455945759;0.025609641540144074;0.02955110561133904;0.024897331757268906;0.02090999836382329;0.027237151632739272;0.024336924809288715;0.023850076118847145;0.031014328598218194;0.02459449405066045;0.01635177934950588
