;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
0;-0.1785714285714286;-0.0779153261224004;-0.0197547293544516;-0.1053720784131582;-0.0591648989487542;0.1519966444112632;-0.0879120879120879;-0.0485418115293626;-0.0848130483793386;-0.0911554581509057;0.0034274121501775;-0.0500864458933102;-0.0823318693192166;-0.0982803949330912;-0.0358752075783839;-0.0934065934065934;-0.0107324355409407
1;-0.1607142857142857;-0.0766171003975647;-0.0196172484084708;-0.1016334698885365;-0.0492969970642799;0.2176484847441332;-0.0741249316661101;-0.0466831875932183;-0.0822336783496194;-0.0893655405996347;0.0066497676774888;-0.0470595261714797;-0.0704242815203998;-0.0963856120713406;-0.0330431142186404;-0.0714285714285714;-0.0096351026879116
10;-0.0765462594551742;-0.0234003120853737;0.0227862456441649;-0.0391203841597651;0.0085486486461054;0.2666234527036411;-0.0342598046755548;-0.0257997936016511;-0.0066395866133028;-0.0403245737786143;0.05530428062564;0.0215849778595101;-0.0357142857142857;-0.0385764145687276;0.0059653191566906;-0.0281432141324685;0.0436540509583457
100;0.1164689740192402;0.2098623927383738;0.2471908882491612;0.1482498633322202;0.2343756125447804;0.1296585797574549;0.2407173704034592;0.1777632403586966;0.1933145792352586;0.1497166971225345;0.2462854366246736;0.2271035698108815;0.1566279217258893;0.1496469559353617;0.2523150274676963;0.1563805506674212;0.2378609361911512
101;0.1172115639229278;0.215066170938655;0.2480565872040102;0.1520670793610371;0.2346201757097746;0.1301319154935818;0.2410866756399563;0.1793841488024118;0.1939973182908423;0.1502886774255313;0.2466460268317853;0.2311676713224452;0.1579291170363108;0.1505341122605377;0.2527114328445166;0.1564955639704265;0.2378927259504187
102;0.1175009128590449;0.2226898033145903;0.2510585943389531;0.1526014393352804;0.2352217124170831;0.1338061348887597;0.2418719098468635;0.181435563484644;0.1981414470955473;0.1506491405025306;0.247874843803925;0.2312426165762816;0.1587535990966544;0.1555193645026153;0.2527592552411815;0.1571428571428571;0.2430201681774207
103;0.1181284710890869;0.2244796098970463;0.2526299293262092;0.1530230732033639;0.2378053890623448;0.1345137330131828;0.242240007749081;0.1820237442309631;0.1984049044559092;0.1525180749887647;0.2511697666684753;0.2323061276281981;0.1609845435028322;0.1569787541074206;0.2533484669083316;0.1576752664861434;0.2440715445742563
104;0.1183208389290463;0.225384303887831;0.2526532882893731;0.1547525608964694;0.2382211210638956;0.1352458126561206;0.2440867475058669;0.1860636746164928;0.1992556336142008;0.155294837401316;0.2522003113144958;0.2329478671548631;0.1620886401717507;0.1571609287516945;0.253483091784841;0.1593405273060258;0.2456986276353014
105;0.1192342650514764;0.2255227990868355;0.255079468755432;0.1571209606436637;0.2394581028839439;0.1359911529666972;0.246500877567862;0.1866579662861065;0.1993519563985977;0.1572370726125238;0.2524679057100749;0.2357690752487133;0.1624995874039338;0.1593829620614203;0.2575575933421344;0.1600280753198087;0.2483788866181599
106;0.1193295243551295;0.2264161847188648;0.2562819105951129;0.1580111723436146;0.2409431438001402;0.1425755536252855;0.2482789646609215;0.1874388356813796;0.202841144413436;0.1575666015992682;0.2528437119036769;0.2367160905086801;0.1633604924409246;0.1594086675268618;0.2585174733375921;0.1620886401717507;0.249697338843572
107;0.1209231281501938;0.226521675766112;0.2569773639461127;0.1593802805935912;0.2409519114269745;0.1425876181850457;0.2483376124731158;0.1898646796624434;0.206291935606727;0.1621032029193922;0.2530038466482125;0.2371490393595259;0.1638244828618988;0.1618629274813283;0.2594640257744286;0.1642274894678457;0.251441196073854
108;0.1246848314938332;0.2278195918854186;0.2578787933346113;0.1607680112611218;0.243169850340136;0.1441953922027215;0.2488838196386902;0.1900226017763158;0.2084302885652991;0.1628531741929408;0.2536838154420372;0.2377605716922741;0.1684439358123425;0.1632285594535001;0.2604912304708781;0.1644677356609692;0.2521929702676571
