;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;842.1;False;False;16.6;38.79;;;;0
1;842.2;False;False;39.17;53.2;;;17.15;1
2;852.1;False;False;17.45;397.79;;;;0
3;852.2;False;False;42.31;75.73;;;15.45;1
4;824.3;False;False;13.81;21.89;;;;0
5;824.1;False;False;16.56;55.82;;;;0
6;836.1;False;False;28.56;50.18;;;;0
7;836.3;False;False;11.66;288.55;;;;0
8;853.1;False;False;14.6;72.17;;;;0
9;853.3;False;False;12.12;47.23;;;;0
10;816.1;False;False;36.67;50.1;;;21.4;1
11;816.2;False;False;112.81;164.47;8.2;53.99;8.2;2
12;843.2;False;False;16.63;83.1;;;14.4;1
13;843.1;False;False;65.8;132.78;;;15.43;2
14;812.1;False;False;100.58;181.0;13.18;81.38;15.24;1
15;812.2;False;False;14.38;24.86;;;;0
16;823.1;False;False;19.38;26.34;;;;0
17;823.3;False;False;43.36;77.81;;;17.83;1
18;832.2;False;False;11.57;37.6;;;;0
19;832.1;False;False;17.79;49.14;;;;0
20;835.1;False;False;61.33;110.0;;;20.09;1
21;835.3;False;False;14.53;216.47;;;;0
22;849.1;False;False;43.71;95.96;;;17.62;1
23;849.2;False;False;26.0;41.94;;;;0
24;851.3;False;True;128.09;117.31;37.6;36.6;18.39;12
25;851.1;False;False;16.68;24.25;;;;0
26;841.3;False;False;11.12;121.24;;;;0
27;841.1;False;False;14.93;72.76;;;;0
28;838.1;False;False;212.94;210.75;59.06;60.24;14.31;12
29;838.2;False;False;9.83;53.05;;;;0
30;827.2;False;False;10.24;115.05;;;;0
31;827.1;False;False;14.61;60.07;;;;0
32;833.1;False;False;19.7;30.36;;;;0
33;833.3;False;True;28.02;18.53;;;;0
34;846.2;False;False;10.92;88.56;;;;0
35;846.1;False;True;8.07;6.87;;;;0
36;825.1;False;False;28.27;41.3;;;23.39;1
37;825.2;False;False;12.74;71.67;;;;0
38;831.2;False;False;18.14;38.24;;;;0
39;831.1;False;False;11.04;74.81;;;;0
