;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
0;-0.3;-0.2200363726546256;0.0227315783582154;-0.1528475866400745;-0.1159542071304896;-0.1538967528127731;-0.0235056097219831;-0.0636468846521644;-0.0835931480878636;-0.1835557745535881;-0.1191312072341757;-0.0963795681875633;-0.1123879313529959;-0.1835557745535881;0.0434666038338461;-0.0921581037094567;-0.0494506897953182
1;-0.2821440468234173;-0.2029198624783569;0.0303349422763431;-0.0827640881769065;-0.037062465833055;-0.1528475866400745;-0.0229841514510845;-0.0320819808367608;-0.0762787042445483;-0.0983762616470093;-0.0084394947256972;-0.0451658201152039;-0.079675546467533;-0.1236267244882955;0.0734223098214352;-0.0758638259720763;-0.0253184841770916
10;-0.0770188596560323;0.0890229575387414;0.1618756170371555;0.0183555774553588;0.1003671683342392;0.0612014750982274;0.1461543158171357;0.0853409195300263;0.0530520776064608;0.0409298315869818;0.0720749970156447;0.070863442109754;0.0440198343926881;0.0335269175331568;0.2003987663964012;0.0315059632096963;0.0720749970156447
100;0.7181848464596079;0.8660254037844387;0.8857142857142858;0.8660254037844387;0.8660254037844387;;0.8857142857142858;;;0.8660254037844387;;;0.8857142857142858;0.8660254037844387;0.942857142857143;0.8857142857142858;
11;-0.0512989176042577;0.1008087901966626;0.1695201217488185;0.0312581787527176;0.1004533740301352;0.0675159578055777;0.1468982449322239;0.0874708527226377;0.054303214966848;0.0421974736284861;0.0741249316661101;0.0728581729502443;0.0481137354208805;0.0432507851333183;0.2051956704170308;0.0355525274965944;0.0805142657476059
12;-0.0478266120751786;0.1083538568408269;0.1853123291652753;0.0325067200198696;0.1072975792856917;0.0734223098214352;0.1475919337152119;0.1025978352085154;0.0585873059304075;0.0459735785145299;0.0751571099424862;0.0734223098214352;0.0509033933664026;0.0445904069470566;0.2051956704170308;0.0422985427566034;0.0999999999999999
13;-0.0366348692063341;0.1112177717675621;0.2;0.0436625562912143;0.1181876816240039;0.0900703809377959;0.1482498633322202;0.1030432661601111;0.0627560289272483;0.0465026689173134;0.0900138694548576;0.1005746536745819;0.0512636504237025;0.0474874913995591;0.2098369739473866;0.0447005830041321;0.105195357842078
14;-0.0316037555748732;0.1128750986617558;0.2040596935012772;0.0510190224696296;0.1502514170224006;0.0928497029805548;0.1483520693859547;0.1192466348629223;0.0727670887917994;0.0547429778980953;0.1159542071304896;0.1025978352085154;0.0579771035652448;0.0542681110984923;0.2337985607958015;0.05725414394525;0.1477765945636055
15;-0.0275880293923021;0.1140224628429553;0.2051956704170308;0.0528661641109981;0.1606229182592826;0.1017949629842092;0.1753926712452938;0.1196974744099346;0.0979417153582962;0.0579771035652448;0.1268054360433895;0.1272270596879162;0.0724884776534203;0.0562943841098913;0.2356127882639829;0.0579771035652448;0.1525353091096128
16;-0.0261356734044006;0.1168834486071158;0.2107771899188361;0.0579771035652448;0.188639574318393;0.1149143547564998;0.1836171815191351;0.1284890421875116;0.1088206858089824;0.0588495306384911;0.140458662953182;0.1282472940106442;0.0743747328228898;0.0579771035652448;0.2358643147392571;0.0713232708842456;0.1535700501805966
17;-0.0144841165204357;0.1223104093092041;0.2293059637750702;0.0683985568056769;0.1908440394244501;0.1262155940432229;0.1935120363262226;0.1423428902078836;0.1110595823625206;0.0635514870338184;0.1451147102121968;0.1300058152372076;0.0910727332244245;0.0649112848673485;0.2452110872818143;0.0726886378222084;0.1609246354062646
18;-0.0052562491368375;0.1279932314182386;0.2522624895547565;0.0760959078023209;0.2101186164300297;0.1282472940106442;0.2;0.1541704849112618;0.1196993041310077;0.0683985568056769;0.1469195637749184;0.1324102244257124;0.0940480156078057;0.0681738155972265;0.247052292400748;0.0780405691408384;0.1693031987369811
19;-0.0027261994036333;0.1292637414498322;0.2590337663459229;0.0839991228768964;0.2219073385614149;0.1301672363428428;0.2026846838838127;0.156458352471715;0.1223999135170297;0.0782291762358575;0.1571197597401791;0.1324562188538951;0.1065498045095726;0.1004533740301352;0.2519423795072608;0.0873902901326949;0.1733475126609512
2;-0.1854852067005935;-0.1853123291652753;0.0663881462435816;-0.0781402701568629;-0.0171527422295552;-0.108112495523467;0.0;-0.0033358227871621;-0.0720749970156447;-0.0936518549508744;-0.0020205847429524;-0.0373760370804507;-0.0600099198148979;-0.0933871521386899;0.0856222784826115;-0.0701692357317833;-0.0195572940589643
20;-0.0016078823214628;0.1311270636953815;0.2591737250577396;0.0995137985904098;0.2248525316878202;0.1395747003882691;0.2285158643179461;0.1593353029826252;0.124829163499288;0.0945178896290891;0.1684028689918245;0.1437945618050809;0.1076315904457143;0.1011158257465984;0.2571428571428572;0.0910727332244245;0.1803683498621816
21;0.0;0.1380750816186355;0.2601741720428425;0.1002327180981565;0.2276004555367137;0.1431381947788482;0.2286208164171032;0.1621687432852006;0.1350319156111555;0.104648256340366;0.1715046259117758;0.1550798790216031;0.1289003472068107;0.1061041552129217;0.2664218991679513;0.123566539736184;0.1805635369712441
22;0.0185682271622613;0.1578305677438412;0.2679125797667305;0.1145295867623768;0.2330523971947108;0.1555850252073413;0.2319084142609793;0.1633807024524609;0.1375297218996928;0.1220285091900092;0.1741207255118105;0.1560364543741101;0.1368816855084956;0.1256293504447963;0.2669289300396483;0.1306999319694023;0.1838323033396174
23;0.0285714285714285;0.167991804096155;0.2785425546582084;0.1200106680890996;0.2415427972428176;0.1591449346892431;0.2531892892946806;0.1668075682010575;0.1428571428571428;0.136094499833298;0.1754338202007864;0.1565097087485175;0.1400837732833781;0.1340704114860752;0.2678882142533924;0.1386852624849253;0.1881320123418356
24;0.0363891875185485;0.1719564979273276;0.2799362518796291;0.1358374385034085;0.2452742790288657;0.1688543512143227;0.2571408816975842;0.1732404737025376;0.1428920619439793;0.1372437397952154;0.1852648455670965;0.1621687432852006;0.1405112808650351;0.1360166024606042;0.2788810207327394;0.1519109050625499;0.1919620150047356
25;0.0491165689611513;0.2;0.2836662721826771;0.1366924859172401;0.2547457684495139;0.1794135685653738;0.2628502990061166;0.1740555505798344;0.1491155583279281;0.1420789759629759;0.1864069233887658;0.1622463330622413;0.143233463245978;0.1360204156871877;0.2826123224375024;0.1523828404635668;0.1970802428288575
