;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97
27;-0.0957985502333733;-0.09380397075756794;-0.06325308378066442;0.0062296815510413705;0.021243450513715994;0.029619961862601334;0.05406341507265885;0.057593769980985525;0.060814415375634874;0.06282107065666377;0.0678588739729475;0.0857770057104714;0.08739237818537653;0.0894492742967382;0.0950701522053531;0.10995748046962411;0.1221244345016045;0.12676370673671977;0.1302215232863459;0.13390293470752898;0.134209288801845;0.1455108359133127;0.15175893921767594;0.1622973059890147;0.16366522100349215;0.16476591843012128;0.17559954528351784;0.17921115216336947;0.18071995558019824;0.1837770285233127;0.1844994928442571;0.20349012648222348;0.20993622820586472;0.21717832325833153;0.21878063092875047;0.22127445471114426;0.222230027379241;0.22280806474685036;0.22321966819787634;0.2245188589038024;0.22827291542479206;0.23346718542129286;0.23792762517694047;0.23849825619908163;0.2395954558372004;0.24131174171577083;0.2418478513084887;0.24513783208804288;0.24561345837862267;0.2538778762027938;0.25436239835119995;0.25597814274541864;0.2609172566549218;0.2663246716178988;0.27019577154095775;0.2708396385840514;0.2739736761347669;0.2749392050110143;0.27555388073508413;0.27735772467008235;0.2868550799193058;0.28741677242104274;0.29684553946833175;0.3036427682781123;0.30379627497503925;0.3044476823576777;0.3092540886462496;0.3162840795596003;0.31879946467327624;0.3237938389852551;0.3302330253739912;0.33372091411604304;0.34018375269484574;0.3412623512462772;0.34489466718453543;0.3466508654237001;0.34900062078733485;0.3674536332276277;0.3746732253594186;0.3774894005891944;0.37890124182978024;0.3962033691571767;0.41208791208791207;0.4135526194509435;0.4162896090536982;0.42442480459048604;0.42505313978560355;0.42857142857142866;0.43360037505628013;0.4358795744399918;0.43701889427299806;0.45025810581814346;0.4938266243683808;0.5054248789897118;0.6107142857142855;0.6377481392176932;0.7545045450053531;0.9999999999999999
20;0.01260620531208206;0.015838646628870127;0.024984164697547967;0.026262129761292913;0.03915667091183988;0.04647008111181005;0.05102749106976089;0.054054217213200174;0.05675954592363261;0.061740992734975395;0.08340395703719346;0.08718969241353751;0.0894028634489522;0.09316564201097904;0.11475608812389412;0.1243851453690485;0.12625214887924197;0.13122545081192566;0.1458482970335724;0.15062893357603013;0.1562010394299605;0.15881345438556238;0.16220960657859615;0.16224750087869758;0.16964694783038603;0.1778159306030818;0.18422387071469662;0.18850867781927286;0.1920973630332172;0.19952844213825277;0.2005449213690479;0.20132374833046307;0.21015904958968593;0.21449048542328822;0.22145175622499944;0.2253577008652796;0.22848149500502093;0.23033517900866074;0.23811720894202168;0.25378103240349237;0.25580820424240164;0.2588425922771749;0.2609933323457787;0.26255989225670723;0.2647244211268094;0.265793687726605;0.2681535215747468;0.2732365304651008;0.2754826124040331;0.280679940972799;0.2825041144162304;0.2835349575381836;0.2877392086389979;0.29419854893703895;0.2971908065637197;0.29878540903177847;0.30167953723078017;0.3047154030171413;0.3073259264219965;0.3192548951802169;0.3285890840112223;0.33959231735070355;0.34279191802328374;0.34348408651682255;0.35740716252178306;0.35944372948333037;0.3597307590878085;0.36518032105782705;0.36648907196345326;0.37580782847924266;0.3761548361598629;0.38221699771209416;0.3824171956842942;0.3943771669961074;0.4008194078773351;0.4010989010989011;0.4064857543322181;0.4119653324260799;0.41224292868498125;0.4213896389350751;0.42628221714396447;0.43297483580808427;0.4407892455355357;0.4430636478749467;0.45172071444494455;0.45309315971854397;0.45490598172073454;0.46955668612769585;0.48268957492426245;0.49754742419999065;0.5014001813555354;0.5191116281484639;0.5234025495425048;0.5714285714285715;0.6285714285714286;0.670670706671425;0.7247137945655605;0.9999999999999999
29;-0.11924282570520268;-0.07954919814961786;-0.07125328632649114;-0.055283499165402955;-0.035746216239853884;-0.01645393470210149;-0.013610020349736796;-0.00836827408755723;-0.007125246480742034;-0.006024103217206135;-0.0030457544331723737;0.009424830435021445;0.013155519222125787;0.026581137788128085;0.027675537690583802;0.04087690074457526;0.0629514963880289;0.06364331155647471;0.07349988599176663;0.07390315845295664;0.07514464815752449;0.07886728956902415;0.08001410543709438;0.08158991139665252;0.08373520301120242;0.093515036309997;0.1088444053139854;0.10982564614975646;0.11714520878744757;0.12162883075126975;0.1337809517447826;0.13696428013003056;0.1398480888599508;0.14285714285714288;0.14667165740644045;0.15596910087145016;0.161189221215404;0.16220960657859615;0.1633097314807387;0.16389896831943762;0.1722976809395279;0.17255042011145597;0.1833653386077907;0.18458843182246787;0.20010921815486934;0.20475046628772564;0.2067547471448734;0.2094660625438606;0.21936412526941282;0.22116768347954918;0.22308171864692303;0.22416181190301207;0.22855511125326317;0.2291282611254761;0.23027295006553195;0.23059788937953712;0.23164095302761528;0.2376917156889924;0.248005308077804;0.25306562279003464;0.2577036742166401;0.2704375478693361;0.27606761011171926;0.27751745659112537;0.2820679075285749;0.2901939506587046;0.2929773549765642;0.29511289606530494;0.29781083090661303;0.30061286614192695;0.3023652376219566;0.30384195528413005;0.3045517488353885;0.30986683868975945;0.3183485923537163;0.33516483516483514;0.34595376539412387;0.3512623286373781;0.36167357958005775;0.3637807674922846;0.3658737496604934;0.36864941204808405;0.3853505216279467;0.38682560303999275;0.3899840034492028;0.4010454277255333;0.4045493614762123;0.4188231324623048;0.4208766381230844;0.425065791117988;0.4358876313740947;0.4543803050119997;0.47921298668937107;0.5071428571428571;0.6377481392176932;0.642857142857143;0.8982196964349441;0.9999999999999999
15;-0.03939810586921025;-0.003485847052774548;0.005491098744155322;0.01949029312606462;0.02631734934384199;0.038127719036456516;0.05020964452534338;0.050675386719985276;0.05300424627817666;0.0561941692920303;0.06338185336835989;0.07142857142857144;0.09611114504263742;0.09880504531721461;0.1114459095183135;0.11302245417305491;0.12309073977012779;0.12697066652244635;0.13401499715516882;0.1460982776112478;0.146431597613604;0.1471079892637679;0.15526439757184998;0.16814962990498525;0.17845328014292913;0.19711042311661509;0.20089007863057573;0.20462465729048973;0.21860089294908092;0.22185076052466954;0.22210864109956055;0.2237171365405346;0.22519167892988068;0.2258497547828451;0.2266014257323377;0.22914286656680083;0.22941838705987858;0.24625212408141842;0.24816876661501616;0.25697249351661944;0.2618449987006039;0.26736755813034524;0.27385031605199633;0.27609244989123655;0.27679852099512103;0.2785094295404353;0.2813106686429733;0.2826528475311647;0.2827592361165782;0.28446475387158077;0.29337677887308217;0.30042062769835093;0.3026425896948992;0.30795254294854696;0.3111464282666006;0.3131868131868132;0.3220543728741074;0.3225992146291144;0.3253053774506525;0.3279061519773029;0.3379670388407249;0.3391653557303159;0.34025080397706897;0.3407757075788231;0.34698288016884626;0.35172664959012395;0.3517501853799389;0.36460411957609634;0.36567079492877286;0.3658520466306163;0.36904276755607;0.37268225735733923;0.37307089314372305;0.37432565480073654;0.3825889426372926;0.3854991182474716;0.3883705642869955;0.39458498159236277;0.39708730435801415;0.4030812496259673;0.4112988265235988;0.4179073209328847;0.42788515895334245;0.43124030417262343;0.43505766833548953;0.4373656065128991;0.4597163832997088;0.4712467514767436;0.4832403389303376;0.49022299154770294;0.510284190388322;0.5270622933017192;0.6;0.6449896468079879;0.7065994945288229;0.7500000000000002;0.8406680016960504;0.9999999999999999
12;-0.03771647939918298;0.006024103217206135;0.00836827408755723;0.020355314677973385;0.033074506607801424;0.03571428571428572;0.03590028034527716;0.048509304483543;0.04947164932277513;0.052631578947368425;0.053040788040103745;0.06408209027800557;0.06797389820651498;0.0845317910297828;0.09143090387933978;0.10073740480641852;0.1044915513885059;0.10637297357854515;0.11190162420936968;0.11628519016307132;0.13246733640178543;0.14168584310398005;0.14254318103416147;0.150672567061424;0.15182354104559231;0.16767821623477502;0.17084789177814053;0.17618113485561468;0.18685822902556382;0.20832347272304588;0.21104098096563012;0.21333217848838368;0.22568644569738508;0.2289021590029207;0.2302376575013271;0.233963583320247;0.23434093643818585;0.2344479420141691;0.23512471716842973;0.23562970739940625;0.2377358010533401;0.23774276968750033;0.2435180483998631;0.24412410486072453;0.24530215770901678;0.24596112371089487;0.2466761976842501;0.2521464075580325;0.25244891791247914;0.2669117853230736;0.2676122697775195;0.2681399183676729;0.2847097932956163;0.28521708522656347;0.2872683787907165;0.29660947304198076;0.2983592941096179;0.30332915178006753;0.3106740755415982;0.32345152171181535;0.3239611282899806;0.329060871098142;0.3333955157841126;0.33563207785268895;0.3356437218793569;0.33766065905478926;0.34015712474191867;0.34615384615384615;0.35000107697374;0.3586274063709279;0.36341937226035687;0.367006499938052;0.3696272499373673;0.3714148879260582;0.37149137806304033;0.3726323440507528;0.3755849292067311;0.3803422125620997;0.38202089066840744;0.3826657804126579;0.38390162530741334;0.38738635867828913;0.3953582094112089;0.4132690174736566;0.42383920546546316;0.4266012387057848;0.43664570401637987;0.4518929109014449;0.4626292501108;0.47497059949625225;0.4944992676411143;0.5614433397918992;0.5987387594879887;0.6178571428571428;0.642857142857143;0.6957252427829381;0.730552019767088;0.9999999999999999
7;-0.06486273527248029;-0.05808944012236428;-0.041117684847827046;-0.025148160455465585;-0.003095975232198142;-0.0016728930825256393;0.0016596526613233684;0.009367980018295138;0.009591677954845045;0.011137047526420335;0.03706145920538685;0.039306431343935876;0.04758969132537344;0.06211587040312204;0.0661305000437297;0.08387537070740368;0.08587217133384333;0.10608687159061105;0.10886021028624891;0.11266487203217332;0.11302245417305491;0.11383120628301611;0.11415520737064765;0.1150821400486829;0.11904279508579639;0.1315907262422392;0.14250363534318977;0.14344839533203046;0.146405908252249;0.14688852460201682;0.15051587526877636;0.1536191867067136;0.16003850427699706;0.1714648630032854;0.1725634179473742;0.1758739207695073;0.17855442457828993;0.206451978880342;0.20820147994248286;0.2082944731020588;0.21216010001140606;0.21864246277725882;0.21887821064226456;0.2206088191009808;0.2215803307955686;0.23431167445160245;0.23462464750817316;0.24456305695478342;0.245176841172833;0.24832349497963535;0.2530850029558103;0.2605698416254795;0.26490718443010547;0.27931578719625083;0.28110215715064946;0.29118170069861704;0.29135672895029746;0.2916170607333424;0.29241256350348993;0.3017875634753321;0.30524757348495773;0.30769230769230765;0.31241296682084047;0.3160035542112143;0.316469447330881;0.3165398358381514;0.3218100088245809;0.322507844088427;0.3230026767669261;0.32745623665046836;0.3341541908209292;0.3381765323619063;0.3483628950054007;0.3503662978698269;0.35568598181280414;0.35919519339884187;0.3614557559787723;0.3670922992366933;0.3770220944642673;0.3798713363631363;0.3915713886302319;0.39554616197094805;0.4043310927214068;0.41353019461040935;0.41539904443404824;0.419351990529296;0.42687282076692723;0.4317166603317693;0.44358533049292664;0.44690758757221577;0.4690605487053713;0.5106268537622265;0.5714285714285715;0.6213035863319883;0.6607142857142856;0.730552019767088;0.8406680016960504;0.9999999999999999
0;-0.23639321978820432;-0.231549444622274;-0.21495446319400588;-0.21284586463487976;-0.17647876203465682;-0.17339315799200503;-0.17193490415876958;-0.15014311457252108;-0.14797940561087666;-0.14227141972330162;-0.11409005263447013;-0.10090372888820277;-0.08231151355648342;-0.07769326956107235;-0.06854215718835087;-0.06837527283267997;-0.06794735627047184;-0.06748158440163571;-0.06048934403658139;-0.058793772001952474;-0.046164117859778156;-0.045047715093062865;-0.04494386241698821;-0.040126790621830964;-0.0390798324891719;-0.030356574548008244;-0.029599038527335666;-0.029239364579287098;-0.028070581343074164;-0.01965607898661825;-0.019558590609336537;-0.01808228737702549;-0.006908492261678917;-0.001156071510115761;0.0032998956914715677;0.008263884045757543;0.008354817297209214;0.010866498625059664;0.011550157903895972;0.031369859868585585;0.03460291984367504;0.03530241456639575;0.03921596719551731;0.04106472249619969;0.04110814867583197;0.05324938969094425;0.06262001150553871;0.06338185336835989;0.0636167087131355;0.07545433850232854;0.08615932899572282;0.08754158614959366;0.08940628007466486;0.09231520146418315;0.0975784143901916;0.10483438203820059;0.10714285714285716;0.13199378631136235;0.13545395188786175;0.1361013826013902;0.14948466020293258;0.15105533415105551;0.15485815779962023;0.1721375678636618;0.17573375583870185;0.1762849830694049;0.18756997140204534;0.19210278590463992;0.1921231335898259;0.19896316716100054;0.20291986247835694;0.20479640656896927;0.2054061266620814;0.207721950118469;0.20850757070299544;0.2087912087912088;0.21680565733907559;0.2223688691117928;0.22421333358568277;0.25684020048265543;0.2569547204089025;0.2613875904599951;0.2655569475855195;0.26828048535531845;0.27861435102423426;0.2829037716694203;0.28306657801248936;0.29807055573841096;0.3132229408052197;0.3405221591347068;0.3554198067961399;0.3892651758909916;0.415386213381879;0.5;0.6502453565394726;0.6607142857142856;0.8263621207201486;0.9999999999999999
31;-0.10714285714285716;-0.09892527508645363;-0.09336637518643666;-0.09042789183076949;-0.08360085879564125;-0.08348401633387904;-0.07087284692028323;-0.05020964452534338;-0.04216872252044295;-0.009632425695826691;-0.00655107189065598;0.007042428152039987;0.023314054234000417;0.028319053990889242;0.03534676761114907;0.040958702870100935;0.04543988304266826;0.05229065480331868;0.05808784314631791;0.059772930751007834;0.07713648405888664;0.07782961540502836;0.07914988987593419;0.07939733968777568;0.08144700379008339;0.08286392432672385;0.09438448273425144;0.0955982159472281;0.10516182841379419;0.10574891552698942;0.11125795023681215;0.11968123134617538;0.12308228235959985;0.12378118029912323;0.13297298640860442;0.14906480874826294;0.1653250614753363;0.16651038067707075;0.1679473753260744;0.1783481926586601;0.1867754860526763;0.18698788476417488;0.18705784841050077;0.1929824561403509;0.19718460054719028;0.20406016369301888;0.21007695477961363;0.2121615339503091;0.2159359084275181;0.22651574551428122;0.22733708112476075;0.2333454891264978;0.23792157919860266;0.24258549339550992;0.24698248749701215;0.2486476011662856;0.2522219372540283;0.25301525829668814;0.2726014305682876;0.27503399779641075;0.2875523994036416;0.29396811715970317;0.2996542336840355;0.3001230303970264;0.3010817503878241;0.3056420484152803;0.31250739513174103;0.32256937661864643;0.3271739886053116;0.33148965313595574;0.33976522106340123;0.34430361141603066;0.3448836623233499;0.34957299532836195;0.35652605446838015;0.3606929289060918;0.3607287413079001;0.36159823838743865;0.3626373626373627;0.3635862604391231;0.37313828709546165;0.3761441252433477;0.40130171544315385;0.402354118015876;0.44296742644194453;0.4506741023587347;0.4642857142857144;0.46443077511533026;0.46727411613599124;0.4700401173209851;0.47919716553951436;0.5041622637536646;0.5723539551132971;0.6032930351544699;0.6142857142857142;0.6957252427829381;0.8143858581010162;0.9999999999999999
9;-0.01643190604092711;-0.004564414704359724;-0.0032885752988040156;-0.0025666304827790627;0.01547987616099071;0.02059417806450062;0.032370002283241314;0.03654905319806848;0.04460974060963794;0.053820164874343525;0.057080745489183224;0.06865981810764446;0.07649385967636713;0.08150284618437112;0.08646265169238483;0.09353777456717041;0.108787563138244;0.13267853315967318;0.135071442440067;0.1355375166549349;0.1554960406433644;0.15705327736003688;0.1750050362036632;0.1766576895618212;0.18105595309383302;0.19029358783352915;0.19737800950503975;0.20141138076645826;0.2045749392972904;0.20662868796874456;0.20940590388627028;0.2097052030817851;0.21362922333785214;0.21562251231512483;0.21689328816466152;0.22732195952858741;0.22765854263041882;0.2305767970885591;0.23804278832668802;0.23840221634731454;0.2426658016391168;0.2477168011232952;0.25137520316719314;0.2521035351195626;0.25501269310100844;0.2709221248685774;0.2782051634702936;0.278285498168733;0.2843756476218412;0.2882394982672057;0.29276641838284;0.29552459597473335;0.29582616741347373;0.3004978259245919;0.3073721656893295;0.30985173259075843;0.31040436872454413;0.3158150364921214;0.31690926684179943;0.32087886377631236;0.3238266760147776;0.3389356892099482;0.339661313852472;0.3398647610169414;0.3418031843171169;0.3498554181376293;0.35804510008793955;0.3640479420164413;0.36592671565689106;0.366135084116889;0.3691285349421078;0.37736649797493604;0.38477064253004784;0.3849009043685039;0.3865244391034709;0.38906642481811643;0.39734901450831434;0.3992983955499412;0.4088405909680598;0.4118795331274386;0.41665517820101494;0.43539791758689933;0.4414327829091908;0.4423846365777235;0.4614986557115553;0.4770533031287547;0.4835164835164835;0.48478247814734804;0.5086319216892718;0.5189237926742432;0.5497647605413382;0.5554128323057237;0.5928571428571427;0.6071428571428572;0.6711984829559874;0.8263621207201486;0.8406680016960504;0.9999999999999999
13;-0.04604005418325621;-0.022642404165197385;-0.02109184944971869;-0.013465608980642198;-0.0015060258043015338;0.006880304068447637;0.017873108119926942;0.03872547770335876;0.039989019575441646;0.040247678018575844;0.056985536684649625;0.05882366901557049;0.060071348888920025;0.06015132352395547;0.06433388211885802;0.07142857142857144;0.09090936531310939;0.09551310645243985;0.09975838513448662;0.10573185011586303;0.11237098997692808;0.11422705157600989;0.11621867048928365;0.12391717796729637;0.12789220657808031;0.14084856304079976;0.1416110474444727;0.1521020493622466;0.159889827246988;0.16258995499466444;0.18646264811905458;0.1919010612089187;0.19679432916806072;0.20336329037242257;0.2120598785172517;0.2135766040474799;0.21913243025077306;0.22058080251859433;0.22871732570957146;0.2307754310168724;0.23353821285829351;0.2352126944438173;0.2356341525809853;0.2415647248896262;0.25433573222546746;0.25711389734567663;0.25876009171644715;0.25933100322837344;0.2686751338599225;0.2695249551292486;0.27208589861063287;0.2734111263759268;0.2746111684636798;0.2840406589803169;0.2857142857142857;0.28671326270749453;0.2934860337423959;0.29594025729179607;0.2992433331399784;0.30185370386254956;0.30992950666664243;0.3102833644187398;0.32548587516373567;0.3259190733406824;0.3262462338632711;0.3310075536397602;0.333918827717973;0.3369160628975786;0.33998847149821176;0.34520071757463333;0.3487966954800294;0.3512253561298763;0.3552430353846438;0.355389565403181;0.3629188720085123;0.3636174276417216;0.36791021744576885;0.3738161989609602;0.37571484635243535;0.37709917542505345;0.37797687026833493;0.3880298786998573;0.39237054414808675;0.39469658814917014;0.39522825075952844;0.39974788248461063;0.4243029036110312;0.44899045249939246;0.45875575796222084;0.47835091264938423;0.4884300779125159;0.49041317494706876;0.5167485501479903;0.6535714285714285;0.7500000000000002;0.8263621207201486;0.8406680016960504;0.9999999999999999
