;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;964.2;False;False;30.62;32.48;;;;0
1;964.1;False;False;13.05;56.46;;;;0
2;946.2;False;False;14.66;30.69;;;;0
3;946.1;False;True;13.54;13.12;;;;0
4;956.1;False;False;23.2;25.35;;;;0
5;956.2;False;False;30.48;31.12;;;29.45;1
6;951.2;False;False;15.96;20.16;;;;0
7;951.1;False;False;13.89;25.32;;;;0
8;985.1;False;True;37.74;25.14;;;;0
9;985.3;False;True;21.49;18.43;;;;0
10;948.3;False;False;14.45;336.75;;;;0
11;948.1;False;False;4.61;11.54;;;;0
12;967.3;False;True;20.11;17.98;;;;0
13;967.1;False;False;25.91;44.83;;;23.81;1
14;961.1;False;False;16.42;21.15;;;;0
15;961.2;False;True;37.32;26.0;;;23.56;1
16;958.3;False;True;11.27;3.23;;;;0
17;958.1;False;False;14.55;20.05;;;;0
18;976.1;False;True;39.91;14.42;;;;0
19;976.2;False;False;10.16;293.94;;;;0
20;954.1;False;True;35.15;8.11;;;;0
21;954.3;False;False;16.45;33.55;;;;0
22;963.1;False;True;11.87;7.45;;;;0
23;963.2;False;True;25.72;24.3;;;;0
24;979.2;False;True;40.51;18.36;;;;0
25;979.1;False;False;20.16;51.97;;;;0
26;969.3;False;True;5.83;2.92;;;;0
27;969.1;False;False;30.39;35.21;;;;0
28;977.3;False;True;35.29;14.09;;;;0
29;977.1;False;False;32.68;39.78;;;;0
30;962.1;False;True;30.82;27.98;;;;0
31;962.4;False;False;35.06;39.29;;;;0
32;986.1;False;True;26.27;22.43;;;;0
33;986.2;False;True;31.64;24.63;;;;0
34;989.2;False;True;37.84;34.29;;;;0
35;989.1;False;False;37.35;44.27;;;;0
36;972.3;False;False;13.52;380.42;;;;0
37;972.1;False;True;11.3;9.48;;;;0
38;975.1;False;True;31.25;5.72;;;;0
39;975.3;False;True;20.14;11.02;;;;0
40;965.1;False;False;10.64;14.38;;;;0
41;965.2;False;False;25.04;202.73;;;;0
42;984.1;False;True;40.94;28.02;;;21.34;4
43;984.2;False;True;16.48;6.7;;;;0
44;978.1;False;True;34.91;29.26;;;28.1;1
45;978.2;False;True;39.41;25.95;;;;0
46;952.3;False;False;32.24;40.93;;;;0
47;952.1;False;True;28.35;25.04;;;;0
48;968.1;False;False;11.82;13.76;;;;0
49;968.2;False;False;30.91;32.77;;;;0
50;957.3;False;False;8.4;10.92;;;;0
51;957.1;False;True;13.91;10.97;;;;0
52;974.2;False;False;13.44;21.76;;;;0
53;974.1;False;False;33.89;42.01;;;;0
54;955.2;False;False;21.0;30.01;;;;0
55;955.1;False;True;49.96;41.17;;;;0
56;947.1;False;False;25.3;25.35;;;;0
57;947.2;False;False;13.37;35.59;;;;0
58;966.2;False;True;28.65;8.09;;;;0
59;966.1;False;True;13.53;11.25;;;;0
