;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
3125;3126;628.8768;461.056;0.69556;13.7634;12.5576;;;
3126;3127;549.3376;431.33952;0.24292;14.5227;11.3399;hydrated;45.0;9.339519999999993
3127;3128;292.5696;206.99136;0.29102;13.9829;11.7394;are;1.0;2.56959999999998
3128;3129;454.4;218.71616;0.27466;15.4119;13.2119;can;6.0;10.716160000000002
3129;3130;582.1184000000001;150.14912;0.25903;15.3566;13.0771;treat;9.0;39.85087999999999
3130;3131;740.48;115.63008;0.22632;15.2344;13.17;1.;13.0;73.36992
3131;3132;862.9248;100.48512;0.43652;14.7301;13.0062;nasal;17.0;87.60971108532661
3132;3133;897.5616;163.45088;0.29138;15.9102;13.7111;nasal;17.0;24.549119999999988
3133;3134;947.84;130.19136;0.46924;14.4121;13.3996;spray;18.0;62.80864
3134;3135;1027.2128;159.75424;0.7113;16.478;13.8735;rinse;20.0;29.24575999999999
3135;3136;261.3888;328.40704;0.48547;15.6076;13.8855;clear;23.0;15.407039999999995
3136;3137;405.8496;309.17632;0.38831;15.3231;13.542;passages.;26.0;1.1503999999999905
3137;3138;484.2624;270.05952;0.27478;15.513;13.2859;passages.;26.0;27.94047999999998
3138;3139;619.5328;153.42592;0.24243;15.6548;13.0705;runny;11.0;39.57408000000001
3139;3140;628.6848;269.42464;0.48523;15.5845;13.7696;runny;11.0;56.42464000000001
3140;3141;744.2687999999999;296.98048;0.24255;14.3188;13.3991;1.;13.0;89.00939992197678
3141;3142;822.912;284.76416;0.27466;14.3156;13.3763;saline;16.0;76.76416
3142;3143;989.8752000000001;244.52096;0.29102;15.9597;14.3344;or;19.0;36.52096
3143;3144;279.4368;397.3632;0.30762;16.0179;14.0154;nasal;41.0;0.8501226264486709
3144;3145;469.9136;410.78784;0.22644;14.0734;13.6196;Stay;44.0;0.0
3145;3146;567.9232;390.84032;0.2749;14.3256;13.2325;hydrated;45.0;7.15967999999998
3146;3147;752.384;357.91872;0.21045;14.4223;13.5696;plenty;48.0;40.08127999999999
3147;3148;871.6032;387.2768;0.27527;13.7212;12.6759;such;51.0;10.72320000000002
3148;3149;950.6687999999999;378.86976;0.32361;15.3802;14.308;water;53.0;21.130240000000015
3149;3150;754.9312;296.32512;0.11328;12.5599;11.7656;moisture;33.0;0.0
3150;3151;330.0736;507.57632;0.35632;13.9151;13.2401;over-the-counter;58.0;0.0
3151;3152;429.696;532.85888;0.42065;12.905;12.2848;over-the-counter;58.0;10.85888
3152;3153;630.3743999999999;489.23648;0.21021;11.9101;11.3378;antihistamines;61.0;13.763520000000028
3153;3154;915.4559999999999;473.78432;0.35596;11.1386;10.032;your;65.0;34.21568000000002
3154;3155;391.1424;637.21472;0.35571;13.5258;12.6046;and;70.0;10.606902584562617
3155;3156;494.1824;612.01408;0.27527;12.2231;10.0387;care;72.0;0.9859199999999646
3156;3157;776.1024;570.10176;0.30737;12.0201;11.7237;body;78.0;37.89823999999999
3157;3158;868.0064;576.13312;0.32349;12.4006;10.8907;heal.;80.0;31.929980925368596
3158;3159;371.5072;709.89824;0.2749;12.9621;12.3378;worsen,;86.0;8.101760000000013
3159;3160;520.9472000000001;715.95008;0.24243;12.8939;12.5323;consult;90.0;0.05279999999993379
3160;3161;880.8320000000001;697.61024;0.25891;13.6427;12.875;further;95.0;15.389760000000024
3161;3162;830.1184000000001;631.28576;0.21008;14.6206;13.4495;heal.;80.0;4.285759999999982
3162;3163;668.4032000000001;709.86752;0.24255;13.634;13.0292;healthcare;92.0;3.132479999999987
