;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;414.1;False;False;11.65;39.44;;;;0
1;414.3;False;False;18.35;32.07;;;;0
2;419.1;False;False;31.63;64.0;;;12.7;2
3;419.2;False;False;83.19;106.48;;;12.26;1
4;426.1;False;True;9.14;6.97;;;;0
5;426.4;False;True;12.59;11.32;;;;0
6;439.1;False;False;18.57;117.08;;;12.84;2
7;439.3;False;False;11.34;88.21;;;;0
8;417.1;False;False;25.27;77.24;;;6.78;1
9;417.2;False;False;42.64;54.42;;;14.75;1
10;420.1;False;False;12.44;17.61;;;;0
11;420.3;False;False;7.43;60.71;;;;0
12;436.3;False;False;18.01;45.22;;;;0
13;436.1;False;True;16.87;16.54;;;14.13;2
14;408.2;False;False;46.69;64.22;;;18.68;2
15;408.1;False;False;13.36;18.09;;;;0
16;434.2;False;False;28.32;47.68;;;10.96;4
17;434.1;False;False;10.82;28.87;;;;0
18;427.3;False;False;22.15;34.12;;;;0
19;427.1;False;False;19.81;39.27;;;;0
20;431.1;False;False;9.93;15.38;;;;0
21;431.2;False;False;9.24;67.29;;;;0
22;437.1;False;False;9.52;83.56;;;;0
23;437.3;False;False;137.52;278.64;6.56;150.01;6.56;2
24;421.1;False;False;7.46;311.97;;;;0
25;421.7;False;False;8.24;32.02;;;;0
26;449.1;False;False;10.87;27.41;;;;0
27;449.2;False;False;22.18;131.63;;;;0
28;435.1;False;False;18.88;33.55;;;16.9;1
29;435.3;False;False;8.89;31.41;;;;0
30;413.1;False;False;66.22;120.13;;;13.53;8
31;413.3;False;False;9.85;29.05;;;;0
32;422.1;False;True;13.72;12.22;;;;0
33;422.3;False;False;20.29;44.55;;;17.01;1
34;450.2;False;False;16.33;32.59;;;;0
35;450.1;False;False;9.88;36.78;;;;0
36;441.1;False;False;70.6;102.72;;;11.56;4
37;441.2;False;False;11.36;112.87;;;;0
38;411.5;False;False;13.49;150.5;;;;0
39;411.1;False;True;29.4;28.58;;;10.55;1
