;trial;discarted;calibrate;mean_distance;mean_distance_cal;mean_distance_10;mean_distance_cal_10;mean_distance_nr;fix_removed
0;38.1;False;True;31.09;29.92;;;;0
1;38.2;False;False;20.82;21.53;;;;0
2;2.1;False;False;65.13;74.74;;;23.82;20
3;2.2;False;False;23.73;31.81;;;;0
4;43.1;False;False;37.28;39.59;;;21.23;3
5;43.2;False;False;36.9;286.35;;;;0
6;35.1;False;True;33.24;23.92;;;;0
7;35.3;False;False;57.9;66.64;;;34.05;6
8;4.3;False;True;74.03;64.97;;;45.18;10
9;4.1;False;False;24.47;30.39;;;;0
10;5.1;False;True;40.92;34.9;;;29.62;1
11;5.3;False;False;20.67;26.37;;;;0
12;31.1;False;False;28.3;32.75;;;;0
13;31.3;False;True;23.12;20.07;;;;0
14;41.1;False;True;28.74;27.14;;;;0
15;41.3;False;False;39.71;60.59;;;;0
16;9.3;False;False;35.23;49.32;;;29.19;2
17;9.1;False;False;33.83;34.71;;;27.93;2
18;17.1;False;True;41.3;26.54;;;;0
19;17.3;False;False;41.64;105.66;;;39.73;1
20;29.3;False;False;17.08;43.9;;;;0
21;29.1;False;False;76.5;88.39;;;27.32;15
22;28.1;False;True;47.05;36.82;;;31.75;2
23;28.2;False;False;24.71;31.18;;;21.85;1
24;18.3;False;True;28.23;27.45;;;;0
25;18.1;False;False;24.18;27.25;;;;0
26;7.1;False;False;8.83;25.73;;;;0
27;7.3;False;False;83.57;84.92;;;48.62;11
28;30.1;False;False;50.78;72.16;;;37.7;6
29;30.2;False;False;17.87;37.34;;;;0
30;32.1;False;False;30.54;32.38;;;;0
31;32.3;False;False;42.18;69.36;;;39.53;1
32;14.1;False;False;26.7;210.42;;;;0
33;14.3;False;False;42.51;114.52;;;34.04;1
34;15.3;False;False;28.81;37.38;;;25.19;1
35;15.1;False;True;53.91;14.21;;;;0
36;42.1;False;False;33.21;46.04;;;32.31;1
37;42.2;False;False;42.14;47.37;;;39.73;1
38;12.3;False;False;28.74;761.99;;;25.88;2
39;12.1;False;True;39.81;37.05;;;34.24;1
40;37.3;False;False;133.12;241.83;92.82;223.87;59.33;5
41;37.1;False;False;28.29;55.02;;;;0
42;10.1;False;False;32.81;65.39;;;27.77;4
43;10.2;False;False;47.93;199.05;;;42.25;2
44;25.1;False;False;33.81;37.68;;;32.22;2
45;25.3;False;False;23.32;50.9;;;;0
46;23.2;False;True;41.44;34.91;;;29.31;3
47;23.1;False;True;22.24;22.15;;;;0
48;13.3;False;False;33.47;91.16;;;27.77;2
49;13.1;False;False;20.79;25.69;;;18.17;1
50;19.1;False;False;38.48;64.85;;;35.28;2
51;19.3;False;False;26.63;286.71;;;;0
52;20.1;False;False;34.65;40.6;;;25.9;5
53;20.2;False;False;82.67;148.94;;;30.61;3
54;21.1;False;True;46.52;43.49;;;11.06;2
55;21.3;False;False;22.55;55.06;;;;0
56;33.2;False;False;51.19;88.53;;;32.92;5
57;33.1;False;False;21.24;35.74;;;;0
58;24.3;False;False;42.78;157.58;;;29.38;3
59;24.1;False;True;61.77;44.51;;;33.99;3
