;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
32;32;creators;215;504;330;521;[4085];0.3235;512.5;4.0;3;840.2076460766837;1;0.3235;13.0209;15.4588;14.24
33;33;aim;350;502;392;521;[];0.0;511.5;1.0;3;780.1331284631628;0;;;;
34;34;to;410;504;436;521;[4086];0.4531;512.5;1.0;3;737.6929261730261;1;0.4531;12.9886;15.8205;14.4
35;35;make;453;502;511;521;[];0.0;511.5;1.0;3;665.8186039198076;0;;;;
36;36;me;528;507;556;521;[];0.0;514.0;2.5;3;623.0477905632293;0;;;;
37;37;widely;573;502;661;526;[4087];0.4529;514.0;0.0;3;522.8141196694305;1;0.4529;13.6019;15.8746;14.74
38;38;available;680;502;811;521;[4088];0.3882;511.5;2.5;3;390.26741258491165;1;0.3882;13.57;15.6708;14.62
39;39;and;830;502;871;521;[];0.0;511.5;0.0;3;340.15805344827817;0;;;;
40;40;multimodal,,;888;502;1047;524;[4089];0.4529;513.0;1.5;3;220.65349388967672;1;0.4529;13.8128;15.1985;14.51
41;41;recreating;1072;502;1216;526;[4090];0.4368;514.0;1.0;3;195.19295999999997;1;0.4368;7.7527;11.9737;9.86
42;42;what;55;601;113;620;[];0.0;610.5;96.5;4;1037.9541650986914;0;;;;
43;43;has;132;601;173;620;[4091];0.469;610.5;0.0;4;978.257479831216;1;0.469;12.1065;14.8079;13.46
44;44;been;192;601;248;620;[];0.0;610.5;0.0;4;903.693120946332;0;;;;
45;45;made;266;601;323;620;[];0.0;610.5;0.0;4;829.2073424938553;0;;;;
46;46;with;340;601;398;620;[4092];0.3723;610.5;0.0;4;754.8234077224432;1;0.3723;11.4414;14.2544;12.85
47;47;stable;418;601;503;620;[4093];0.5501;610.5;0.0;4;650.923467733129;1;0.5501;11.9254;14.7576;13.34
48;48;diffusion,,;522;601;664;624;[4094];0.3074;612.5;2.0;4;491.71101875565256;1;0.3074;12.5538;14.4988;13.53
49;49;that;687;601;743;620;[];0.0;610.5;2.0;4;415.5198585455594;0;;;;
50;50;is;763;601;788;620;[4095];0.3074;610.5;0.0;4;372.0361391662397;1;0.3074;13.715;15.2522;14.48
51;51;to;807;603;833;620;[];0.0;611.5;1.0;4;328.9605217130494;0;;;;
52;52;say;853;606;894;625;[4096];0.4043;615.5;4.0;4;269.7441825984791;1;0.4043;13.7496;14.9847;14.37
53;53;outdo;912;601;983;620;[4097];0.5823;610.5;5.0;4;191.8649130136139;1;0.5823;13.3914;14.6437;14.02
54;54;what;1000;601;1058;620;[4098];0.3235;610.5;0.0;4;134.1107931738591;1;0.3235;13.5514;15.4124;14.48
55;55;have;1077;601;1133;620;[4099];0.4365;610.5;0.0;4;102.02580480310654;1;0.4365;7.4924;11.7592;9.63
56;56;been;1152;601;1208;620;[];0.0;610.5;0.0;4;101.37011416448928;0;;;;
57;57;done;64;700;120;719;[];0.0;709.5;99.0;5;1026.0119435784954;0;;;;
58;58;by;139;700;166;724;[4100];0.4045;712.0;2.5;5;980.0096000000001;1;0.4045;12.4591;15.3012;13.88
59;59;greedy;183;700;271;724;[4101];0.3235;712.0;0.0;5;875.0096000000001;1;0.3235;11.9366;14.6906;13.31
60;60;corporations;289;700;465;724;[4102];0.259;712.0;0.0;5;681.0096000000001;1;0.259;9.0503;10.5031;9.78
61;61;in;485;700;510;719;[];0.0;709.5;2.5;5;636.0133806499056;0;;;;
62;62;the;529;700;570;719;[];0.0;709.5;0.0;5;576.0137744583212;0;;;;
63;63;like;589;700;645;719;[4103, 4104];0.8091;709.5;0.0;5;501.0143993596608;2;0.4045;11.1892;14.7446;12.97
64;64;of;664;701;690;719;[];0.0;710.0;0.5;5;456.01487296547873;0;;;;
65;65;OpenAI;708;701;794;724;[4105];0.4041;712.5;2.5;5;352.0096000000001;1;0.4041;13.777;14.953;14.36
66;66;or;814;705;840;719;[];0.0;712.0;0.5;5;306.01745761593673;0;;;;
67;67;Google,.;858;700;956;724;[4106];0.3235;712.0;0.0;5;190.0096000000001;1;0.3235;13.877;15.9072;14.89
68;68;I,'m;980;701;1021;719;[];0.0;710.0;2.0;5;125.0288333374411;0;;;;
69;69;on;1039;705;1065;719;[4107];0.6145;712.0;2.0;5;81.03927668557768;1;0.6145;14.3816;15.9732;15.18
70;70;your;1084;705;1140;724;[4108];0.4207;714.5;2.5;5;6.009600000000091;1;0.4207;12.7359;15.0624;13.9
71;71;side;1160;700;1215;719;[];0.0;709.5;5.0;5;14.161227549954747;0;;;;
