;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;As;62;404;90;422;[];0.0;0.0;0;;;413.0;;1;674.4151740437446;;;[]
1;1;of;109;404;135;422;[];0.0;0.0;0;;;413.0;0.0;1;630.984445910083;;;[]
2;2;April;152;403;224;427;[2378.0];0.4044;0.4044;1;21.1961;22.4472;415.0;2.0;1;544.2937690075594;21.82;0.4044;[0.7932799999999816]
3;3;8,;244;404;266;425;[];0.0;0.0;0;;;414.5;0.5;1;505.1118023769138;;;[]
4;4;2023,;289;404;356;425;[2379.0];0.2914;0.2914;1;18.7607;19.3462;414.5;0.0;1;421.282590312553;19.05;0.2914;[2.161920000000009]
5;5;Tokyo;378;403;450;427;[];0.0;0.0;0;;;415.0;0.5;1;336.15108237287353;;;[]
6;6;has;469;403;510;422;[2380.0];0.2588;0.2588;1;18.0896;19.0942;412.5;2.5;1;288.4225562962342;18.59;0.2588;[1.0185599999999795]
7;7;the;529;403;570;422;[];0.0;0.0;0;;;412.5;0.0;1;242.6828444296267;;;[]
8;8;largest;589;403;690;427;[2381.0];0.275;0.275;1;17.7615;18.7259;415.0;2.5;1;173.85947825889275;18.24;0.275;[0.0]
9;9;population;709;403;855;427;[2382.0];0.2749;0.2749;1;18.4093;18.7926;415.0;0.0;1;165.76288;18.6;0.2749;[6.070756038056581]
10;10;in;875;403;900;422;[];0.0;0.0;0;;;412.5;2.5;1;216.17710096227674;;;[]
11;11;the;919;403;960;422;[2384.0];0.2098;0.2098;1;17.7857;17.7818;412.5;0.0;1;245.62972088176625;17.78;0.2098;[17.77728000000002]
12;12;world.;977;403;1061;422;[2383.0];0.3883;0.3883;1;17.8311;18.7361;412.5;0.0;1;290.13635652991576;18.28;0.3883;[0.0]
13;13;It;1085;404;1110;422;[];0.0;0.0;0;;;413.0;0.5;1;382.7641714952621;;;[]
14;14;had;1129;403;1170;422;[];0.0;0.0;0;;;412.5;0.5;1;422.59890177383846;;;[]
15;15;a;1189;408;1200;422;[];0.0;0.0;0;;;415.0;2.5;1;478.0975044700133;;;[]
16;16;population;56;502;202;526;[2385.0];0.4529;0.4529;1;18.9126;19.6197;514.0;99.0;2;544.5465511234595;19.27;0.4529;[8.391039999999975]
17;17;of;221;503;247;521;[];0.0;0.0;0;;;512.0;2.0;2;500.6087485656382;;;[]
18;18;approximately;266;502;458;526;[2386.0];0.259;0.259;1;17.8113;17.7678;514.0;2.0;2;292.1685909546993;17.79;0.259;[5.636480000000006]
19;19;37;476;503;502;521;[];0.0;0.0;0;;;512.0;2.0;2;250.919379762613;;;[]
20;20;million;520;502;622;521;[2387.0];0.2911;0.2911;1;17.2828;17.681;511.5;0.5;2;140.19742915066024;17.48;0.2911;[13.449599999999975]
21;21;people;641;502;727;526;[2388.0];0.2425;0.2425;1;18.2054;18.6572;514.0;2.5;2;68.52464038909214;18.43;0.2425;[25.594240000000013]
22;22;in;747;502;772;521;[];0.0;0.0;0;;;511.5;2.5;2;71.9077126632074;;;[]
23;23;the;791;502;832;521;[];0.0;0.0;0;;;511.5;0.0;2;86.64952360200488;;;[]
24;24;Greater;850;503;952;521;[2389.0];0.3234;0.3234;1;16.9592;17.9074;512.0;0.5;2;129.30355269850244;17.43;0.3234;[15.28928000000002]
25;25;Tokyo;970;502;1042;526;[2391.0];0.2425;0.2425;1;17.08;18.063;514.0;2.0;2;237.1530390706693;17.57;0.2425;[0.0]
26;26;Area;1059;503;1117;521;[2390.0];0.2913;0.2913;1;17.796;18.6895;512.0;2.0;2;324.5938347234192;18.24;0.2913;[4.92131130492684]
27;27;and;1136;502;1177;521;[];0.0;0.0;0;;;511.5;0.5;2;400.05080169955215;;;[]
28;28;a;1196;507;1207;521;[];0.0;0.0;0;;;514.0;2.5;2;459.2036976554679;;;[]
29;29;growth;348;601;435;625;[];0.0;0.0;0;;;613.0;99.0;3;307.5487277496924;;;[]
30;30;rate;457;603;510;620;[];0.0;0.0;0;;;611.5;1.5;3;232.66372390309238;;;[]
31;31;of;529;602;555;620;[2392.0];0.2752;0.2752;1;18.8633;20.8566;611.0;0.5;3;187.66586844829934;19.86;0.2752;[17.63391999999999]
32;32;about;574;601;645;620;[];0.0;0.0;0;;;610.5;0.5;3;97.78594960654829;;;[]
33;33;0.2%;664;602;722;620;[];0.0;0.0;0;;;611.0;0.5;3;22.428833684665822;;;[]
34;34;which;737;601;810;620;[2393.0];0.2424;0.2424;1;18.2575;19.2494;610.5;0.5;3;8.237120000000004;18.75;0.2424;[8.237120000000004]
35;35;is;830;601;855;620;[];0.0;0.0;0;;;610.5;0.0;3;87.94818895494323;;;[]
36;36;low.;874;601;926;620;[];0.0;0.0;0;;;610.5;0.0;3;131.81921233437257;;;[]
