;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Cloud;32;205;104;224;[];0.0;0;;;214.5;;1;1173.8926729774614;;;0.0
1;1;computing;123;205;254;229;[701, 702];0.5179;2;14.9492;15.6333;217.0;2.5;1;1040.9010203041255;0.2589;15.29;0.2427
2;2;is;273;205;298;224;[703];0.2587;1;15.202;16.0172;214.5;2.5;1;1006.3058913025251;0.2587;15.61;0.2587
3;3;an;318;210;343;224;[];0.0;0;;;217.0;2.5;1;968.8421970941239;;;0.0
4;4;operation;362;205;493;229;[704, 706];0.6795;2;15.519;15.8467;217.0;0.0;1;846.0532662132861;0.3397;15.68;0.3074
5;5;running;515;205;614;229;[705, 707];0.5984;2;15.1271;16.1144;217.0;0.0;1;757.1156992627807;0.2992;15.62;0.3234
6;6;on;632;210;658;224;[];0.0;0;;;217.0;0.0;1;730.8083160926464;;;0.0
7;7;a;678;210;689;224;[];0.0;0;;;217.0;0.0;1;710.6275646709529;;;0.0
8;8;large;707;205;779;229;[708];0.2425;1;15.5678;16.1109;217.0;0.0;1;652.6746923775806;0.2425;15.84;0.2425
9;9;computer;798;207;914;229;[709];0.3073;1;15.012;15.6849;218.0;1.0;1;588.2305857996246;0.3073;15.35;0.3073
10;10;server;933;210;1019;224;[];0.0;0;;;217.0;1.0;1;560.7688290821535;;;0.0
11;11;that;1038;205;1093;224;[710, 711];0.5981;2;14.0297;14.4587;214.5;2.5;1;549.2110731496311;0.2991;14.24;0.2585
12;12;operates;1112;207;1228;229;[];0.0;0;;;218.0;3.5;1;541.95936;;;0.0
13;13;remotely;35;304;149;328;[713];0.3879;1;13.7169;15.4289;316.0;98.0;2;1087.9412285551869;0.3879;14.57;0.3879
14;14;over;167;309;223;323;[714];0.4691;1;13.8311;14.9659;316.0;0.0;2;1022.9769467540162;0.4691;14.4;0.4691
15;15;the;242;304;283;323;[712];0.2102;1;14.0079;15.7333;313.5;2.5;2;969.3915832057597;0.2102;14.87;0.2102
16;16;internet.;303;304;429;323;[715];0.2752;1;15.5646;15.8466;313.5;0.0;2;842.6203263571141;0.2752;15.71;0.2752
17;17;It;453;305;478;323;[];0.0;0;;;314.0;0.5;2;801.5417753243865;;;0.0
