;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
18;18;is;498;304;523;323;[716];0.3237;1;14.0442;14.4488;313.5;0.5;2;764.6390479109534;0.3237;14.25;0.3237
19;19;an;542;309;568;323;[];0.0;0;;;316.0;2.5;2;728.6470541971397;;;0.0
20;20;alternative;587;304;748;323;[717];0.3072;1;14.081;14.6914;313.5;2.5;2;597.0269286976672;0.3072;14.39;0.3072
21;21;to;767;306;793;323;[];0.0;0;;;314.5;1.0;2;568.2823326394807;;;0.0
22;22;personal;812;304;927;328;[718, 719];0.582;2;13.177;13.274;316.0;1.5;2;492.6779345476815;0.291;13.23;0.2102
23;23;computing,;947;304;1089;328;[720];0.3236;1;12.9691;13.3014;316.0;0.0;2;446.2003011991022;0.3236;13.14;0.3236
24;24;which;1110;304;1183;323;[721];0.4205;1;9.8518;9.9172;313.5;2.5;2;447.95935999999995;0.4205;9.88;0.4205
25;25;is;1203;304;1228;323;[];0.0;0;;;313.5;0.0;2;452.0020990992957;;;0.0
26;26;computing;71;403;203;427;[722];0.3234;1;14.9551;16.0157;415.0;101.5;3;1000.6545611299483;0.3234;15.49;0.3234
27;27;on;221;408;247;422;[];0.0;0;;;415.0;0.0;3;961.2586350770376;;;0.0
28;28;an;266;408;292;422;[723];0.3722;1;11.7221;13.8834;415.0;0.0;3;919.4736643918461;0.3722;12.8;0.3722
29;29;individual;312;403;456;422;[];0.0;0;;;412.5;2.5;3;770.2624583284385;;;0.0
30;30;device;476;403;562;422;[724];0.4366;1;14.6309;15.2268;412.5;0.0;3;677.4686380270082;0.4366;14.93;0.4366
31;31;directly.;581;403;708;427;[725];0.2589;1;14.462;14.0511;415.0;2.5;3;554.3068957808206;0.2589;14.26;0.2589
32;32;The;730;403;772;422;[];0.0;0;;;412.5;2.5;3;509.0947686925976;;;0.0
33;33;benefits;791;403;907;422;[726];0.4858;1;14.6638;15.0216;412.5;0.0;3;421.09197511965186;0.4858;14.84;0.4858
34;34;of;926;404;952;422;[];0.0;0;;;413.0;0.5;3;397.65827982096573;;;0.0
35;35;cloud;971;403;1042;422;[727];0.3399;1;14.4692;15.0477;412.5;0.5;3;363.19336380249234;0.3399;14.76;0.3399
36;36;computing;1061;403;1193;427;[728];0.2912;1;13.3715;15.0143;415.0;2.5;3;343.95935999999995;0.2912;14.19;0.2912
37;37;typically;34;502;165;526;[729, 730];0.5016;2;14.5034;15.7142;514.0;99.0;4;1007.9019788799749;0.2508;15.11;0.2427
38;38;include;184;502;285;521;[731];0.3073;1;12.7239;14.2842;511.5;2.5;4;893.3629769752995;0.3073;13.5;0.3073
39;39;increased;304;502;435;521;[732];0.2587;1;8.6455;12.7618;511.5;0.0;4;750.5284329258748;0.2587;10.7;0.2587
40;40;computing;454;502;585;526;[];0.0;0;;;514.0;2.5;4;609.1090666130077;;;0.0
41;41;power,;604;507;686;526;[733];0.2747;1;11.8642;13.2995;516.5;2.5;4;518.2308094181293;0.2747;12.58;0.2747
42;42;storage;709;504;810;526;[734];0.5659;1;12.3919;12.6914;515.0;1.5;4;413.13694464447195;0.5659;12.54;0.5659
43;43;space,;829;507;911;526;[737];0.6956;1;12.9164;13.7358;516.5;1.5;4;337.1668011981155;0.6956;13.33;0.6956
44;44;and;934;502;975;521;[735];0.2911;1;13.0314;12.7969;511.5;5.0;4;300.9930242217742;0.2911;12.91;0.2911
45;45;speed,;994;502;1076;526;[736, 738];1.4398;2;13.8513;14.5132;514.0;2.5;4;253.87304667918087;0.7199;14.18;0.4529
46;46;while;1097;502;1170;521;[739];0.3723;1;12.317;12.4505;511.5;2.5;4;249.95935999999995;0.3723;12.38;0.3723
47;47;the;1189;502;1230;521;[];0.0;0;;;511.5;0.0;4;254.21462552372864;;;0.0
48;48;downsides;56;601;187;620;[740];0.8411;1;13.2028;13.9521;610.5;99.0;5;967.5309033566676;0.8411;13.58;0.8411
49;49;typically;206;601;338;625;[741];0.2587;1;13.0589;14.4384;613.0;2.5;5;817.812088532671;0.2587;13.75;0.2587
50;50;include;357;601;457;620;[742];0.2913;1;12.2598;14.4366;610.5;2.5;5;702.1025458935251;0.2913;13.35;0.2913
51;51;a;476;606;487;620;[];0.0;0;;;613.0;2.5;5;672.8351127506422;;;0.0
52;52;regular;509;601;607;625;[743];0.4688;1;13.3776;14.4327;613.0;0.0;5;555.2106909544965;0.4688;13.91;0.4688
53;53;fee;627;602;667;620;[];0.0;0;;;611.0;2.0;5;499.06083091159286;;;0.0
54;54;rather;689;601;772;620;[744];0.3886;1;14.1808;15.1304;610.5;0.5;5;400.241898044382;0.3886;14.66;0.3886
55;55;than;791;601;847;620;[];0.0;0;;;610.5;0.0;5;331.98845906171124;;;0.0
56;56;fixed;867;601;937;620;[745];0.3881;1;13.8681;14.743;610.5;0.0;5;255.13457027649065;0.3881;14.31;0.3881
57;57;upfront;956;602;1057;625;[746];0.5176;1;14.3061;14.8106;613.5;3.0;5;169.24973072406812;0.5176;14.56;0.5176
58;58;cost,;1076;603;1143;624;[747, 748];0.4368;2;11.5771;12.8275;613.5;0.0;5;146.95935999999995;0.2184;12.2;0.3881
59;59;the;1166;601;1207;620;[];0.0;0;;;610.5;3.0;5;152.74971734890244;;;0.0
60;60;Limitations;33;700;194;719;[749];0.3074;1;13.7163;13.7349;709.5;99.0;6;950.1034434576949;0.3074;13.73;0.3074
61;61;of;213;701;240;719;[];0.0;0;;;710.0;0.5;6;904.175782727103;;;0.0
62;62;your;258;705;315;724;[750];0.4691;1;12.0516;14.0882;714.5;4.5;6;829.0126732868258;0.4691;13.07;0.4691
63;63;internet;334;700;449;719;[];0.0;0;;;709.5;5.0;6;695.6248538329905;;;0.0
64;64;connection;469;700;614;719;[751];0.2589;1;14.0494;14.4036;709.5;0.0;6;531.2287730066674;0.2589;14.23;0.2589
65;65;such;634;700;689;719;[];0.0;0;;;709.5;0.0;6;456.64731387600375;;;0.0
66;66;as;709;705;734;719;[752];0.485;1;14.409;14.3502;712.0;2.5;6;411.97138889754166;0.485;14.38;0.485
67;67;latency,;753;700;866;724;[];0.0;0;;;712.0;0.0;6;280.6383602969657;;;0.0
68;68;reliability,;891;700;1061;724;[753, 754];0.6146;2;13.9289;14.3906;712.0;0.0;6;94.21817908540568;0.3073;14.16;0.259
69;69;and;1084;700;1125;719;[756];0.194;1;7.9175;8.2707;709.5;2.5;6;54.8854631953634;0.194;8.09;0.194
70;70;speed,;1144;700;1226;724;[755];0.2751;1;13.4631;14.4518;712.0;2.5;6;46.97786361861931;0.2751;13.96;0.2751
71;71;as;42;804;67;818;[];0.0;0;;;811.0;99.0;7;1076.1889185780392;;;0.0
72;72;well;85;799;142;818;[];0.0;0;;;808.5;2.5;7;1001.0743938739864;;;0.0
73;73;as;162;804;187;818;[757];0.2589;1;13.2224;13.8462;811.0;2.5;7;956.2525840331986;0.2589;13.53;0.2589
74;74;not;207;801;247;818;[];0.0;0;;;809.5;1.5;7;896.1852312051172;;;0.0
75;75;having;267;799;353;823;[758];0.3718;1;11.9645;12.3744;811.0;1.5;7;790.1792878012998;0.3718;12.17;0.3718
76;76;direct;371;799;457;818;[759];0.4045;1;11.3215;12.6224;808.5;2.5;7;686.2547151533238;0.4045;11.97;0.4045
77;77;access;477;804;562;818;[760];0.3234;1;9.411;11.7946;811.0;2.5;7;581.62084253418;0.3234;10.6;0.3234
78;78;to,;582;801;619;821;[];0.0;0;;;811.0;0.0;7;524.5425228045573;;;0.0
79;79;and;642;799;683;818;[];0.0;0;;;808.5;2.5;7;460.53604730810105;;;0.0
80;80;ownership;701;799;833;823;[761];0.2911;1;12.742;11.6786;811.0;2.5;7;310.9485019583943;0.2911;12.21;0.2911
81;81;of,;851;800;889;821;[];0.0;0;;;810.5;0.5;7;255.3384282676024;;;0.0
82;82;your;911;804;968;823;[];0.0;0;;;813.5;3.0;7;177.77892245755558;;;0.0
83;83;computing;987;799;1118;823;[762, 763, 764];1.3265;3;13.7944;14.4379;811.0;2.5;7;37.355841178717924;0.4422;14.12;0.4693
84;84;device.;1136;799;1234;818;[765];0.2588;1;9.2671;10.5379;808.5;2.5;7;28.040640000000053;0.2588;9.9;0.2588
