;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;A;85;305;99;323;[];0.0;0;;;314.0;;1;706.5141510192316;;;0.0
1;1;Rubik's;116;304;217;323;[3485];0.5501;1;13.9039;15.7089;313.5;0.5;1;610.893697455151;0.5501;14.81;0.5501
2;2;Cube;236;304;293;323;[];0.0;0;;;313.5;0.0;1;553.896341918256;;;0.0
3;3;has;312;304;352;323;[3486];0.2589;1;13.9545;14.9207;313.5;0.0;1;513.0561271346689;0.2589;14.44;0.2589
4;4;a;372;309;383;323;[];0.0;0;;;316.0;2.5;1;493.0735012048666;;;0.0
5;5;total;402;304;472;323;[3487];0.275;1;14.5245;15.3692;313.5;2.5;1;442.8096087376895;0.275;14.95;0.275
6;6;of;491;305;518;323;[3488];0.3235;1;15.1636;16.0615;314.0;0.5;1;421.8731534364632;0.3235;15.61;0.3235
7;7;43,252,003,274,489,856,000;536;305;923;326;[3489, 3490, 3491, 3492];2.0052;4;13.9486;14.7636;315.5;1.5;1;381.42016;0.5013;14.36;0.3882
8;8;(43;944;304;983;328;[];0.0;0;;;316.0;0.5;1;455.60575500143284;;;0.0
9;9;quintillion);1001;304;1175;328;[3493, 3494, 3495];0.7277;3;11.9845;11.1948;316.0;0.0;1;489.46822163489395;0.2426;11.59;0.4205
10;10;possible;48;403;164;427;[3496];0.4363;1;12.2146;13.2324;415.0;99.0;2;597.647866481949;0.4363;12.72;0.4363
11;11;states.;184;405;280;422;[];0.0;0;;;413.5;1.5;2;501.0230951866646;;;0.0
12;12;However,;303;404;415;425;[3497];0.3395;1;12.1511;13.293;414.5;1.0;2;395.43153762747045;0.3395;12.72;0.3395
13;13;only;438;403;495;427;[];0.0;0;;;415.0;0.5;2;342.5729999728898;;;0.0
14;14;a;513;408;524;422;[3498];0.3723;1;13.2188;14.1859;415.0;0.0;2;331.079226032721;0.3723;13.7;0.3723
15;15;fraction;544;403;659;422;[3499];0.2428;1;13.8175;13.9774;412.5;2.5;2;287.29589957120095;0.2428;13.9;0.2428
16;16;of;678;404;704;422;[];0.0;0;;;413.0;0.5;2;285.42016;;;0.0
17;17;these;723;403;794;422;[3500, 3503];0.4528;2;12.7512;15.3736;412.5;0.5;2;287.12298046381727;0.2264;14.06;0.2588
18;18;states;814;405;899;422;[];0.0;0;;;413.5;1.0;2;310.4889271945549;;;0.0
19;19;can;918;408;959;422;[3501];0.2268;1;16.1799;15.555;415.0;1.5;2;364.20044743303873;0.2268;15.87;0.2268
20;20;be;978;403;1004;422;[];0.0;0;;;412.5;2.5;2;404.2138616010412;;;0.0
21;21;considered;1023;403;1169;422;[3502];0.453;1;14.8612;15.5785;412.5;0.0;2;437.2344976216145;0.453;15.22;0.453
22;22;as;1188;408;1214;422;[];0.0;0;;;415.0;2.5;2;572.4534268483555;;;0.0
23;23;solvable,;86;502;212;524;[3504];0.5501;1;13.3521;14.8558;513.0;98.0;3;513.6418647953315;0.5501;14.1;0.5501
24;24;which;233;502;306;521;[];0.0;0;;;511.5;1.5;3;428.45723033976867;;;0.0
25;25;means;324;507;396;521;[3505];0.3396;1;13.5091;14.7006;514.0;2.5;3;349.6225367884993;0.3396;14.1;0.3396
26;26;that;415;502;471;521;[];0.0;0;;;511.5;2.5;3;288.9541801573834;;;0.0
27;27;the;490;502;531;521;[3506];0.2748;1;12.8399;14.7653;511.5;0.0;3;246.17351244686256;0.2748;13.8;0.2748
28;28;cube;550;502;606;521;[];0.0;0;;;511.5;0.0;3;205.2072080372071;;;0.0
29;29;can;625;507;666;521;[3507];0.2427;1;14.1248;15.3907;514.0;2.5;3;188.1937252684733;0.2427;14.76;0.2427
30;30;be;685;502;711;521;[];0.0;0;;;511.5;2.5;3;186.42016;;;0.0
31;31;returned;733;502;846;521;[3508, 3509];0.7116;2;14.231;15.2643;511.5;0.0;3;190.92379168250775;0.3558;14.75;0.291
32;32;to;865;504;891;521;[];0.0;0;;;512.5;1.0;3;254.47795627603114;;;0.0
33;33;its;911;502;951;521;[];0.0;0;;;511.5;1.0;3;287.770113511507;;;0.0
34;34;original;970;502;1085;526;[3510, 3511];0.679;2;11.3319;13.1751;514.0;2.5;3;332.147359812517;0.3395;12.25;0.3879
35;35;state;1106;504;1176;521;[];0.0;0;;;512.5;1.5;3;454.2400227087279;;;0.0
36;36;following;34;601;165;625;[3512, 3513];0.4688;2;13.92;13.6084;613.0;100.5;4;533.1848056259907;0.2344;13.76;0.2585
37;37;a;183;606;194;620;[];0.0;0;;;613.0;0.0;4;505.39413387021574;;;0.0
38;38;series;214;601;299;620;[];0.0;0;;;610.5;2.5;4;402.38696617860967;;;0.0
39;39;of;318;602;344;620;[];0.0;0;;;611.0;0.5;4;358.5950788151248;;;0.0
40;40;legal;363;601;433;625;[3514];0.4852;1;12.0098;14.1218;613.0;2.0;4;271.584426929133;0.4852;13.07;0.4852
41;41;moves.;452;606;535;620;[];0.0;0;;;613.0;0.0;4;179.50208508656826;;;0.0
42;42;The;557;601;599;620;[3515];0.2427;1;12.8337;13.7042;610.5;2.5;4;127.47419562572495;0.2427;13.27;0.2427
43;43;number;618;601;704;620;[3516, 3524];0.6631;2;14.1266;14.3794;610.5;0.0;4;87.42016000000001;0.3315;14.25;0.3235
