;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
44;44;of;723;602;749;620;[];0.0;0;;;611.0;0.5;4;92.82899628039509;;;0.0
45;45;solvable;769;601;884;620;[3517, 3523, 3525];1.0352;3;13.9953;14.7157;610.5;0.5;4;116.64403349689863;0.3451;14.36;0.4044
46;46;states;904;603;989;620;[3518];0.3882;1;14.073;15.5844;611.5;1.0;4;229.5240957948111;0.3882;14.83;0.3882
47;47;is;1009;601;1034;620;[3519, 3520, 3526];1.0841;3;13.9538;14.9775;610.5;1.0;4;329.049161297253;0.3614;14.47;0.3886
48;48;around;1053;601;1139;620;[3521, 3522, 3529];0.5985;3;13.4467;13.3822;610.5;0.0;4;371.6518028348923;0.1995;13.41;0.2753
49;49;20;1158;602;1184;620;[3527];0.5015;1;13.2189;13.7964;611.0;0.5;4;474.34913571168823;0.5015;13.51;0.5015
50;50;to;1203;603;1229;620;[3528];0.2429;1;14.0754;14.9415;611.5;0.5;4;518.6446399515045;0.2429;14.51;0.2429
51;51;the;342;700;383;719;[];0.0;0;;;709.5;98.0;5;308.77599999999995;;;0.0
52;52;power;402;705;473;724;[3530];0.5184;1;11.9175;14.5005;714.5;5.0;5;218.77599999999995;0.5184;13.21;0.5184
53;53;of;491;701;518;719;[];0.0;0;;;710.0;4.5;5;173.77599999999995;;;0.0
54;54;60,;536;701;574;722;[3531];0.3561;1;12.6582;13.8557;711.5;1.5;5;117.77599999999995;0.3561;13.26;0.3561
55;55;or;596;705;623;719;[];0.0;0;;;712.0;0.5;5;68.77599999999995;;;0.0
56;56;approximately;642;700;833;724;[3532, 3535];0.7117;2;14.4159;14.7392;712.0;0.0;5;0.0;0.3558;14.58;0.4044
57;57;10474.;852;701;934;719;[3533, 3534];0.8576;2;12.3963;12.3089;710.0;2.0;5;160.22400000000005;0.4288;12.35;0.5016
