;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;It;27;454;52;472;[];0.0;0;;;463.0;;1;997.8419072297847;;;0.0
1;1;is;72;453;97;472;[];0.0;0;;;462.5;0.5;1;952.9095486057291;;;0.0
2;2;impossible;117;453;262;477;[1066, 1067];0.7116;2;14.2492;15.5349;465.0;2.5;1;787.9003671937045;0.3558;14.89;0.4528
3;3;to;281;454;307;472;[];0.0;0;;;463.0;2.0;1;743.3334217052092;;;0.0
4;4;know;327;453;384;472;[];0.0;0;;;462.5;0.5;1;666.5556971656415;;;0.0
5;5;the;401;453;442;472;[1065, 1068];0.4367;2;13.7912;15.5039;462.5;0.0;1;608.7602022339948;0.2184;14.65;0.2103
6;6;smallest;462;453;577;472;[1069];0.307;1;13.7552;15.7355;462.5;0.0;1;474.42954358257913;0.307;14.75;0.307
7;7;galaxy;595;453;682;477;[];0.0;0;;;465.0;2.5;1;369.59832876242064;;;0.0
8;8;in;702;453;727;472;[1070];0.2587;1;13.9007;14.6098;462.5;2.5;1;325.8228227487669;0.2587;14.26;0.2587
9;9;the;746;453;787;472;[];0.0;0;;;462.5;0.0;1;266.8170905769988;;;0.0
10;10;universe.;806;453;933;472;[1071];0.3073;1;14.688;14.7937;462.5;0.0;1;127.18394798076677;0.3073;14.74;0.3073
11;11;However,;956;454;1068;475;[1072];0.3882;1;14.1112;14.8121;464.5;2.0;1;50.445119999999974;0.3882;14.46;0.3882
12;12;one;1091;458;1132;472;[];0.0;0;;;465.0;0.5;1;68.33976166167395;;;0.0
13;13;of;1151;454;1177;472;[1073];0.5176;1;7.9511;9.964;463.0;2.0;1;115.67701164870402;0.5176;8.96;0.5176
14;14;the;1196;453;1237;472;[];0.0;0;;;462.5;0.5;1;156.96912761423633;;;0.0
15;15;smallest;79;552;194;571;[];0.0;0;;;561.5;99.0;2;854.8221605831088;;;0.0
16;16;we;212;557;240;571;[1074];0.5821;1;14.4489;16.0368;564.0;2.5;2;809.0252108704489;0.5821;15.24;0.5821
17;17;have;259;552;315;571;[];0.0;0;;;561.5;2.5;2;733.8901845807547;;;0.0
18;18;found;334;552;405;571;[1075];0.2263;1;13.4167;14.8536;561.5;0.0;2;643.9573549731181;0.2263;14.14;0.2263
19;19;is;424;552;449;571;[];0.0;0;;;561.5;0.0;2;599.9975251815414;;;0.0
20;20;the;469;552;510;571;[1076];0.3397;1;13.1383;15.4205;561.5;0.0;2;539.0640583678106;0.3397;14.28;0.3397
21;21;Segue;528;553;600;576;[1077];0.4365;1;14.585;15.9167;564.5;3.0;2;449.25542933166025;0.4365;15.25;0.4365
22;22;2;618;553;630;571;[];0.0;0;;;562.0;2.5;2;419.31594864013266;;;0.0
23;23;Dwarf;648;553;720;571;[1078];0.5015;1;14.3112;14.8213;562.0;0.0;2;329.5635549996;0.5015;14.57;0.5015
24;24;Galaxy,;738;552;836;576;[];0.0;0;;;564.0;2.0;2;214.06307440559286;;;0.0
25;25;according;859;552;990;576;[1079, 1080];0.5015;2;14.5191;14.6807;564.0;0.0;2;64.16262949703975;0.2508;14.6;0.2587
26;26;to;1009;553;1035;571;[];0.0;0;;;562.0;2.0;2;30.64455553559882;;;0.0
27;27;Wikipedia.;1052;552;1196;576;[1081, 1082];0.8897;2;14.3242;14.3778;564.0;2.0;2;26.796503950597764;0.4449;14.35;0.6632
