;x;y;duration;pupil_r;pupil_l;word;word_number
1293;625.2031999999999;498.57536;1.08405;9.9329;10.8183;;
1294;149.9648;473.27232;0.48535;15.7292;14.4881;Adobe;0.0
1295;342.8864;459.30496;0.27466;16.0216;14.0309;can;2.0
1296;488.20480000000003;458.94656;0.3399;15.1435;13.1192;as;5.0
1297;628.5696;450.42688;0.24249;14.8114;13.1727;tool;7.0
1298;736.1408;453.888;0.38806;14.1709;13.6165;forge;9.0
1299;924.3648000000001;454.63552;0.25873;14.0272;13.4808;illegally;11.0
1300;1109.4912;441.7024;0.50134;11.0182;9.0501;but;12.0
1301;495.5008;549.87776;0.37189;14.3266;11.9904;strongly;14.0
1302;613.0048;542.7712;0.4046;14.9691;12.7887;advised;15.0
1303;767.6288;551.08608;0.46912;13.7964;12.993;do;18.0
1304;823.296;552.41728;0.21045;10.4713;12.9586;so.;19.0
