;x;y;duration;pupil_r;pupil_l;word;word_number
2603;640.9344;486.51264;1.55286;15.2107;13.1947;;
2604;149.61919999999998;200.51968;0.48523;14.8846;14.4249;here;1.0
2605;252.8512;147.65056;0.35596;14.4786;14.1486;three;3.0
2606;349.6704;144.19968;0.32361;15.0801;14.1839;limmericks;4.0
2607;477.72159999999997;141.54752;0.33972;15.7001;14.8559;limmericks;4.0
2608;648.9344;151.86944;0.27502;12.3129;12.5504;mushrooms:;6.0
2609;874.1376;162.24256;0.3717;13.9459;12.8846;once;8.0
2610;903.4623999999999;152.5248;0.27502;13.8721;13.3004;once;8.0
2611;900.6976;137.00096;0.32349;13.7121;13.3564;once;8.0
2612;978.9567999999999;154.54208;0.42065;15.3703;13.5437;were;9.0
2613;1150.4256;159.68256;0.43677;13.4828;12.6677;on;11.0
2614;1167.8336;168.11008;0.29089;13.0098;13.0404;on;11.0
2615;110.464;266.8544;0.29138;14.9807;14.2235;island;13.0
2616;151.1936;287.96928;0.29102;16.2451;14.5503;named;14.0
2617;220.2112;285.7472;0.30713;15.1667;13.8735;Enis,;15.0
2618;288.64;274.50368;0.3075;16.824;15.4439;Enis,;15.0
2619;411.7504;254.09536;0.25879;15.5403;14.6884;stems;17.0
2620;454.47679999999997;249.33376;0.50146;14.7849;14.2201;stems;17.0
2621;550.2464;245.28896;0.48486;15.6956;15.2103;big;19.0
2622;681.2672;266.31168;0.45288;15.9934;15.2455;zucchinis,;21.0
2623;758.7072000000001;241.38752;0.34009;16.4216;15.3014;zucchinis,;21.0
2624;852.7616;242.10432;0.56604;16.2874;14.8787;such;22.0
2625;932.1728;237.34272;0.51746;15.126;11.5383;genus,;24.0
2626;1079.4751999999999;260.8128;0.30688;13.9782;12.3164;towered;26.0
2627;1170.5088;247.67488;0.45276;13.0664;12.261;towered;26.0
2628;1088.4224;274.62656;0.17798;9.8706;9.6866;towered;26.0
2629;80.4864;401.75616;0.45288;14.5326;12.8929;high,;28.0
2630;184.832;374.6304;0.46924;16.5364;14.4839;Towards;29.0
2631;312.4352;376.61696;0.40442;16.016;14.2913;bright;31.0
2632;396.0448;354.3552;0.29102;15.5788;14.2977;sky,;32.0
2633;527.232;370.90304;0.35608;12.6262;6.8101;were;34.0
2634;583.3728;354.7648;0.27502;14.0037;12.985;were;34.0
2635;713.9456;337.74592;0.24268;12.5304;12.3522;by;36.0
2636;809.3312000000001;335.93344;0.38806;13.3269;13.3388;chefs;37.0
2637;947.8912;332.51328;0.37195;14.7697;14.4663;ingenious!;39.0
2638;1040.6016;347.99616;0.46887;14.4029;13.7862;ingenious!;39.0
2639;1163.5456000000001;358.2976;0.38806;16.6465;15.9164;There;40.0
2640;1175.0272;353.61792;0.53381;11.7141;13.4029;There;40.0
2641;99.3152;488.04864;0.42017;16.122;14.9109;a;43.0
2642;287.4496;467.58912;0.21033;15.2731;13.3184;with;45.0
2643;348.9152;469.28896;0.42065;15.625;12.8723;face,;47.0
2644;447.3856;454.22592;0.25891;14.1642;12.4649;Growing;48.0
2645;535.2064;464.128;0.42065;13.8676;12.6845;Growing;48.0
2646;638.3744;462.41792;0.46887;14.357;13.7196;quiet;51.0
2647;809.6128;469.36064;0.42029;15.2805;14.4645;shady;53.0
2648;931.4688;445.184;0.82495;15.0868;14.9688;space,;54.0
2649;1052.2752;460.83072;0.46912;14.8004;14.4924;a;56.0
2650;1121.3952;454.144;0.48535;15.3963;14.3917;grin;57.0
2651;1190.6432;455.24992;0.53369;14.0394;12.6539;oh;58.0
2652;89.9584;581.85728;0.35583;15.7168;13.6533;silly,;60.0
2653;221.78560000000002;566.784;0.37219;15.5214;13.7153;chin;63.0
2654;380.3136;556.04224;0.51746;16.452;15.3583;frilly,;66.0
2655;460.05760000000004;552.37632;0.32336;14.7699;13.1598;frilly,;66.0
2656;560.0128;555.65312;0.35571;13.0667;12.5303;put;68.0
2657;834.1759999999999;561.23392;0.40442;13.5557;13.1996;happy;72.0
2658;955.8911999999999;556.01152;0.51746;15.1601;14.6948;place!;73.0
2659;1064.8448;547.4816;1.32605;15.5687;14.7431;Once;74.0
2660;1179.1871999999998;552.30464;0.66309;9.6738;13.7979;mushroom;76.0
2661;133.0048;687.53408;0.25891;14.7629;14.4229;me;78.0
2662;146.7392;686.53056;0.5177;13.6244;13.5111;me;78.0
2663;216.90879999999999;672.78848;0.56592;15.0234;14.2354;funny;80.0
2664;338.3296;659.4048;0.29102;14.6541;13.5024;colours,;81.0
2665;495.98720000000003;655.01184;0.48523;13.6187;12.0563;Reds,;82.0
2666;625.5360000000001;654.87872;0.29126;13.1233;12.8646;yellows,;83.0
2667;767.104;663.07072;0.30762;12.4734;12.8912;greens,;84.0
2668;931.776;652.20608;0.25879;13.3144;12.8561;blues,;86.0
2669;1048.8576;643.30752;0.45312;13.6865;12.9406;no;88.0
2670;1149.7472;650.1376;0.45288;13.5053;13.5278;others,;89.0
2671;1152.8064;634.60352;0.27478;8.682;7.1456;others,;89.0
2672;140.9536;786.49344;0.37183;12.6891;12.8725;my;92.0
2673;267.16159999999996;780.96384;0.29114;11.9821;12.0186;mind,;93.0
2674;337.472;760.49408;0.35608;7.4286;12.9962;Left;94.0
2675;478.54080000000005;748.4416;0.30774;14.4261;12.6302;thoughts;96.0
2676;619.5584;752.26112;0.46924;11.5213;10.3205;behind,;98.0
2677;735.0272;752.70144;0.32336;11.913;11.5058;And;99.0
2678;865.0624;758.17984;0.45312;12.7163;13.041;felt;101.0
2679;1007.2447999999999;741.7856;0.38782;14.8016;13.743;I'd;103.0
2680;1164.1984;743.4752;0.30713;15.129;14.0052;space;106.0
2681;1180.3264;737.7408;0.25879;9.5315;12.6943;space;106.0
2682;665.2416;843.19232;0.97009;7.4361;10.3928;explorer!;107.0
