;x;y;duration;pupil_r;pupil_l;word;word_number
1921;643.2640000000001;492.89216;1.24561;12.6223;11.5774;;
1922;155.22560000000001;241.408;0.38818;14.47;14.6322;According;0.0
1923;288.5248;202.84416;0.38818;14.9839;13.8747;from;3.0
1924;427.2768;183.94112;0.45288;16.1575;15.1408;Markit,;5.0
1925;537.7664;173.6704;0.27478;16.2288;15.1883;Markit,;5.0
1926;687.0528;205.96736;0.27502;15.1237;14.3461;F-Series;8.0
1927;742.2464;188.38528;0.71179;15.5781;14.7915;F-Series;8.0
1928;905.0495999999999;205.34272;0.30713;15.1584;14.4423;the;10.0
1929;1103.0911999999998;200.63232;0.29114;13.6047;12.7644;best-selling;11.0
1930;934.6176;228.5568;0.19446;14.8792;10.9546;best-selling;11.0
1931;197.52960000000002;311.77728;0.35596;15.0419;13.5467;United;15.0
1932;375.98720000000003;304.98816;0.22656;13.8762;13.581;in;17.0
1933;442.1376;299.4176;0.46899;14.6425;14.1723;2022.;18.0
1934;587.0336;304.896;0.29114;14.1702;13.904;pickup;20.0
1935;749.44;281.33376;0.32336;13.8528;13.0637;has;22.0
1936;918.528;293.46816;0.24304;13.8926;13.9078;the;24.0
1937;995.7888;280.97536;0.22595;13.1703;11.7052;top-selling;25.0
1938;-114.4704;-290.33472;0.16199;12.7438;8.8992;According;0.0
1939;-149.7472;-261.0688;0.46912;12.7438;8.6998;According;0.0
1940;-138.56;-257.51552;0.53381;12.7438;8.9483;According;0.0
1941;-184.14079999999998;-267.34592;0.4043;12.7438;8.3527;According;0.0
1942;-159.6032;-284.17024;0.32361;12.7438;8.3357;According;0.0
1943;-173.6192;-271.4112;0.2749;12.7438;8.5747;According;0.0
1944;-206.84799999999998;-263.39328;0.12952;12.7438;8.634;According;0.0
1945;-126.7328;-241.05984;0.08069;12.7438;8.4763;According;0.0
1946;-113.0752;-227.90144;0.32324;12.7438;8.3528;According;0.0
1947;-117.54239999999999;-245.18656;0.2749;12.7438;8.4658;According;0.0
1948;-131.9552;-237.07648;0.32361;12.7438;8.5052;According;0.0
1949;-108.4288;-210.70848;0.08069;12.7438;8.6773;According;0.0
1950;-106.8928;-228.41344;0.56604;12.7438;8.7155;According;0.0
1951;-95.15520000000001;-254.18752;0.09705;12.7438;8.2379;According;0.0
1952;-122.17599999999999;-226.63168;0.37183;12.7438;8.5037;According;0.0
1953;-195.43040000000002;-286.94528;0.0647;12.7438;8.5675;According;0.0
1954;-169.9072;-270.31552;0.27502;12.7438;8.4816;According;0.0
1955;-160.8448;-270.47936;0.12964;12.7438;8.6168;According;0.0
1956;-157.1968;-260.51584;0.32336;12.7438;8.6176;According;0.0
1957;-106.73920000000001;-236.544;0.12915;12.7438;8.2745;According;0.0
1958;-91.9168;-236.34944;0.09692;12.7438;9.0616;According;0.0
1959;-123.72479999999999;-217.62048;0.16187;12.7438;8.6562;According;0.0
1960;-130.4704;-202.77248;0.08057;12.7438;8.6627;According;0.0
1961;-97.1392;-225.62816;0.08105;12.7438;8.7187;According;0.0
1962;-108.864;-208.26112;0.24255;12.7438;8.6925;According;0.0
1963;-117.0816;-233.08288;0.27454;12.7438;8.5546;According;0.0
1964;-155.7376;-261.35552;0.25879;12.7438;8.8247;According;0.0
1965;-111.41120000000001;-258.0992;0.14551;12.7438;8.3474;According;0.0
1966;-193.8048;-271.2576;0.12939;12.7438;8.6226;According;0.0
1967;-169.9072;-262.47168;0.4043;12.7438;8.621;According;0.0
1968;-177.6384;-252.39552;0.19397;12.7438;8.6249;According;0.0
1969;-149.4528;-268.82048;0.21057;12.7438;8.4739;According;0.0
1970;-163.4688;-236.43136;0.12939;12.7438;8.6928;According;0.0
1971;-94.5792;-203.32544;0.09705;12.7438;8.7803;According;0.0
1972;-95.09119999999999;-177.27488;0.0647;12.7438;8.4209;According;0.0
1973;-181.37599999999998;-269.38368;0.09717;12.7438;8.8074;According;0.0
1974;-179.22560000000001;-266.43456;0.16174;12.7438;8.816;According;0.0
1975;-139.84;-272.31232;0.1781;12.7438;8.7998;According;0.0
1976;-115.2512;-262.07232;0.17761;12.7438;7.8472;According;0.0
