;x;y;duration;pupil_r;pupil_l;word;word_number
3847;624.64;505.62048;1.69849;15.402;14.1158;;
3848;223.7056;536.95488;0.20996;16.3699;14.7402;you;2.0
3849;196.7616;540.12928;0.53369;16.6086;14.9811;are;1.0
3850;320.55039999999997;528.77312;0.32324;16.7019;14.8073;bringing;3.0
3851;461.7344;504.51456;0.53369;15.9326;13.5681;the;5.0
3852;566.0032;496.1792;0.45264;15.346;13.5226;1993;6.0
3853;667.52;518.0416;0.43677;14.5514;13.1296;called;8.0
3854;807.2575999999999;492.0832;0.33984;14.67;13.6322;"""What";9.0
3855;947.9808;498.33984;0.22632;14.4561;13.8913;"Love""";11.0
3856;1085.7856;508.5184;0.58252;13.72;13.0323;Haddaway?;13.0
3857;885.5168000000001;506.71616;0.85693;14.9644;14.2332;Is;10.0
