;x;y;duration;pupil_r;pupil_l;word;word_number
3693;627.264;511.92832;1.3103;14.675;13.5241;;
3694;216.1664;370.11456;0.21021;14.5576;13.7132;sorry;2.0
3695;182.1952;368.93696;0.24292;14.9994;13.2779;sorry;2.0
3696;384.55039999999997;359.19872;0.43652;16.1667;14.8828;that!;5.0
3697;481.3184;372.46976;0.2749;16.9324;15.8582;The;6.0
3698;604.16;358.62528;0.27515;16.306;15.4008;thing;8.0
3699;739.392;366.32576;0.24243;16.8445;15.5716;do;10.0
3700;810.7648;356.78208;0.38843;16.413;15.4964;would;11.0
3701;920.4224;355.51232;0.3396;15.4085;14.5896;to;13.0
3702;965.0432000000001;351.10912;0.3396;12.3929;15.4496;give;14.0
3703;1083.8016;370.56512;0.4043;16.3493;15.8162;your;15.0
3704;1150.2464;359.45472;0.59863;14.5825;12.959;dog;16.0
3705;186.0992;491.68384;0.29102;17.5454;15.3045;thorough;18.0
3706;171.73760000000001;486.03136;0.27466;16.1633;14.644;thorough;18.0
3707;321.19039999999995;459.53024;0.24268;16.6107;15.1864;with;20.0
3708;434.99519999999995;457.97376;0.33984;16.9933;15.237;special;22.0
3709;563.7504;456.6016;0.42065;16.6726;15.4511;shampoo;24.0
3710;713.4464;450.816;0.25879;16.1978;15.3465;to;25.0
3711;867.6864;455.09632;0.50122;15.6351;15.2659;rid;28.0
3712;1016.0384;458.61888;0.3877;15.2113;14.427;smell.;31.0
3713;1116.1856;459.75552;0.29102;11.3427;8.3916;smell.;31.0
3714;182.1696;568.12544;0.29126;16.3946;13.7881;you;34.0
3715;131.2896;611.81952;0.08105;14.6065;10.7259;that,;33.0
3716;359.11679999999996;567.59296;0.63086;14.4325;12.2658;certain;37.0
3717;412.21119999999996;562.78016;0.40454;15.9752;13.8157;certain;37.0
3718;500.76160000000004;552.02816;0.40454;14.9773;13.1757;pet;38.0
3719;658.432;555.264;0.40479;14.9442;13.9855;neutralizers;40.0
3720;818.5856;552.20224;0.24316;15.3752;14.1914;to;41.0
3721;923.1615999999999;545.3312;0.25879;16.0218;15.6598;remove;43.0
3722;1033.1264;562.29888;0.24292;15.3762;14.5763;any;44.0
3723;1053.7984000000001;552.8576;0.61475;15.2788;14.9497;any;44.0
3724;959.8464;559.37024;0.21045;17.067;14.91;remove;43.0
3725;650.3936;619.19232;0.38867;15.6532;14.4287;odor.;46.0
