;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
17;17;water,;272;355;356;376;[3636];0.3232;1;13.4322;15.0135;365.5;0.5;2;799.0401126943291;0.3232;14.22;0.3232
18;18;thoroughly;379;354;525;378;[3637];0.3721;1;14.7031;15.4889;366.0;0.5;2;650.3386942313722;0.3721;15.1;0.3721
19;19;rinse;546;354;615;373;[3638];0.3403;1;13.6921;15.1036;363.5;2.5;2;579.4219433319438;0.3403;14.4;0.3403
20;20;your;633;359;690;378;[];0.0;0;;;368.5;5.0;2;518.6446270950527;;;0.0
21;21;dog;708;354;750;378;[3639];0.3884;1;14.843;15.6122;366.0;2.5;2;475.9318199223144;0.3884;15.23;0.3884
22;22;to;769;355;795;373;[];0.0;0;;;364.0;2.0;2;450.42905369721245;;;0.0
23;23;remove;816;359;900;373;[3640];0.2913;1;14.2868;14.5603;366.0;2.0;2;394.10571730763604;0.2913;14.42;0.2913
24;24;as;919;359;944;373;[];0.0;0;;;366.0;0.0;2;376.75253365381144;;;0.0
25;25;much;962;354;1019;373;[3641];0.3232;1;14.0744;13.9648;363.5;2.5;2;357.8631464883837;0.3232;14.02;0.3232
26;26;of;1038;355;1065;373;[];0.0;0;;;364.0;0.5;2;353.7246788316676;;;0.0
27;27;the;1084;354;1125;373;[3642, 3643];0.3557;2;8.6636;12.2669;363.5;0.5;2;353.75101924173504;0.1779;10.47;0.2908
28;28;skunk;1144;354;1215;373;[];0.0;0;;;363.5;0.0;2;360.4700148619388;;;0.0
29;29;oil;41;453;81;472;[3645];0.5015;1;13.1349;14.6995;462.5;99.0;3;1025.1313462452342;0.5015;13.92;0.5015
30;30;as;101;458;127;472;[3644];0.2427;1;13.8158;15.2021;465.0;2.5;3;980.6392781520461;0.2427;14.51;0.2427
31;31;possible.;146;453;273;477;[3646, 3647];0.6309;2;13.2138;14.4776;465.0;0.0;3;839.0002928810968;0.3154;13.85;0.2915
32;32;Be;296;454;322;472;[];0.0;0;;;463.0;2.0;3;793.9424726354965;;;0.0
33;33;sure;342;458;397;472;[3648];0.3235;1;13.882;15.5899;465.0;2.0;3;723.3036774789454;0.3235;14.74;0.3235
34;34;to;416;454;442;472;[];0.0;0;;;463.0;2.0;3;681.3679959130501;;;0.0
35;35;avoid;461;453;532;472;[3649];0.3882;1;14.2542;15.7082;462.5;0.5;3;598.8327127458605;0.3882;14.98;0.3882
36;36;getting;550;453;653;477;[3650];0.5017;1;13.3573;14.3163;465.0;2.5;3;489.4427397097298;0.5017;13.84;0.5017
37;37;the;671;453;712;472;[];0.0;0;;;462.5;2.5;3;442.5801191361473;;;0.0
38;38;water;729;454;802;472;[3651];0.3071;1;13.4869;13.7534;463.0;0.5;3;372.57943294627296;0.3071;13.62;0.3071
39;39;in;822;453;847;472;[3655];0.1938;1;15.2799;16.8222;462.5;0.5;3;341.11518561120425;0.1938;16.05;0.1938
40;40;your;866;458;922;477;[3652];0.3076;1;14.4899;14.1966;467.5;5.0;3;292.25336722536895;0.3076;14.34;0.3076
41;41;dog's;940;453;1012;477;[3653];0.5171;1;14.5877;14.7965;465.0;2.5;3;257.19701136398606;0.5171;14.69;0.5171
42;42;eyes,;1031;458;1098;477;[];0.0;0;;;467.5;2.5;3;249.60992;;;0.0
43;43;nose;1121;458;1177;472;[3654];0.4045;1;16.0251;16.6705;465.0;2.5;3;258.9098473495483;0.4045;16.35;0.4045
44;44;or;1196;458;1222;472;[];0.0;0;;;465.0;0.0;3;282.32582073654976;;;0.0
45;45;ears.;56;557;123;571;[3656, 3657];0.6304;2;14.7206;15.9859;564.0;99.0;4;963.6564255452075;0.3152;15.35;0.2424
46;46;You;145;553;187;571;[];0.0;0;;;562.0;2.0;4;900.5556494157183;;;0.0
47;47;may;205;557;247;576;[3658];0.3232;1;13.5529;15.1139;566.5;4.5;4;840.6118167707174;0.3232;14.33;0.3232
48;48;also;266;552;322;571;[3659];0.3076;1;13.7626;15.2772;561.5;5.0;4;767.9406784996912;0.3076;14.52;0.3076
49;49;want;339;553;397;571;[];0.0;0;;;562.0;0.5;4;694.6628287842716;;;0.0
50;50;to;416;553;442;571;[];0.0;0;;;562.0;0.0;4;650.8844610947217;;;0.0
51;51;use;461;557;502;571;[3660];0.3879;1;12.3483;14.4487;564.0;2.0;4;592.7979670128485;0.3879;13.4;0.3879
52;52;a;521;557;532;571;[];0.0;0;;;564.0;0.0;4;563.9050041403838;;;0.0
53;53;pet-safe;551;553;667;576;[3661];0.3879;1;12.2552;14.4012;564.5;0.5;4;433.9817536424386;0.3879;13.33;0.3879
54;54;skunk-odor;687;552;832;571;[3662, 3663, 3664];1.342;3;12.6775;13.4348;561.5;3.0;4;287.7205131626286;0.4473;13.06;0.6631
55;55;removing;854;552;968;576;[];0.0;0;;;564.0;2.5;4;184.17758629802478;;;0.0
56;56;product;986;552;1087;576;[];0.0;0;;;564.0;0.0;4;150.60992;;;0.0
57;57;to;1106;553;1132;571;[3665];0.291;1;12.8869;13.6504;562.0;2.0;4;158.86419638976685;0.291;13.27;0.291
58;58;help;1151;552;1208;576;[3666];0.5662;1;8.3987;10.3011;564.0;2.0;4;169.14747912566247;0.5662;9.35;0.5662
59;59;neutralize;33;651;179;670;[3667, 3668];0.728;2;14.3001;15.5077;660.5;96.5;5;896.798119497675;0.364;14.9;0.2913
60;60;any;198;656;239;675;[];0.0;0;;;665.5;5.0;5;836.6030217101575;;;0.0
61;61;remaining;261;651;390;675;[3669];0.5501;1;13.9929;15.0088;663.0;2.5;5;685.9538736202064;0.5501;14.5;0.5501
62;62;odor.;408;651;475;670;[3670];0.469;1;10.5425;13.2021;660.5;2.5;5;601.6786384230091;0.469;11.87;0.469
63;63;Finally,;499;651;610;675;[3671];0.3557;1;12.9037;14.4031;663.0;2.5;5;466.87095940373746;0.3557;13.65;0.3557
64;64;give;632;651;689;675;[3672];0.3879;1;12.8619;13.2908;663.0;0.0;5;388.45331242578726;0.3879;13.08;0.3879
65;65;your;708;656;764;675;[];0.0;0;;;665.5;2.5;5;314.27620962231026;;;0.0
66;66;dog;782;651;825;675;[];0.0;0;;;663.0;2.5;5;254.30171988125903;;;0.0
67;67;a;843;656;854;670;[3673];0.2424;1;13.4071;13.9261;663.0;0.0;5;227.17593872275808;0.2424;13.67;0.2424
68;68;thorough;873;651;989;675;[3674];0.3398;1;13.0331;14.2815;663.0;0.0;5;99.44956477816469;0.3398;13.66;0.3398
69;69;bath;1008;651;1064;670;[];0.0;0;;;660.5;2.5;5;57.48804340527164;;;0.0
70;70;with;1081;651;1139;670;[3675];0.2747;1;13.8269;14.1906;660.5;0.0;5;57.03988722434855;0.2747;14.01;0.2747
71;71;a;1158;656;1169;670;[3676];0.5823;1;7.5256;6.5189;663.0;2.5;5;101.28706894054355;0.5823;7.02;0.5823
72;72;pet-;1188;652;1242;675;[];0.0;0;;;663.5;0.5;5;125.1295134433377;;;0.0
73;73;safe;27;751;82;769;[3678];0.4207;1;13.0854;13.2328;760.0;96.5;6;992.3093884946197;0.4207;13.16;0.4207
74;74;shampoo.;102;750;213;774;[3677, 3679];0.6792;2;13.8368;14.2573;762.0;2.0;6;861.3272474121355;0.3396;14.05;0.2749
75;75;If;237;751;262;769;[];0.0;0;;;760.0;2.0;6;812.3758160448685;;;0.0
76;76;the;281;750;322;769;[3680];0.3562;1;14.112;15.506;759.5;0.5;6;752.3732679558507;0.3562;14.81;0.3562
77;77;smell;342;750;411;769;[];0.0;0;;;759.5;0.0;6;663.4220568646826;;;0.0
78;78;persists,;431;750;558;774;[3681, 3682];0.7441;2;13.4213;15.5117;762.0;2.5;6;516.5394497369647;0.3721;14.47;0.2588
79;79;contact;581;751;682;769;[3683];0.6631;1;12.58;14.4513;760.0;2.0;6;392.7676189486174;0.6631;13.52;0.6631
80;80;your;701;755;757;774;[];0.0;0;;;764.5;4.5;6;318.27831081392634;;;0.0
81;81;veterinarian;775;750;952;769;[3684];0.4531;1;14.4731;14.5512;759.5;5.0;6;124.23139029474945;0.4531;14.51;0.4531
82;82;for;972;751;1012;769;[3685];0.2266;1;12.3201;14.4075;760.0;0.5;6;66.63382395275228;0.2266;13.36;0.2266
83;83;further;1032;750;1132;769;[3686, 3687];0.6633;2;10.2645;12.6387;759.5;0.5;6;23.39008000000001;0.3317;11.45;0.3557
84;84;advice.;1151;750;1248;769;[];0.0;0;;;759.5;0.0;6;80.46500813749056;;;0.0
