;x;y;duration;pupil_r;pupil_l;word;word_number
1312;633.0624;497.64352;0.97034;7.9023;7.1501;;
1313;181.74720000000002;271.39072;0.22662;12.7867;12.5872;Photoshop;1.0
1314;128.3328;283.7504;0.35583;13.4851;13.6443;Photoshop;1.0
1315;264.5376;261.21216;0.25861;13.6677;12.7344;can;2.0
1316;393.0752;238.91968;0.40417;12.7338;12.6103;used;4.0
1317;526.8480000000001;235.24352;0.42053;13.7406;13.5685;forge;6.0
1318;710.0544;250.34752;0.32343;14.678;13.8767;due;8.0
1319;856.9088;265.12384;0.2265;13.2597;12.8168;the;10.0
1320;959.9232000000001;246.64064;0.29132;13.2652;12.7993;application's;11.0
1321;1130.2528;246.24128;0.32318;13.1898;12.7803;ability;12.0
1322;914.0608;274.5344;0.12909;14.8241;10.7251;application's;11.0
1323;145.0112;344.94464;0.25848;15.12;13.1075;modify;14.0
1324;173.35039999999998;392.04864;0.32367;14.2002;12.405;digital;15.0
1325;262.0672;386.52928;0.32349;15.0996;13.446;digital;15.0
1326;386.57280000000003;377.43616;0.29102;14.0095;12.6702;images.;16.0
1327;528.0128;373.84192;0.24304;13.6222;13.2992;with;18.0
1328;673.2031999999999;355.3792;0.2749;14.4204;13.7845;access;19.0
1329;822.4;350.14656;0.33972;14.3213;13.0568;Photoshop;22.0
1330;980.4671999999999;350.02368;0.30731;12.8284;13.6921;would;24.0
1331;1115.1616;342.64064;0.42078;12.7204;14.6573;have;25.0
1332;-161.2416;-262.5536;0.21033;11.8693;9.2966;Yes,;0.0
1333;-95.96159999999999;-167.72096;0.14563;11.8693;9.2568;Yes,;0.0
1334;-124.05760000000001;-221.5936;0.35602;11.8693;9.4156;Yes,;0.0
1335;-146.18880000000001;-271.08352;2.65277;11.8693;9.2495;Yes,;0.0
1336;-133.8752;-255.78496;2.02185;11.8693;9.5052;Yes,;0.0
1337;-174.3616;-270.96064;0.3399;11.8693;9.3755;Yes,;0.0
1338;-176.8704;-272.70144;0.45294;11.8693;9.461;Yes,;0.0
1339;-158.9504;-249.93792;0.95453;11.8693;9.4565;Yes,;0.0
1340;-149.05599999999998;-239.09376;0.46899;11.8693;9.312;Yes,;0.0
