;x;y;duration;pupil_r;pupil_l;word;word_number
523;632.8192;492.96384;1.0191;15.5616;13.7814;;
524;195.9552;367.58528;0.21005;14.0161;13.3342;this;2.0
525;138.1632;361.28768;0.38824;15.355;13.1182;this;2.0
526;253.3376;370.24768;0.30719;15.6819;14.0601;recipe;3.0
527;415.9616;348.99968;0.3555;15.2256;14.3034;AllRecipies:;5.0
528;490.68800000000005;356.44416;0.32361;14.195;14.5162;AllRecipies:;5.0
529;518.2336;337.7152;0.37195;15.1804;13.8601;AllRecipies:;5.0
530;616.5120000000001;336.45568;0.35562;13.6707;13.7593;pounds;7.0
531;826.7647999999999;327.87456;0.48505;15.7543;14.8065;Turkey;9.0
532;952.256;341.10464;0.27469;15.2224;15.1264;%;10.0
533;978.1504;357.14048;0.46927;14.2962;13.3184;cup;11.0
534;987.5455999999999;330.46528;0.30725;14.3273;14.1218;cup;11.0
535;1102.5664000000002;344.12544;0.71176;13.9697;13.1424;Seasoned;12.0
536;1186.7776000000001;362.752;0.48532;13.9058;13.6808;Bread;13.0
537;1107.1232;354.95936;0.11334;12.3166;12.1087;Seasoned;12.0
538;144.4352;485.51936;0.66306;13.9035;13.0435;Crumbs;14.0
539;208.8832;476.4672;0.48535;8.9568;12.6922;cup;16.0
540;155.4944;-387.34848;0.09735;8.9568;8.6619;this;2.0
541;1092.9664;445.63456;0.53403;13.8095;13.096;Seasoned;12.0
542;1159.04;426.42432;0.17798;11.3776;10.3875;Bread;13.0
543;105.08800000000001;571.00288;0.27509;15.3593;13.439;Parsley;28.0
544;73.2544;-531.08736;0.06458;15.3593;9.6402;found;1.0
545;378.79040000000003;556.73856;0.53387;14.2141;12.9348;from;4.0
546;490.17600000000004;545.39264;0.29132;15.2646;14.2726;AllRecipies:;5.0
547;579.4304000000001;553.25696;0.50165;14.6159;13.3757;AllRecipies:;5.0
548;753.408;562.41152;0.38818;13.9581;12.9321;Ground;8.0
549;920.0256;547.38944;0.95416;12.5889;13.3877;Turkey;9.0
550;1025.2288;542.16704;0.35577;13.5747;8.8657;Seasoned;12.0
551;1089.0112000000001;550.74816;0.24243;13.661;13.1186;Seasoned;12.0
552;959.5648;552.11008;0.48547;14.337;14.2275;teaspoon;37.0
553;1030.1568;526.99136;0.14539;12.4152;13.2663;Salt;38.0
554;257.344;664.04352;0.38788;14.0459;12.7447;Pepper;42.0
555;403.6864;653.52704;0.29095;14.0831;12.8029;(ground);43.0
556;466.66240000000005;656.80384;0.37189;13.2138;11.6873;(ground);43.0
557;576.0512;662.1184;0.3559;13.7012;12.5751;Would;44.0
558;675.4431999999999;648.96;0.48547;13.5159;13.799;like;46.0
559;767.7567999999999;654.42816;0.53369;13.5452;12.874;preparation;47.0
560;913.28;649.85088;0.25891;13.6832;12.9324;instructions?;48.0
561;888.2816;652.04224;0.24255;12.9376;12.3143;preparation;47.0
562;782.2719999999999;627.26144;0.32349;14.2428;12.2982;preparation;47.0
563;590.5536;588.04224;0.24255;11.7687;13.2837;(peeled;33.0
564;441.216;-579.81952;0.09717;9.7421;13.2837;AllRecipies:;5.0
565;457.94559999999996;-559.93344;0.08075;9.8486;13.2837;AllRecipies:;5.0
