;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;The;25;304;67;323;[];0.0;0;;;313.5;;1;835.0091262109979;;;0.0
1;1;first;87;304;157;323;[1178];0.3557;1;14.4329;14.8097;313.5;0.0;1;755.8615222748506;0.3557;14.62;0.3557
2;2;confirmed;176;304;307;323;[1179, 1180];0.7112;2;14.0541;15.1792;313.5;0.0;1;630.4527269000066;0.3556;14.62;0.2263
3;3;image;327;304;397;328;[1181];0.4529;1;15.3783;15.871;316.0;2.5;1;557.6750215453928;0.4529;15.62;0.4529
4;4;of;416;305;442;323;[];0.0;0;;;314.0;2.0;1;528.6541788879138;;;0.0
5;5;an;461;309;487;323;[];0.0;0;;;316.0;2.0;1;498.2403444680633;;;0.0
6;6;exoplanet;506;304;637;328;[1182];0.4689;1;14.0403;15.2396;316.0;0.0;1;411.86384844467034;0.4689;14.64;0.4689
7;7;was;654;309;697;323;[1183];0.2424;1;14.2176;14.7327;316.0;0.0;1;395.02536735715387;0.2424;14.48;0.2424
8;8;taken;716;304;787;323;[1184];0.3557;1;13.366;15.0279;313.5;2.5;1;378.85543529907864;0.3557;14.2;0.3557
9;9;by;806;304;833;328;[];0.0;0;;;316.0;2.5;1;373.06111999999996;;;0.0
10;10;the;851;304;892;323;[];0.0;0;;;313.5;2.5;1;380.1169305038311;;;0.0
11;11;Hubble;911;304;997;323;[];0.0;0;;;313.5;0.0;1;390.93027620747716;;;0.0
12;12;Space;1016;305;1087;328;[1185];0.4527;1;12.6414;13.4509;316.5;3.0;1;425.4252809315102;0.4527;13.05;0.4527
13;13;Telescope;1105;304;1237;328;[1186];0.3882;1;10.5332;11.1308;316.0;0.5;1;474.6631538845778;0.3882;10.83;0.3882
14;14;in;26;403;51;422;[];0.0;0;;;412.5;96.5;2;810.1023263117162;;;0.0
15;15;2008.;70;404;138;422;[1187, 1188, 1189];1.0996;3;13.9635;15.2197;413.0;0.5;2;729.0434137248991;0.3665;14.59;0.2425
16;16;The;159;403;202;422;[];0.0;0;;;412.5;0.5;2;670.3653773097581;;;0.0
17;17;exoplanet,;220;403;363;427;[1190, 1191];0.6798;2;13.2841;15.2118;415.0;2.5;2;525.6231424658301;0.3399;14.25;0.3076
18;18;known;386;403;456;422;[];0.0;0;;;412.5;2.5;2;451.961922174484;;;0.0
19;19;as;476;408;501;422;[1192];0.291;1;13.9261;15.2107;415.0;2.5;2;417.48985508111974;0.291;14.57;0.291
20;20;Fomalhaut;521;403;651;422;[1193, 1194];1.1488;2;14.6126;15.6487;412.5;2.5;2;321.9344329139932;0.5744;15.13;0.809
21;21;b,;671;403;693;425;[];0.0;0;;;414.0;1.5;2;300.42758258131755;;;0.0
22;22;orbits;715;403;801;422;[1195];0.6633;1;13.2008;10.6861;412.5;1.5;2;279.25934021202295;0.6633;11.94;0.6633
23;23;the;821;403;862;422;[];0.0;0;;;412.5;0.0;2;279.22209635996643;;;0.0
24;24;star;881;405;937;422;[];0.0;0;;;413.5;1.0;2;287.5805610531671;;;0.0
25;25;Fomalhaut,;956;403;1098;425;[1196, 1197];1.213;2;13.8086;13.6776;414.0;0.5;2;311.58339553906654;0.6065;13.74;0.6792
26;26;which;1119;403;1191;422;[1198];0.4044;1;9.4005;9.252;412.5;1.5;2;415.2337403146021;0.4044;9.33;0.4044
27;27;is;1211;403;1236;422;[];0.0;0;;;412.5;0.0;2;487.29803928977014;;;0.0
28;28;located;49;502;150;521;[];0.0;0;;;511.5;99.0;3;685.5878625935952;;;0.0
29;29;about;169;502;240;521;[1199];0.4364;1;14.3556;15.3304;511.5;0.0;3;599.2137492878934;0.4364;14.84;0.4364
30;30;25;259;503;285;521;[1200];0.3073;1;13.9881;15.8121;512.0;0.5;3;556.4578306894911;0.3073;14.9;0.3073
31;31;light-years;304;502;465;526;[1201, 1202];1.2295;2;12.9997;15.4022;514.0;2.0;3;388.22996553029543;0.6147;14.2;0.7604
32;32;from;485;503;541;521;[];0.0;0;;;512.0;2.0;3;324.9662710738676;;;0.0
33;33;Earth;559;502;630;521;[1203];0.3234;1;12.9253;15.1172;511.5;0.5;3;255.67854297076707;0.3234;14.02;0.3234
34;34;in;650;502;675;521;[];0.0;0;;;511.5;0.0;3;225.96397353484113;;;0.0
35;35;the;694;502;735;521;[1204];0.2424;1;13.6695;15.1079;511.5;0.0;3;195.64589782475477;0.2424;14.39;0.2424
36;36;constellation;754;502;945;521;[1205, 1206, 1209];0.8088;3;12.3446;14.6015;511.5;0.0;3;180.06111999999996;0.2696;13.47;0.2913
37;37;Piscis;964;502;1050;521;[1207];0.5663;1;13.861;13.4196;511.5;0.0;3;235.94948047337252;0.5663;13.64;0.5663
38;38;Austrinus.;1067;502;1211;521;[1208];0.9382;1;14.3272;14.8612;511.5;0.0;3;312.55725449212406;0.9382;14.59;0.9382
39;39;The;40;601;83;620;[];0.0;0;;;610.5;99.0;4;733.0158903977829;;;0.0
40;40;discovery;101;601;233;625;[1210, 1211];0.5985;2;14.327;15.3263;613.0;2.5;4;583.4986584180416;0.2993;14.83;0.3726
41;41;was;250;606;292;620;[1212];0.2911;1;12.4248;13.8693;613.0;0.0;4;525.805986629721;0.2911;13.15;0.2911
42;42;made;310;601;368;620;[1213];0.6308;1;13.6821;15.2105;610.5;2.5;4;450.8668268742494;0.6308;14.45;0.6308
43;43;using;387;601;458;625;[];0.0;0;;;613.0;2.5;4;361.60985104896463;;;0.0
44;44;Hubble's;476;601;592;620;[1214, 1215];0.744;2;13.8772;15.5799;610.5;2.5;4;234.00840919858922;0.372;14.73;0.3721
45;45;Advanced;610;601;728;620;[1216];0.4691;1;12.88;10.2632;610.5;0.0;4;116.38941350335257;0.4691;11.57;0.4691
46;46;Camera;746;602;833;620;[1217];0.3233;1;12.5683;12.7883;611.0;0.5;4;81.06111999999996;0.3233;12.68;0.3233
47;47;for;852;602;893;620;[];0.0;0;;;611.0;0.0;4;90.60648749209074;;;0.0
48;48;Surveys,;911;602;1024;625;[1218, 1219];0.6633;2;11.8527;12.0978;613.5;2.5;4;125.22605310259682;0.3317;11.98;0.3239
49;49;which;1045;601;1117;620;[];0.0;0;;;610.5;3.0;4;247.15140213167797;;;0.0
50;50;imaged;1137;601;1223;625;[1220, 1221];0.5502;2;11.4619;13.3283;613.0;2.5;4;334.24919502618764;0.2751;12.4;0.3237
51;51;the;409;700;450;719;[];0.0;0;;;709.5;96.5;5;361.52;;;0.0
52;52;exoplanet;469;700;600;724;[1222];0.4366;1;11.5253;14.2322;712.0;2.5;5;211.51999999999998;0.4366;12.88;0.4366
53;53;in;620;700;645;719;[];0.0;0;;;709.5;2.5;5;166.51999999999998;;;0.0
54;54;visible;663;700;765;719;[1223, 1224];0.7437;2;14.1565;15.574;709.5;0.0;5;46.51999999999998;0.3719;14.87;0.3881
55;55;light.;784;700;866;724;[1225];0.4851;1;13.8437;14.9071;712.0;2.5;5;0.0;0.4851;14.38;0.4851
