;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Cloud;55;354;127;373;[];0.0;0;;;363.5;;1;992.0487921990805;;;0.0
1;1;computing;146;354;278;378;[642, 643];0.5823;2;14.291;15.3329;366.0;2.5;1;846.6070727933085;0.2912;14.81;0.2101
2;2;is;297;354;322;373;[644];0.2428;1;15.0044;16.866;363.5;2.5;1;806.8333546053078;0.2428;15.94;0.2428
3;3;the;341;354;382;373;[645];0.3557;1;13.4563;15.0131;363.5;0.0;1;750.8414680234799;0.3557;14.23;0.3557
4;4;on-demand;401;354;532;373;[646];0.4688;1;11.8335;11.4071;363.5;0.0;1;614.182407842861;0.4688;11.62;0.4688
5;5;availability;551;354;727;378;[];0.0;0;;;366.0;2.5;1;446.33789319713196;;;0.0
6;6;of;746;355;772;373;[];0.0;0;;;364.0;2.0;1;415.15228784586316;;;0.0
7;7;computing;791;354;923;378;[647, 648];0.5499;2;14.1664;14.3905;366.0;2.0;1;315.7913103675501;0.275;14.28;0.3236
8;8;resources,;944;359;1083;376;[649, 650, 652];0.8578;3;14.6608;15.6664;367.5;1.5;1;276.67711999999995;0.2859;15.16;0.3887
9;9;such;1107;354;1162;373;[651];0.8086;1;15.7014;16.748;363.5;4.0;1;281.0942726269149;0.8086;16.22;0.8086
10;10;as;1181;359;1207;373;[];0.0;0;;;366.0;2.5;1;297.76193393994197;;;0.0
11;11;storage;19;454;119;477;[653];0.7602;1;16.4673;17.5759;465.5;99.5;2;975.7545381619573;0.7602;17.02;0.7602
12;12;and;138;453;179;472;[];0.0;0;;;462.5;3.0;2;917.7698719960546;;;0.0
13;13;processing,;198;453;355;477;[654, 655];0.6793;2;14.1882;15.7329;465.0;2.5;2;744.823997695868;0.3397;14.96;0.4691
14;14;without;376;453;479;472;[];0.0;0;;;462.5;2.5;2;626.4309841823394;;;0.0
15;15;direct;497;453;584;472;[656, 657];1.3425;2;15.5443;16.6825;462.5;0.0;2;526.7644273711489;0.6712;16.11;0.6148
16;16;management;602;454;749;477;[658, 659];0.5822;2;15.966;16.7521;465.5;3.0;2;373.68010750326863;0.2911;16.36;0.2587
17;17;by;768;453;794;477;[];0.0;0;;;465.0;0.5;2;334.63257274756506;;;0.0
18;18;the;813;453;854;472;[660];0.8734;1;15.3602;15.4195;462.5;2.5;2;288.4156340139251;0.8734;15.39;0.8734
19;19;user.;873;458;940;472;[661];0.3397;1;15.2489;15.3717;465.0;2.5;2;227.8427675912808;0.3397;15.31;0.3397
20;20;More;962;454;1019;472;[662];0.5176;1;12.4211;9.2726;463.0;2.0;2;190.31923167051298;0.5176;10.85;0.5176
21;21;broadly,;1038;453;1150;477;[];0.0;0;;;465.0;2.0;2;175.67711999999995;;;0.0
22;22;cloud;1173;453;1244;472;[];0.0;0;;;462.5;2.5;2;203.75488495654375;;;0.0
23;23;computing;49;552;181;576;[];0.0;0;;;564.0;101.5;3;901.0779425685963;;;0.0
24;24;offers;199;553;285;571;[663];0.3398;1;15.8992;17.2788;562.0;2.0;3;798.0005219194123;0.3398;16.59;0.3398
25;25;computing;304;552;436;576;[664];0.2588;1;12.0124;7.3178;564.0;2.0;3;647.3666369096067;0.2588;9.67;0.2588
26;26;resources;457;557;585;571;[];0.0;0;;;564.0;0.0;3;500.51880382624427;;;0.0
27;27;over;604;557;660;571;[];0.0;0;;;564.0;0.0;3;426.69969883239247;;;0.0
28;28;the;679;552;720;571;[];0.0;0;;;561.5;2.5;3;367.98842506749367;;;0.0
29;29;internet,;740;552;866;574;[];0.0;0;;;563.0;1.5;3;226.88767058536789;;;0.0
30;30;rather;892;552;975;571;[665];0.4691;1;16.0446;16.3746;561.5;1.5;3;132.0893068482623;0.4691;16.21;0.4691
31;31;than;994;552;1050;571;[666];0.5016;1;15.893;16.4361;561.5;0.0;3;86.60915069237426;0.5016;16.16;0.5016
32;32;on;1069;557;1095;571;[667];0.5336;1;16.2801;17.0556;564.0;2.5;3;81.67711999999995;0.5336;16.67;0.5336
33;33;a;1114;557;1125;571;[];0.0;0;;;564.0;0.0;3;88.93546077720848;;;0.0
34;34;local;1144;552;1214;571;[668];0.4207;1;14.02;10.0967;561.5;2.5;3;104.50330226195909;0.4207;12.06;0.4207
35;35;machine;78;651;181;670;[669];0.4855;1;16.8125;18.0242;660.5;99.0;4;897.8096;0.4855;17.42;0.4855
36;36;or;199;656;226;670;[670];0.2425;1;14.8799;16.6909;663.0;2.5;4;852.8160735959743;0.2425;15.79;0.2425
37;37;network.;245;651;357;670;[671];0.2426;1;13.8584;15.1832;660.5;2.5;4;721.8096;0.2426;14.52;0.2426
38;38;Source:;379;652;477;670;[672];0.3231;1;13.9594;15.7495;661.0;0.5;4;601.8096;0.3231;14.85;0.3231
39;39;Wikipedia;498;651;631;675;[];0.0;0;;;663.0;2.0;4;447.80960000000005;;;0.0
40;40;"""Cloud";651;651;736;670;[673];0.2431;1;14.6861;15.3744;660.5;2.5;4;342.80960000000005;0.2431;15.03;0.2431
41;41;"computing"",";755;651;912;675;[674];0.2424;1;15.625;15.5343;663.0;2.5;4;166.80960000000005;0.2424;15.58;0.2424
42;42;Oxford;933;651;1021;670;[675];0.453;1;14.214;14.5815;660.5;2.5;4;57.809600000000046;0.453;14.4;0.453
43;43;dictionary.;1039;651;1197;675;[676];0.2264;1;12.5374;12.0705;663.0;2.5;4;0.0;0.2264;12.3;0.2264
