;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Here;41;305;98;323;[];0.0;0;;;314.0;;1;785.6182057335525;;;0.0
1;1;are;117;309;158;323;[399];0.4369;1;15.1555;16.2952;316.0;2.0;1;733.7621175694521;0.4369;15.73;0.4369
2;2;some;177;309;233;323;[];0.0;0;;;316.0;0.0;1;670.8542652320297;;;0.0
3;3;common;252;309;337;323;[400];0.2587;1;14.9601;16.7184;316.0;0.0;1;588.3312308385528;0.2587;15.84;0.2587
4;4;abbreviations;357;304;547;323;[401];0.3884;1;15.3504;15.8918;313.5;2.5;1;449.7240455879654;0.3884;15.62;0.3884
5;5;you;566;309;607;328;[402];0.5659;1;16.4273;16.9517;318.5;5.0;1;416.592244262908;0.5659;16.69;0.5659
6;6;may;625;309;668;328;[];0.0;0;;;318.5;0.0;1;394.4690431199975;;;0.0
7;7;find;687;304;743;323;[403];0.3882;1;14.948;16.0668;313.5;5.0;1;384.1066585988928;0.3882;15.51;0.3882
8;8;used;762;304;818;323;[404];0.2589;1;15.2896;15.8606;313.5;0.0;1;381.84992;0.2589;15.58;0.2589
9;9;on;836;309;862;323;[];0.0;0;;;316.0;2.5;1;385.2970142370771;;;0.0
10;10;Tinder:;880;304;979;323;[405];0.4205;1;14.4467;14.9625;313.5;2.5;1;393.59255732293315;0.4205;14.7;0.4205
11;11;"""hru""";1003;304;1071;323;[406, 407];0.8731;2;11.7963;13.3267;313.5;0.0;1;439.90726884197585;0.4366;12.56;0.4529
12;12;-;1093;315;1101;317;[408];0.3073;1;8.6722;10.9417;316.0;2.5;1;495.53296986175036;0.3073;9.81;0.3073
13;13;How;1121;305;1164;323;[];0.0;0;;;314.0;2.0;1;508.9110621513413;;;0.0
14;14;are;1182;309;1223;323;[];0.0;0;;;316.0;2.0;1;551.1399070834976;;;0.0
15;15;you?;62;404;118;427;[409];0.3074;1;14.7953;15.7435;415.5;99.5;2;722.1662840509839;0.3074;15.27;0.3074
16;16;"""lol""";139;403;207;422;[410];0.3237;1;13.6691;15.3289;412.5;3.0;2;643.1159405737089;0.3237;14.5;0.3237
17;17;-;229;414;237;416;[];0.0;0;;;415.0;2.5;2;619.0910692781849;;;0.0
18;18;Laughing;258;403;374;427;[411];0.744;1;15.2396;16.7632;415.0;0.0;2;495.7552115913724;0.744;16.0;0.744
19;19;out;392;405;433;422;[412];0.275;1;14.1357;15.81;413.5;1.5;2;451.2313830176337;0.275;14.97;0.275
20;20;loud;452;403;509;422;[413];0.3719;1;14.6432;15.5076;412.5;1.0;2;394.9002519877727;0.3719;15.08;0.3719
21;21;"""wbu""";529;403;597;422;[414];0.6146;1;7.7892;12.8895;412.5;0.0;2;339.3948040556991;0.6146;10.34;0.6146
22;22;-;619;414;627;416;[];0.0;0;;;415.0;2.5;2;329.0356698900689;;;0.0
23;23;What;646;403;703;422;[];0.0;0;;;412.5;2.5;2;294.378533558421;;;0.0
24;24;about;723;403;793;422;[];0.0;0;;;412.5;0.0;2;282.84992;;;0.0
25;25;you?;812;404;868;427;[415];0.3558;1;13.8844;14.0959;415.5;3.0;2;279.200024749294;0.3558;13.99;0.3558
