;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
19;19;trained;34;453;135;472;[228];0.5178;1;14.1241;14.9416;462.5;99.0;2;773.6277715585966;0.5178;14.53;0.5178
20;20;on;153;458;179;472;[];0.0;0;;;465.0;2.5;2;731.0964123333666;;;0.0
21;21;data;198;453;255;472;[229];0.3879;1;13.7483;13.9277;462.5;2.5;2;658.08815893216;0.3879;13.84;0.3879
22;22;that;274;453;329;472;[230];0.3719;1;14.2583;15.0193;462.5;0.0;2;587.7304519307469;0.3719;14.64;0.3719
23;23;might;347;453;419;477;[];0.0;0;;;465.0;2.5;2;501.6775579261245;;;0.0
24;24;have;439;453;495;472;[231];0.3719;1;14.0854;15.664;462.5;2.5;2;434.3273154278004;0.3719;14.87;0.3719
25;25;a;514;458;525;472;[];0.0;0;;;465.0;2.5;2;407.6582403517927;;;0.0
26;26;"""bias""";545;453;628;472;[232];0.4853;1;14.0938;14.8276;462.5;2.5;2;320.6069608207532;0.4853;14.46;0.4853
27;27;in;649;453;674;472;[];0.0;0;;;462.5;0.0;2;285.18390579890723;;;0.0
28;28;it.;694;453;731;472;[233];0.388;1;13.7076;14.4571;462.5;0.0;2;246.19180678227292;0.388;14.08;0.388
29;29;Meaning;753;453;855;477;[234];0.3882;1;15.5977;15.234;465.0;2.5;2;189.9439941843911;0.3882;15.42;0.3882
30;30;that;874;453;929;472;[235];0.372;1;14.9561;14.5277;462.5;2.5;2;192.6784;0.372;14.74;0.372
31;31;if;949;453;975;472;[];0.0;0;;;462.5;0.0;2;203.26726280126863;;;0.0
32;32;my;992;458;1020;477;[236];0.8894;1;15.3229;15.9129;467.5;5.0;2;216.41009802391386;0.8894;15.62;0.8894
33;33;training;1039;453;1155;477;[237];0.3885;1;15.7184;15.717;465.0;2.5;2;243.25062821444058;0.3885;15.72;0.3885
34;34;data;1173;453;1230;472;[238];0.744;1;12.7077;13.1323;462.5;2.5;2;347.13363324045685;0.744;12.92;0.744
35;35;consisted;27;552;158;571;[239];0.5824;1;13.6748;15.092;561.5;99.0;3;732.2664297417437;0.5824;14.38;0.5824
36;36;of;177;553;203;571;[];0.0;0;;;562.0;0.5;3;687.6602795906712;;;0.0
37;37;considerably;222;552;398;576;[240];0.4528;1;13.8315;15.0137;564.0;2.0;3;494.26969573980557;0.4528;14.42;0.4528
38;38;more;416;557;473;571;[241];0.3718;1;14.3538;15.3429;564.0;0.0;3;421.7841582216193;0.3718;14.85;0.3718
39;39;left;492;552;548;571;[242];0.2754;1;16.1077;12.4026;561.5;2.5;3;349.05506174057984;0.2754;14.26;0.2754
40;40;or;567;557;593;571;[];0.0;0;;;564.0;2.5;3;305.9443938475095;;;0.0
41;41;right;615;552;683;576;[];0.0;0;;;564.0;0.0;3;219.9210315697887;;;0.0
42;42;leaning;702;552;804;576;[];0.0;0;;;564.0;0.0;3;119.59873296452601;;;0.0
43;43;data,;821;552;889;574;[];0.0;0;;;563.0;1.0;3;90.67840000000001;;;0.0
44;44;my;911;557;938;576;[243];0.2749;1;14.4372;14.4446;566.5;3.5;3;92.62528017080436;0.2749;14.44;0.2749
45;45;political;957;552;1087;576;[244];0.2263;1;15.5245;15.4309;564.0;2.5;3;114.70169713966749;0.2263;15.48;0.2263
46;46;responses;1110;557;1238;576;[245];0.2749;1;15.4257;15.9858;566.5;2.5;3;242.54298944047014;0.2749;15.71;0.2749
47;47;would;273;651;346;670;[];0.0;0;;;660.5;94.0;4;538.2496;;;0.0
48;48;be;365;651;391;670;[];0.0;0;;;660.5;0.0;4;493.2496;;;0.0
49;49;more;409;656;466;670;[246, 247];0.6471;2;14.3743;16.1607;663.0;2.5;4;418.2496;0.3235;15.27;0.3074
50;50;left;485;651;541;670;[];0.0;0;;;660.5;2.5;4;343.2496;;;0.0
51;51;or;560;656;586;670;[248];0.3072;1;14.257;15.0604;663.0;2.5;4;298.2496;0.3072;14.66;0.3072
52;52;right;608;651;676;675;[];0.0;0;;;663.0;0.0;4;208.2496;;;0.0
53;53;leaning;695;651;797;675;[249, 250];0.9544;2;15.3734;14.7846;663.0;0.0;4;87.24959999999999;0.4772;15.08;0.2587
54;54;respectively.;818;651;1002;675;[251];0.8089;1;13.2834;7.367;663.0;0.0;4;0.0;0.8089;10.33;0.8089
