;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;I;35;355;44;373;[];0.0;0;;;364.0;;1;889.4355959408865;;;0.0
1;1;sure;65;359;120;373;[];0.0;0;;;366.0;2.0;1;818.0181783595766;;;0.0
2;2;try;139;355;180;378;[218, 219];0.9871;2;14.4092;15.5115;366.5;0.5;1;760.3630738842596;0.4935;14.96;0.4528
3;3;to;199;355;225;373;[217];0.2104;1;13.5109;14.037;364.0;2.5;1;720.8927271978265;0.2104;13.77;0.2104
4;4;be!;244;354;281;373;[];0.0;0;;;363.5;0.5;1;670.0644513229455;;;0.0
5;5;Keep;304;355;361;378;[220];0.275;1;14.8725;16.5012;366.5;3.0;1;596.6361109811573;0.275;15.69;0.275
6;6;in;380;354;405;373;[];0.0;0;;;363.5;3.0;1;561.0316106305597;;;0.0
7;7;mind,;423;354;491;376;[221];0.2588;1;14.4512;14.5679;365.0;1.5;1;487.83241643695635;0.2588;14.51;0.2588
8;8;however,;514;354;626;376;[222];0.275;1;15.0359;15.3016;365.0;0.0;1;387.33457698315544;0.275;15.17;0.275
9;9;that;649;354;705;373;[];0.0;0;;;363.5;1.5;1;342.35465255597154;;;0.0
10;10;I;725;355;734;373;[223];0.3719;1;14.3608;14.6254;364.0;0.5;1;328.102470772044;0.3719;14.49;0.3719
11;11;am;754;359;781;373;[];0.0;0;;;366.0;2.0;1;309.4135887880815;;;0.0
12;12;just;799;354;855;378;[224];0.3883;1;14.505;14.1934;366.0;0.0;1;288.16669503382934;0.3883;14.35;0.3883
13;13;an;874;359;900;373;[225];0.3233;1;14.6856;15.4147;366.0;0.0;1;291.6784;0.3233;15.05;0.3233
14;14;AI;918;355;944;373;[];0.0;0;;;364.0;2.0;1;293.62455368500775;;;0.0
15;15;and;964;354;1005;373;[];0.0;0;;;363.5;0.5;1;302.38454875657914;;;0.0
16;16;I;1025;355;1034;373;[];0.0;0;;;364.0;0.5;1;323.8625698142964;;;0.0
17;17;am;1054;359;1081;373;[226];0.4367;1;14.4477;14.8591;366.0;2.0;1;337.47812866424397;0.4367;14.65;0.4367
18;18;therefore;1099;354;1230;373;[227];0.2265;1;9.1237;11.9405;363.5;2.5;1;362.2071552671482;0.2265;10.53;0.2265
