;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Mouse:;79;206;162;224;[];0.0;0;;;215.0;;1;893.1278665328086;;;0.0
1;1;Small;184;205;255;224;[3154];0.5663;1;14.8458;14.688;214.5;0.5;1;824.524007399085;0.5663;14.77;0.5663
2;2;four;275;206;331;224;[3155, 3156, 3157, 3158];1.7955;4;14.1323;14.5169;215.0;0.5;1;772.2606350044306;0.4489;14.32;0.5338
3;3;legs;349;205;405;229;[3161];0.5502;1;14.8972;15.0819;217.0;2.0;1;721.4321714322466;0.5502;14.99;0.5502
4;4;Pig:;424;205;477;229;[3159];0.4369;1;15.8684;17.124;217.0;0.0;1;680.231805473286;0.4369;16.5;0.4369
5;5;Medium-size;499;205;661;224;[3160, 3162, 3163];1.3912;3;14.6447;15.4604;214.5;2.5;1;606.6327195078143;0.4637;15.05;0.3882
6;6;four-legged;680;205;841;229;[3164, 3165, 3166];1.2455;3;15.757;16.0942;217.0;2.5;1;573.9910134988583;0.4152;15.93;0.291
7;7;Cow:;859;206;912;224;[3167, 3168];0.8897;2;15.3535;16.6077;215.0;2.0;1;579.2385667213867;0.4448;15.98;0.5016
8;8;Large;935;206;1006;229;[3169, 3171];0.6468;2;14.4353;14.4914;217.5;2.5;1;581.4697463991109;0.3234;14.46;0.372
9;9;four-legged;1025;205;1186;229;[3170];0.3722;1;11.9981;9.2453;217.0;0.5;1;602.4456240835735;0.3722;10.62;0.3722
10;10;Mallard:;34;304;147;323;[3173];0.4203;1;13.2734;14.8891;313.5;96.5;2;844.6682225213913;0.4203;14.08;0.4203
11;11;Green-headed;169;304;346;323;[3172, 3174, 3175];1.0516;3;13.3198;14.6307;313.5;0.0;2;690.2473444624372;0.3505;13.98;0.2266
12;12;bird;365;304;421;323;[3176];0.4366;1;14.119;14.514;313.5;0.0;2;638.4834504804697;0.4366;14.32;0.4366
13;13;Platypus:;439;304;567;328;[3177];0.4049;1;14.6907;15.5593;316.0;2.5;2;548.8715125942012;0.4049;15.12;0.4049
14;14;Strange-beaked;589;304;796;328;[3178, 3179];0.9867;2;10.8125;16.4914;316.0;0.0;2;477.215691000879;0.4933;13.65;0.5659
15;15;bird;815;304;871;323;[3180];0.647;1;14.7633;15.7537;313.5;2.5;2;479.99008000000003;0.647;15.26;0.647
16;16;Kite:;889;304;957;323;[3181, 3184];0.7927;2;13.1665;17.1186;313.5;0.0;2;482.2822506970855;0.3964;15.14;0.275
17;17;Flat;980;304;1035;323;[3183];0.3073;1;15.6518;17.1298;313.5;0.0;2;499.4244316585307;0.3073;16.39;0.3073
18;18;wind;1053;304;1111;323;[3182];0.501;1;15.48;16.5956;313.5;0.0;2;524.305849421353;0.501;16.04;0.501
19;19;catcher;1130;304;1231;323;[];0.0;0;;;313.5;0.0;2;559.7447658866016;;;0.0
20;20;Airplane:;99;403;228;427;[];0.0;0;;;415.0;101.5;3;720.0053937974677;;;0.0
