;mean;std
11;0.2626676875138097;0.2058446811680594
10;0.22843522870039776;0.20139218572100745
9;0.22729984940057316;0.21084075132440225
8;0.17812193651140007;0.20728846725469488
7;0.14677012242293422;0.21087442071823256
6;0.24342698964953083;0.2143092985653318
5;0.2264723657355723;0.21581528466578553
4;0.1990350827714674;0.2191189498387321
3;0.12985380592128926;0.21983440990607503
2;0.15607318316231517;0.23026921330249484
1;0.07838970061606096;0.25416159795706483
0;0.34190565062878736;0.20680284553171052
