;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;There;216;346;267;365;[];0.0;0.0;0;;;355.5;;1;439.0264493286099;;;[]
1;1;are;275;351;302;365;[];0.0;0.0;0;;;358.0;2.5;1;412.4200082562514;;;[]
2;2;several;310;346;372;365;[3959.0];0.2424;0.2424;1;13.1815;15.4168;355.5;2.5;1;363.50012821192576;14.3;0.2424;[1.6841600000000199]
3;3;ways;381;351;425;370;[];0.0;0.0;0;;;360.5;5.0;1;327.3731143665992;;;[]
4;4;you;433;351;463;370;[];0.0;0.0;0;;;360.5;0.0;1;307.73272170844365;;;[]
5;5;can;472;351;501;365;[];0.0;0.0;0;;;358.0;2.5;1;296.3989190433839;;;[]
6;6;output;510;347;568;370;[3958.0, 3960.0, 3962.0];0.7116;0.194;3;14.4145;15.5593;358.5;0.5;1;274.3128651924412;14.99;0.2372;[41.47341110685736, 0.0, 10.482880000000023]
7;7;the;575;346;603;365;[3961.0];0.2427;0.2427;1;14.4181;16.1395;355.5;3.0;1;276.4094918957857;15.28;0.2427;[44.76496269782429]
8;8;content;611;347;677;365;[];0.0;0.0;0;;;356.0;0.5;1;276.3768427529456;;;[]
9;9;of;685;346;702;365;[];0.0;0.0;0;;;355.5;0.5;1;286.85399632929364;;;[]
10;10;a;708;351;717;365;[];0.0;0.0;0;;;358.0;2.5;1;293.8542618545568;;;[]
11;11;list;726;346;750;365;[];0.0;0.0;0;;;355.5;2.5;1;300.4491957221494;;;[]
12;12;in;759;346;772;365;[];0.0;0.0;0;;;355.5;0.0;1;314.86230515907494;;;[]
13;13;python.;781;346;847;370;[3964.0];0.1941;0.1941;1;15.0909;16.8203;358.0;2.5;1;321.74837996497575;15.96;0.1941;[0.0]
14;14;Assuming;856;346;941;370;[];0.0;0.0;0;;;358.0;0.0;1;367.52934578083205;;;[]
15;15;you;950;351;981;370;[3963.0];0.3075;0.3075;1;14.9306;15.1118;360.5;2.5;1;436.47881507592825;15.02;0.3075;[0.0]
16;16;want;989;347;1032;365;[];0.0;0.0;0;;;356.0;4.5;1;470.5734705761539;;;[]
17;17;to;1039;347;1056;365;[];0.0;0.0;0;;;356.0;0.0;1;511.8853301376065;;;[]
18;18;output;212;452;270;475;[];0.0;0.0;0;;;463.5;107.5;2;376.83793971691125;;;[]
19;19;to;277;452;293;470;[];0.0;0.0;0;;;461.0;2.5;2;358.7067939279746;;;[]
20;20;the;301;450;329;470;[3965.0];0.2425;0.2425;1;13.7052;14.785;460.0;1.0;2;327.53220911856357;14.25;0.2425;[17.71071999999998]
21;21;console;337;450;403;470;[];0.0;0.0;0;;;460.0;0.0;2;267.28711905007026;;;[]
22;22;you;411;455;442;475;[];0.0;0.0;0;;;465.0;5.0;2;235.10593529319166;;;[]
23;23;can;450;455;479;470;[];0.0;0.0;0;;;462.5;2.5;2;214.56688470052043;;;[]
24;24;use;489;456;518;470;[3966.0];0.3884;0.3884;1;15.4342;15.9274;463.0;0.5;2;193.61808802404394;15.68;0.3884;[5.460480000000018]
25;25;a;526;455;534;470;[];0.0;0.0;0;;;462.5;0.5;2;186.70797521821726;;;[]
26;26;simple;543;450;600;475;[];0.0;0.0;0;;;462.5;0.0;2;166.56035785890478;;;[]
27;27;for;608;450;632;470;[3967.0];0.275;0.275;1;12.6684;13.4318;460.0;2.5;2;171.36192000000005;13.05;0.275;[56.476800000000026]
28;28;loop:;640;450;682;475;[];0.0;0.0;0;;;462.5;2.5;2;169.38746355644628;;;[]
29;29;for;692;450;717;470;[];0.0;0.0;0;;;460.0;2.5;2;190.78632029075462;;;[]
30;30;x;724;456;733;470;[];0.0;0.0;0;;;463.0;3.0;2;206.8604070625561;;;[]
31;31;in;741;451;755;470;[3968.0];0.2427;0.2427;1;15.5437;15.9656;460.5;2.5;2;216.84066964037538;15.75;0.2427;[12.069075006809722]
32;32;range(len(OutputList)):;764;450;973;475;[3969.0, 3970.0, 3972.0];0.9542;0.3071;3;14.1246;15.8425;462.5;2.0;2;227.9744915776465;14.98;0.3181;[15.90591999999998, 7.437439999999981, 7.07904000000002]
33;33;OO;991;451;1014;470;[];0.0;0.0;0;;;460.5;2.0;2;419.47094775453326;;;[]
34;34;print;1016;451;1061;475;[3971.0];0.6953;0.6953;1;14.2174;15.6898;463.0;2.5;2;440.49501337709415;14.95;0.6953;[38.839999999999975]
35;35;OutputList;211;556;303;580;[3973.0];0.3234;0.3234;1;14.1081;15.875;568.0;105.0;3;311.23685773071037;14.99;0.3234;[3.4291200000000117]
36;36;[x];312;555;335;579;[];0.0;0.0;0;;;567.0;1.0;3;280.15694431887;;;[]
37;37;Or;344;556;365;575;[];0.0;0.0;0;;;565.5;1.5;3;252.02208000507898;;;[]
38;38;you;372;560;403;580;[];0.0;0.0;0;;;570.0;4.5;3;214.10927492774906;;;[]
39;39;can;412;560;441;575;[];0.0;0.0;0;;;567.5;2.5;3;179.82122458176738;;;[]
40;40;use:;450;560;485;575;[];0.0;0.0;0;;;567.5;0.0;3;139.87283085033496;;;[]
41;41;print(*OutputList);496;555;657;580;[3974.0, 3977.0, 3978.0, 3979.0];1.1649;0.291;4;14.3656;15.4129;567.5;0.0;3;61.361920000000055;14.89;0.2912;[72.31711999999999, 32.27008000000001, 0.0, 29.012159999999994]
42;42;There;665;555;716;575;[3980.0];0.2104;0.2104;1;14.5331;15.616;565.0;2.5;3;87.39753320366887;15.07;0.2104;[19.513919999999985]
43;43;are;724;560;751;575;[3975.0];0.3558;0.3558;1;13.224;14.1179;567.5;2.5;3;133.52986486208394;13.67;0.3558;[57.894421238996756]
44;44;some;759;560;806;575;[];0.0;0.0;0;;;567.5;0.0;3;164.82191847593086;;;[]
45;45;other;814;555;861;575;[];0.0;0.0;0;;;565.0;2.5;3;216.30345538175388;;;[]
46;46;ways;868;560;912;580;[];0.0;0.0;0;;;570.0;5.0;3;267.0182420923454;;;[]
47;47;you;919;560;950;580;[];0.0;0.0;0;;;570.0;0.0;3;316.87013997864545;;;[]
48;48;can;959;560;988;575;[];0.0;0.0;0;;;567.5;2.5;3;357.0925157575924;;;[]
49;49;do;997;555;1017;575;[3976.0];0.2266;0.2266;1;14.458;15.498;565.0;2.5;3;394.4937728406956;14.98;0.2266;[44.454079999999976]
50;50;this.;1025;555;1061;575;[];0.0;0.0;0;;;565.0;0.0;3;422.12103573511513;;;[]
51;51;You;418;661;449;680;[];0.0;0.0;0;;;670.5;105.5;4;160.33519442120752;;;[]
52;52;can;458;665;487;680;[];0.0;0.0;0;;;672.5;2.0;4;123.41292967143438;;;[]
53;53;also;496;660;530;680;[];0.0;0.0;0;;;670.0;2.5;4;80.32037356789624;;;[]
54;54;output;538;662;596;685;[3981.0];0.3075;0.3075;1;14.7628;16.8027;673.5;3.5;4;23.93780963426685;15.78;0.3075;[24.37567999999999]
55;55;the;603;660;631;680;[3982.0];0.2102;0.2102;1;13.9656;14.596;670.0;3.5;4;18.638079999999945;14.28;0.2102;[18.638079999999945]
56;56;list;639;660;664;680;[];0.0;0.0;0;;;670.0;0.0;4;36.06186919845386;;;[]
57;57;to;671;662;687;680;[];0.0;0.0;0;;;671.0;1.0;4;66.17264336632165;;;[]
58;58;a;696;665;704;680;[];0.0;0.0;0;;;672.5;1.5;4;90.99586369767798;;;[]
59;59;file;712;660;738;680;[];0.0;0.0;0;;;670.0;2.5;4;105.53089789292228;;;[]
60;60;if;747;660;757;679;[];0.0;0.0;0;;;669.5;0.5;4;140.11713103716613;;;[]
61;61;you;763;665;794;685;[];0.0;0.0;0;;;675.0;5.5;4;156.66555208496342;;;[]
