;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.2336673661249864;0.3879473557335167;0.3834465454912524;0.3027777542743252;0.4040225528927525;0.330533068101128;0.3868773186346242;0.3266471691592581;0.3109964461101972;0.3110556566495311;0.3741603195189215;0.3164129220535548;0.3164356589007283;0.3099747730232357;0.4029134789556193;0.3052298677809109;0.3472349526394442
2;0.1941626216089695;0.2916815023727768;0.3360683572622652;0.2701449119894948;0.321917236632319;0.2884336727321422;0.3024774447718895;0.2995612537622658;0.2917766588541458;0.2758505321420891;0.2938691178827656;0.3044511367054063;0.2733114198621469;0.282131938297964;0.3143480369185106;0.2611252401363141;0.3130569213831206
3;0.2283067477258168;0.2832911318325449;0.3584276813488929;0.2670994452696276;0.3377379636485987;0.3009193431242507;0.361811569209331;0.2819622477327364;0.282453450086613;0.2627770771957592;0.3537653431757913;0.2797096379922176;0.2540996103364943;0.2542633240313571;0.3433023825117488;0.2643832616997542;0.3251842770728829
4;0.2783739825366172;0.3358784630044131;0.437957882552223;0.3007632491465387;0.3901273607523438;0.3462607152035776;0.3309022620629313;0.3467241392067863;0.3040193313520209;0.3031824815507402;0.3715572282642552;0.3295764571029666;0.3082710362820445;0.2996130465422025;0.3636384407629642;0.3099995218893166;0.3473456470878753
5;0.1762639858167504;0.3333904199311439;0.3733243281325603;0.2499669692297354;0.3376176185173655;0.2549217012307292;0.3631627862317712;0.2637213873982403;0.2571325195007508;0.2476092233697508;0.3130812844970483;0.2662241330159243;0.2357712762807734;0.242999806298985;0.3716560901118864;0.2361698753532549;0.3126366053764771
6;0.2480175249541972;0.4094974670472678;0.4170661226462701;0.2870317193032832;0.4084710054956877;0.3216967666062625;0.4276511272133139;0.3054351238248819;0.3049504593468948;0.280445853390928;0.3363568762708013;0.314469781168934;0.2802081821065512;0.2778552056635078;0.4278400502215599;0.2799902982366318;0.3265432751759496
7;0.1847255708947093;0.3085649907546428;0.3479617617449312;0.2506504551485976;0.343019177397257;0.2785005548672828;0.3320930169378236;0.2687688847566205;0.2354462963331563;0.2434170918729054;0.280500125542758;0.2627147840278379;0.2457990201679262;0.255215291330206;0.368446419501736;0.2580410027643812;0.2658056045654405
8;0.3511479655338522;0.4654962394496065;0.4904849689557657;0.4663069437620626;0.4619742977951491;0.4920673314879052;0.4476937711204612;0.4855661356156767;0.4528934690582825;0.4592182150354983;0.4969299012212742;0.4988894435100917;0.4549942573081104;0.4493402940107904;0.4917334811216348;0.4578421326102049;0.4901406519404881
mean;0.23683322064948736;0.3519684462657391;0.3930922060167701;0.29934268101545813;0.3756109016414342;0.3266666441691598;0.3690836620227682;0.32229829268205823;0.3049585788302577;0.29794451640090025;0.3525275245467019;0.32155603694711665;0.2961113076555969;0.2964242098997811;0.3854847975132075;0.2965976500588461;0.3409934919052098
std;0.057577186985293155;0.06361896581503534;0.05216312496507216;0.07045106943989614;0.048372736238705256;0.07306841853857941;0.04968007196624922;0.07171063928997368;0.06516090309247703;0.06943292963800562;0.06774947192778319;0.07573991420833406;0.07021874251213507;0.06596110794875568;0.055013124093266155;0.06965619891262446;0.06548795361421689
