;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.1697652758043346;0.3483167404994124;0.3595031003378849;0.2243513131748303;0.365697852295033;0.29703807674613;0.3644595924010157;0.2630665373005813;0.2741895335529808;0.2407607306516836;0.3241735234676524;0.2649084723054682;0.230713297292549;0.2391707481764567;0.3870118481952865;0.2227205360923312;0.2930853090177219
2;0.1638869911541101;0.2121093031654372;0.2466909309940871;0.2293749037311217;0.2305962842424047;0.2225538485806408;0.2313640841473737;0.2386182379158915;0.2489185886888501;0.2277556112883855;0.2206094669167959;0.2410898122799614;0.2298428324067402;0.237512997792587;0.2329747824320193;0.2329151974210739;0.241803307657568
3;0.1844792543099098;0.1990982568776445;0.2448285527596415;0.2198338291567987;0.2338351716850116;0.1987170548256752;0.2379576425936352;0.2236855005032097;0.2294133450061028;0.2231456242611028;0.2723588825275749;0.2178095841605438;0.2341688315874003;0.2241531868479201;0.2249379097991649;0.2298998571303213;0.2554030044873905
4;0.2427879945305674;0.2760243657383965;0.3485260408115591;0.2621640879659757;0.3200499724496625;0.2989802666274297;0.2623253410244046;0.2985699697702605;0.2817189280923369;0.2633247776489588;0.3219300514948355;0.2885003640550184;0.2686719070884813;0.2600452348998543;0.3057672906795571;0.2757101803395219;0.3159701436873669
5;0.1523390264011964;0.2856855867544916;0.3287005772098256;0.2256153704053549;0.3046740263916119;0.2582906376974586;0.3188641239628308;0.2541446868626276;0.228376874004667;0.2206952431936615;0.3070549106247563;0.2626319992481999;0.2207384646010383;0.2206442363261503;0.3353580364736634;0.2239503682071466;0.3015678200535723
6;0.2096537892853415;0.3757782809748213;0.3793916028976593;0.2546397244307318;0.3780278412517183;0.295663632823648;0.3818972041964395;0.2816652406372579;0.2824874041261894;0.2428843282981714;0.3019715652781186;0.2845205462654636;0.2496142059091969;0.2406057890886996;0.3859228746596039;0.2510366312748144;0.2955719537692716
7;0.1588792776907184;0.302379983272015;0.3539851244497616;0.1893050370495671;0.3511656611379948;0.2161921416354267;0.3311852773155593;0.2027563310843066;0.2129903765095751;0.1944448725743261;0.2219126680227532;0.2074761662495001;0.197857541140822;0.1964167841876773;0.3743414564528727;0.208932286687349;0.2042676635649389
8;0.4145381403663301;0.0929616603493684;0.1839730699455557;0.1549553804951815;0.1343855144652429;0.4006769100892694;0.1131688866764552;0.1621260072740428;0.3357584123430334;0.1406253630086128;0.386288431421692;0.1752141728002739;0.1559790156632358;0.146329358285107;0.1648221171147583;0.1540624062477562;0.1511815004711965
mean;0.21204121869281353;0.2615442722039484;0.30569987492574685;0.22002995580119522;0.289804040489835;0.2735140711282098;0.2801527690397143;0.24057906391852224;0.2617316827904669;0.21920456886561282;0.2945374374692724;0.24276888967055366;0.22344826196118298;0.22060979195055652;0.3013920394758658;0.2249034329250393;0.2573563378386283
std;0.08718810364787005;0.09087064550625477;0.07073554806938812;0.03441154221799538;0.08386850419164257;0.06499669343843394;0.08776971091572938;0.04410281850926623;0.03993271702233162;0.03751304620389584;0.05540814979335506;0.039918264973500685;0.0341274162384814;0.03525552197856881;0.08464055229885799;0.03511740351568219;0.05664985407032445
