;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.2160083025293613;0.3960424787307532;0.3878225183467681;0.2762629672090923;0.4088986968317486;0.3315038039609521;0.3889051135322094;0.3047770873158019;0.3087124442676913;0.2905745303023924;0.3660982609572818;0.2969474645721252;0.2880039042660937;0.2896097791149687;0.4181784796730727;0.2752679065437625;0.3400219472903001
2;0.1733771268460338;0.2756668385702153;0.3122514047944131;0.2411773577412808;0.29273072554345;0.2553425630058143;0.2848849022918571;0.2668295631724268;0.2710571992996352;0.2471323139440905;0.2658971134735901;0.2723216917892825;0.2454639444464751;0.2554421235602723;0.2917995008185506;0.238900944530144;0.2736762446310211
3;0.1831412631580863;0.2064022564672591;0.2780686751351504;0.2298243609542006;0.252908836336829;0.2249660125509918;0.2739350967539625;0.2414710814149603;0.2299226645695123;0.22908545219005;0.3017511892375596;0.2331494170715701;0.2198929478478658;0.2243971124375051;0.2620674739089383;0.2314410205276944;0.2774627014665468
4;0.2643953581164405;0.311694705391781;0.3979585324630461;0.2836093636963409;0.3515708998951075;0.3332381886073852;0.2878877493649901;0.3286213875953607;0.301219147008093;0.2853152842998018;0.3593898316350443;0.317065422297013;0.2861646142191815;0.2831431431709614;0.3312951503928352;0.2876711507942011;0.337214437539313
5;0.1649450579958455;0.316677024651429;0.3567548293664194;0.2364624551929842;0.3299763432199548;0.2540374821022081;0.346064625530663;0.2527619823871423;0.2441485031908812;0.2297917848469652;0.3123687336019524;0.2654279864252334;0.2262563441204304;0.2315621727138054;0.3598839345207465;0.2292871230640197;0.3086987126475163
6;0.2320186995292;0.406261787094649;0.405919874158371;0.2717763675100698;0.4107803562233914;0.3187260554638167;0.41460755468371;0.3045857741372076;0.3040018103279441;0.2671782307408912;0.3292078476337159;0.3094605247999156;0.2693914043657024;0.2628808258336803;0.4135877026058424;0.2698980938335366;0.3194201534948185
7;0.2032652325115491;0.3292079918657865;0.3809381659369963;0.2371882571637486;0.3784987271583248;0.2762358450703877;0.3341053069367973;0.2641162227164285;0.2448480668463986;0.2565957225217088;0.2793424145567936;0.252353460740598;0.2576883486176763;0.251998567074088;0.3808767433998499;0.2541681871744879;0.2653791382386607
8;0.3667100150137252;0.4537205651831247;0.5192102321339688;0.465468183583707;0.4455211848324761;0.4816472068005285;0.4541446203138345;0.4860696267613896;0.4547048595176883;0.4554917308272124;0.4977876145698735;0.5001064756577561;0.4574694947104799;0.4511346852229137;0.5042714699085995;0.4558399687574934;0.4923102246822152
mean;0.2254826319625302;0.3369592059943747;0.37986552904189164;0.28022116413142806;0.3588607212551603;0.30946214469526057;0.348066871176003;0.3061540906875897;0.2948268368784805;0.282645631209139;0.3389803757082264;0.30585405541918675;0.28129137532423815;0.28127105114102435;0.37024505690355436;0.2803092994031674;0.32677294499879894
std;0.06574631217629287;0.07913687097092648;0.07166984809659804;0.07768602770406813;0.06500721032409285;0.08020425384347213;0.06617709530297987;0.078582936198765;0.07143683743119325;0.07347207867765256;0.07315268617414784;0.08354553594200201;0.07548743962748872;0.07220459324993247;0.07721292721327516;0.07405442240458229;0.07278917936344399
