;phi-1_5;roberta-base;bert-large-uncased;Meta-Llama-3-8B-Instruct;roberta-large;Mistral-7B-Instruct-v0.1;bert-base-cased;Eurus-RM-7b;UltraRM-13b;Llama-3.1-8B-Instruct;Llama-2-7b-hf;Mistral-7B-v0.1;Llama-3.1-8B;QRM-Llama3.1-8B;bert-base-uncased;Meta-Llama-3-8B;Llama-2-7b-chat-hf
1;0.2203630927899224;0.4015531118639502;0.3986470916683299;0.292961885238075;0.4206680166492618;0.3330690600550181;0.407118122792149;0.3164545104476444;0.3111672074519656;0.3062947015970548;0.3760445941961968;0.3111850334389673;0.3015096733428871;0.3027285434816307;0.4295434510339039;0.2904381525976201;0.348704668502633
2;0.1657559174599262;0.2714025933025134;0.310501294179935;0.2422101865627136;0.2975048508485109;0.2540014029071094;0.2897460256306005;0.271685171755994;0.2645903546248576;0.2491596650869569;0.2708960468113307;0.2732765413880484;0.2464483521920245;0.2563439414236687;0.2961643607938898;0.2346178022310035;0.27929081155698
3;0.2300746017091858;0.2393631607940272;0.2973559679505395;0.2631408119643404;0.2858216407967416;0.2766024487598644;0.3006542150675161;0.2875690122696639;0.2708791628145354;0.2614733790969495;0.3540969902987633;0.2819969606988156;0.2521965609416899;0.2559767002770762;0.2832398273942711;0.2621685168292107;0.3289995098769578
4;0.2828965164604232;0.3183588503506288;0.4102623231580576;0.2969454126054303;0.3624288711879542;0.3354641749357732;0.3089470168591463;0.3347812039084636;0.3134415028587879;0.291174600624828;0.372560370089546;0.3357831473261548;0.2933077100553982;0.2885144262166756;0.3443445234924786;0.2999510532480912;0.3533070210581462
5;0.1880745535625151;0.3224535305658623;0.3668460707518777;0.2567463116775256;0.3332262220806242;0.268657053623437;0.3576903931781557;0.2707573266569116;0.2662207622594758;0.2544296663122219;0.3311343762917229;0.2758575209749888;0.242357625699406;0.251237688180331;0.3669817278269647;0.2441409826169403;0.3288872539605649
6;0.2425431965664894;0.4115079277400634;0.4238864150634963;0.2877406980069636;0.4168436217523428;0.3222600476689802;0.4322511541214549;0.3072853757016387;0.3098775037396585;0.2790060294099574;0.3354625090654023;0.3164742539125839;0.2847972643592829;0.2761731882180063;0.4329572196279996;0.2840292994178574;0.3259072405819533
7;0.1851346310714173;0.2801216928491615;0.3410364152694597;0.2304665088682543;0.3223404623542518;0.2739467065261268;0.3090169992353097;0.2644468848023866;0.2235613393539404;0.2233227585988413;0.2756742036243826;0.2544134620234166;0.2266203341632228;0.2309027168708174;0.3401465012356062;0.2354955477036607;0.2582006734736012
8;0.3625550786961702;0.4473020321359682;0.4950565998763681;0.4686642546042859;0.4417001857149764;0.4894467709799387;0.4563080531129328;0.4887105359804383;0.445057278303266;0.4618224474890632;0.4888046928910024;0.5007577399351457;0.4526626103429976;0.4492156288308888;0.4866538578400298;0.4494724951185183;0.4865086159105661
mean;0.2346746985395062;0.33650786245027187;0.38044902223975796;0.2923595086909486;0.36006673392308297;0.31918095818203096;0.35771649749965806;0.3177112526903927;0.3005993889258109;0.2908354060269841;0.3505842229085434;0.31871808246226513;0.2874875163871136;0.2888866041873868;0.37250393365564294;0.2875392312203628;0.33872572436517534
std;0.06363087945992656;0.07513163917797087;0.06522186399277728;0.07520811144779742;0.05992344915828383;0.07570436547749437;0.06583792180646815;0.07339826318748308;0.06603836259678493;0.07377372628215113;0.0684701171208092;0.07826413273137046;0.07190443071861842;0.0686402876581973;0.07131877446770439;0.07013605392377605;0.06816416898000842
