;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Are;206;451;236;470;460.5;;1;[];[];0.0;0.0;0;;;663.4809089883639;;
1;1;you;244;455;274;475;465.0;4.5;1;[4006.0];[5.607360000000028];0.3074;0.3074;1;16.7327;17.9329;625.1752264701678;17.33;0.3074
2;2;thinking;283;450;354;475;462.5;2.5;1;[4001.0, 4005.0];[16.13119999999998, 5.123199999999997];0.7275;0.5007;2;16.3834;20.0116;545.597800391484;18.2;0.3638
3;3;of;363;450;380;470;460.0;2.5;1;[4002.0];[15.817768266149315];0.437;0.437;1;17.5521;19.6488;520.3634589323366;18.6;0.437
4;4;a;386;455;395;470;462.5;2.5;1;[];[];0.0;0.0;0;;;505.4842207151729;;
5;5;solar;403;450;446;470;460.0;2.5;1;[4003.0, 4004.0];[12.926080000000013, 21.10784000000001];0.6792;0.2749;2;15.7835;19.1757;454.9541389986749;17.48;0.3396
6;6;still?;453;450;492;470;460.0;0.0;1;[3995.0, 4000.0];[18.94720000000001, 35.30339422095273];0.76;0.5339;2;18.9701;21.8047;409.47794054384127;20.39;0.38
7;7;Forms;501;451;555;470;460.5;0.5;1;[3996.0, 3999.0, 4007.0];[63.08832000000001, 39.78208000000001, 24.319680000000005];1.051;0.4365;3;20.6508;21.0894;347.4191839723673;20.87;0.3503
8;8;of;563;450;580;470;460.0;0.5;1;[3998.0, 4008.0];[59.33519069605826, 9.457384204609646];0.6628;0.3877;2;18.8496;19.7673;322.8937431912015;19.31;0.3314
9;9;it;587;451;597;470;460.5;0.5;1;[3997.0];[46.67360000000002];0.4043;0.4043;1;23.3511;22.8894;306.2602811205292;23.12;0.4043
10;10;have;606;450;647;470;460.0;0.5;1;[];[];0.0;0.0;0;;;257.61583761877995;;
11;11;been;655;450;696;470;460.0;0.0;1;[4009.0];[60.33728000000002];0.3396;0.3396;1;16.6678;18.3728;210.56131789107326;17.52;0.3396
12;12;around;705;450;766;470;460.0;0.0;1;[];[];0.0;0.0;0;;;145.58452044096447;;
13;13;since;775;451;819;470;460.5;0.5;1;[4010.0];[42.19871999999998];0.3232;0.3232;1;17.8868;20.1322;100.95863604479611;19.01;0.3232
14;14;the;826;450;854;470;460.0;0.5;1;[4012.0];[29.14652804143918];0.2104;0.2104;1;18.9699;20.4862;77.50508494302555;19.73;0.2104
15;15;Inca;862;451;899;470;460.5;0.5;1;[];[];0.0;0.0;0;;;64.94784000000004;;
16;16;Empire,;908;451;975;475;463.0;2.5;1;[4011.0];[28.04703999999998];0.3884;0.3884;1;17.169;19.6217;61.07998519994586;18.4;0.3884
17;17;but;985;450;1012;470;460.0;3.0;1;[];[];0.0;0.0;0;;;109.94046294256545;;
18;18;there;1020;450;1066;470;460.0;0.0;1;[];[];0.0;0.0;0;;;139.71863652364206;;
19;19;have;241;555;282;575;565.0;105.0;2;[];[];0.0;0.0;0;;;614.6215900796404;;
20;20;been;291;555;332;575;565.0;0.0;2;[4013.0];[2.8489600000000337];0.3237;0.3237;1;17.1975;18.5122;564.650563616141;17.85;0.3237
21;21;recent;341;557;396;575;566.0;1.0;2;[4014.0];[21.960000000000036];0.291;0.291;1;17.8579;18.3326;500.7801757578125;18.1;0.291
22;22;iterations;404;556;487;575;565.5;0.5;2;[4015.0];[3.900160000000028];0.3074;0.3074;1;17.5921;19.7626;409.8354539471001;18.68;0.3074
23;23;targeted;494;555;568;580;567.5;2.0;2;[4016.0];[12.331199999999967];0.2742;0.2742;1;16.1901;18.8498;328.9062209688737;17.52;0.2742
24;24;for;577;555;601;575;565.0;2.5;2;[];[];0.0;0.0;0;;;295.97444449145536;;
25;25;remote;609;557;672;575;566.0;1.0;2;[4017.0];[21.94975999999997];0.3074;0.3074;1;17.1976;20.1297;225.37585414597012;18.66;0.3074
26;26;areas;680;560;727;575;567.5;1.5;2;[];[];0.0;0.0;0;;;171.13796946331226;;
27;27;with;735;555;771;575;565.0;2.5;2;[4018.0];[41.66880000000003];0.2913;0.2913;1;17.796;21.2352;126.88883241651173;19.52;0.2913
28;28;frequent;779;555;854;580;567.5;2.5;2;[4019.0];[32.322743121610216];0.3071;0.3071;1;19.6425;22.0267;46.80710834932658;20.83;0.3071
29;29;or;862;560;880;575;567.5;0.0;2;[];[];0.0;0.0;0;;;29.88508310220331;;
30;30;severe;887;560;945;575;567.5;0.0;2;[4020.0, 4022.0];[18.140160000000037, 25.052159999999958];0.7444;0.502;2;18.6073;19.9468;25.052159999999958;19.28;0.3722
31;31;droughts.;953;555;1037;580;567.5;0.0;2;[4021.0];[23.779520000000048];0.5337;0.5337;1;17.4555;20.5891;60.14660582298554;19.02;0.5337
