;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;select;322;503;373;522;512.5;;1;[4916.0];[3.3801599999999894];0.3071;0.3071;1;19.9291;21.654;95.21054902172129;20.79;0.3071
1;1;top;380;504;408;527;515.5;3.0;1;[4915.0];[4.801232908326789];0.5173;0.5173;1;17.5145;20.3832;62.010484315296196;18.95;0.5173
2;2;5;417;504;425;522;513.0;2.5;1;[4917.0];[4.219163400675551];0.259;0.259;1;17.0432;20.8905;46.609211160645025;18.97;0.259
3;3;id,;435;503;454;527;515.0;2.0;1;[];[];0.0;0.0;0;;;24.662924502532128;;
4;4;distance,;463;503;542;527;515.0;0.0;1;[4918.0, 4923.0];[30.014399999999966, 21.709760000000017];0.5828;0.2752;2;18.5365;20.6138;21.709760000000017;19.58;0.2914
5;5;pace,;552;508;597;527;517.5;2.5;1;[];[];0.0;0.0;0;;;90.33652110313751;;
6;6;route;607;504;652;522;513.0;4.5;1;[4919.0];[14.046719999999993];0.291;0.291;1;19.1287;20.719;143.11095333697423;19.92;0.291
7;7;from;660;503;700;522;512.5;0.5;1;[];[];0.0;0.0;0;;;195.5067033250206;;
8;8;runs;710;508;747;522;515.0;2.5;1;[];[];0.0;0.0;0;;;245.75338989527208;;
9;9;order;755;503;802;522;512.5;2.5;1;[4920.0];[43.03691962211048];0.4204;0.4204;1;18.1172;20.2193;290.1110391643476;19.17;0.4204
10;10;by;810;503;830;527;515.0;2.5;1;[];[];0.0;0.0;0;;;344.9813778235249;;
11;11;distance;838;503;911;522;512.5;2.5;1;[4921.0, 4922.0];[32.12383999999997, 31.284159999999986];0.9216;0.5173;2;17.0566;19.231;372.930042561628;18.14;0.4608
12;12;desc;919;503;958;522;512.5;0.0;1;[];[];0.0;0.0;0;;;453.8171744711935;;
