;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
2602;2603;535.5391999999999;377.86624;0.24255;19.6711;19.2857;;;
2603;2604;405.1072;336.18944;0.45288;18.4128;12.1279;could;1.0;9.991485342710575
2604;2605;460.15999999999997;329.0112;0.53381;18.4337;16.406;could;1.0;18.84688105337327
2605;2606;553.4208;294.20544;0.29138;19.3881;17.4932;following;4.0;51.79455999999999
2606;2607;652.5056;320.57344;0.56653;20.1916;18.6971;query;5.0;30.426559999999995
2607;2608;718.5791999999999;307.6096;0.37219;19.9289;19.1705;search;7.0;38.3904
2608;2609;795.9551999999999;301.7728;0.76001;19.0177;17.8782;google:;9.0;44.27444439945011
2609;2610;844.7872;324.7616;0.35583;18.443;16.565;google:;9.0;21.238400000000013
2610;2611;293.64480000000003;473.43616;0.32312;19.7396;17.5132;http://www.google.com/search?q=<your;11.0;0.0
2611;2612;468.86400000000003;445.92128;0.20996;19.4029;18.1778;http://www.google.com/search?q=<your;11.0;4.078719999999976
2612;2613;652.992;421.23264;0.24268;17.5703;16.6162;search;12.0;28.767359999999996
2613;2614;780.1855999999999;426.496;0.37195;18.6211;16.8509;However,;15.0;24.50400000000002
2614;2615;903.0016;417.36192;0.37207;17.4916;16.1625;for;16.0;34.77474181998195
2615;2616;932.7103999999999;447.70304;0.30713;19.4345;17.8375;your;17.0;7.296960000000013
2616;2617;1000.2048000000001;433.41824;0.43665;20.4615;15.7569;it;19.0;17.581759999999974
2617;2618;315.4688;583.96672;0.25867;22.609;19.9021;recommended,;22.0;4.966720000000009
2618;2619;295.744;559.72864;0.53369;20.0026;19.1079;recommended,;22.0;0.0
2619;2620;397.6576;544.17408;0.48523;22.071;20.164;google;24.0;11.330144818421338
2620;2621;447.4624;556.45184;0.09692;20.4418;16.8505;google;24.0;0.0
2621;2622;575.3088;534.94784;0.54968;18.082;17.3349;mechanism;26.0;20.052159999999958
2622;2623;639.9616000000001;535.35744;0.51807;17.6641;16.2088;to;27.0;21.642560000000003
2623;2624;601.8688;531.17952;0.38831;19.6955;18.2693;mechanism;26.0;23.820479999999975
2624;2625;701.6192;540.6208;0.29138;19.9073;17.8282;block;28.0;15.102926911032805
2625;2626;779.0591999999999;537.88672;0.59839;20.4626;17.8656;to;30.0;19.11328000000003
2626;2627;836.0704;521.89184;0.51782;20.2;16.4601;kind;32.0;33.10816
2627;2628;916.2752;523.84768;0.53381;21.2709;17.6935;spam.;34.0;36.15232000000003
2628;2629;927.6800000000001;542.89408;0.24255;20.0758;17.0744;spam.;34.0;17.10591999999997
2629;2630;461.3376;656.03584;0.48523;20.7388;16.5519;consider;37.0;3.9641599999999926
2630;2631;529.9456;648.82688;0.453;20.1679;16.7165;an;39.0;16.459014851879843
2631;2632;604.1344;643.90144;0.30774;19.8052;16.6508;open-source;40.0;21.09856000000002
2632;2633;728.6144;633.77408;0.38818;19.014;16.3804;translation;41.0;26.225919999999974
2633;2634;827.6992;638.45376;0.38855;19.3748;14.7508;alternative.;42.0;21.54624000000001
2634;2635;774.0287999999999;465.43872;0.24268;17.7343;16.458;However,;15.0;1.9712000000000671
2635;2636;620.2112000000001;450.7648;0.29126;16.5189;15.5817;search;12.0;0.0
2636;2637;483.44320000000005;432.2304;0.30737;18.9453;15.6675;http://www.google.com/search?q=<your;11.0;17.769600000000025
2637;2638;537.472;355.42016;0.32361;18.2626;17.3124;http://www.google.com/search?q=<your;11.0;94.57983999999999
2638;2639;738.2272;308.69504;0.30725;20.1311;19.0378;search;7.0;37.304959999999994
2639;2640;463.1552;328.59136;0.38818;19.1027;18.188;could;1.0;20.67605459679383
2640;2641;597.2608;328.77568;0.32312;20.5242;19.4289;following;4.0;17.224319999999977
2641;2642;655.2192;308.1728;0.38843;20.2512;19.343;query;5.0;42.827200000000005
