;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Okay!;251;241;301;265;253.0;;1;[473.0];[0.0];0.3555;0.3555;1;12.4419;13.6153;31.787199999999984;13.03;0.3555
1;1;Let's;311;241;351;260;250.5;2.5;1;[472.0, 476.0, 533.0];[28.440319999999986, 21.539432240019703, 0.0];0.9545;0.2587;3;14.8812;16.4938;0.0;15.69;0.3182
2;2;start;359;242;399;260;251.0;0.5;1;[474.0];[0.0];0.3884;0.3884;1;13.8492;15.5418;26.212800000000016;14.7;0.3884
3;3;the;407;241;434;260;250.5;0.5;1;[475.0];[2.0896790184140657];0.582;0.582;1;14.4807;16.522;74.21280000000002;15.5;0.582
4;4;game!;442;242;496;265;253.5;3.0;1;[532.0];[15.98272];0.2263;0.2263;1;13.4693;15.6756;109.21280000000002;14.57;0.2263
5;5;You;505;242;537;260;251.0;2.5;1;[];[];0.0;0.0;0;;;172.21280000000002;;
6;6;find;545;241;577;260;250.5;0.5;1;[477.0, 480.0];[13.60032000000001, 19.40639999999999];0.7608;0.4371;2;16.0037;17.3725;212.21280000000002;16.69;0.3804
7;7;yourself;586;241;658;265;253.0;2.5;1;[];[];0.0;0.0;0;;;253.21280000000002;;
8;8;in;665;242;678;260;251.0;2.0;1;[];[];0.0;0.0;0;;;332.2128;;
9;9;the;687;241;714;260;250.5;0.5;1;[478.0, 530.0];[27.956799999999987, 0.0];0.7119;0.5016;2;15.9591;17.0653;354.2128;16.51;0.356
10;10;middle;723;241;782;260;250.5;0.0;1;[479.0, 481.0];[29.25728000000001, 47.49472];0.6948;0.4363;2;13.2488;17.6074;390.2128;15.43;0.3474
11;11;of;790;241;807;260;250.5;0.0;1;[];[];0.0;0.0;0;;;457.2128;;
12;12;the;813;241;841;260;250.5;0.0;1;[482.0, 531.0];[22.537920656529064, 31.92992000000001];0.7602;0.4366;2;16.1994;15.7289;480.2128;15.96;0.3801
13;13;Hogwarts;849;242;932;265;253.5;3.0;1;[];[];0.0;0.0;0;;;516.2128;;
14;14;School;940;241;998;260;250.5;3.0;1;[483.0];[0.0];0.3726;0.3726;1;17.0387;16.6663;607.2128;16.85;0.3726
15;15;of;1007;241;1024;260;250.5;0.0;1;[];[];0.0;0.0;0;;;674.2128;;
16;16;Witchcraft;211;346;301;365;355.5;105.0;2;[484.0];[26.127040000000022];0.4367;0.4367;1;16.1139;16.8873;107.02530447116513;16.5;0.4367
17;17;and;309;346;339;365;355.5;0.0;2;[];[];0.0;0.0;0;;;102.19584;;
18;18;Wizardry.;348;346;432;370;358.0;2.5;2;[485.0];[0.0];0.3398;0.3398;1;15.6272;16.3765;103.32191924826793;16.0;0.3398
19;19;You;441;347;472;365;356.0;2.0;2;[486.0];[0.0];0.4849;0.4849;1;4.2661;13.4082;149.53057037658087;8.84;0.4849
20;20;have;482;346;523;365;355.5;0.5;2;[];[];0.0;0.0;0;;;180.85477432776167;;
21;21;100;532;346;563;365;355.5;0.0;2;[];[];0.0;0.0;0;;;223.89669358243236;;
22;22;health;572;346;625;365;355.5;0.0;2;[487.0];[32.29759999999999];0.4044;0.4044;1;16.0544;16.6457;260.1283402421689;16.35;0.4044
23;23;points;634;346;687;370;358.0;2.5;2;[528.0];[38.724735791047074];0.3882;0.3882;1;15.6408;14.6839;318.0772557055056;15.16;0.3882
24;24;and;695;346;725;365;355.5;2.5;2;[488.0];[35.88159999999999];0.3232;0.3232;1;16.2895;16.8605;376.35369295005677;16.58;0.3232
25;25;are;734;351;762;365;358.0;2.5;2;[];[];0.0;0.0;0;;;415.2862374280487;;
26;26;ready;770;346;819;370;358.0;0.0;2;[489.0, 491.0, 492.0];[20.572799999999972, 9.197439999999972, 0.0];0.9059;0.5016;3;16.4795;17.9209;448.99779754153093;17.2;0.302
27;27;for;827;346;851;365;355.5;2.5;2;[];[];0.0;0.0;0;;;504.6684866297336;;
28;28;your;858;351;898;370;360.5;5.0;2;[];[];0.0;0.0;0;;;536.040514697486;;
29;29;first;905;346;940;365;355.5;5.0;2;[490.0];[0.0];0.5983;0.5983;1;17.7509;17.1602;581.267131530027;17.46;0.5983
30;30;task.;947;346;988;365;355.5;0.0;2;[];[];0.0;0.0;0;;;622.6566898356956;;
31;31;A);997;346;1016;370;358.0;2.5;2;[];[];0.0;0.0;0;;;672.0287444723965;;
32;32;Visit;1024;346;1062;365;355.5;2.5;2;[493.0];[0.0];1.585;1.585;1;16.5767;17.5791;698.7267882349622;17.08;1.585
33;33;the;227;450;255;470;460.0;104.5;3;[];[];0.0;0.0;0;;;220.3805184610146;;
34;34;Great;263;451;312;470;460.5;0.5;3;[494.0];[33.1540632624359];0.4369;0.4369;1;15.5952;15.8823;208.2359810338876;15.74;0.4369
35;35;Hall;320;450;351;470;460.0;0.5;3;[];[];0.0;0.0;0;;;206.19584;;
36;36;for;360;450;384;470;460.0;0.0;3;[];[];0.0;0.0;0;;;207.9837996507074;;
37;37;a;391;455;400;470;462.5;2.5;3;[];[];0.0;0.0;0;;;219.0717072493516;;
38;38;feast;408;450;451;470;460.0;2.5;3;[495.0];[5.596029458678734];0.4692;0.4692;1;16.3044;16.2474;219.4850557945702;16.28;0.4692
39;39;(gain;459;450;503;475;462.5;2.5;3;[497.0, 529.0];[3.0095999999999776, 33.75423999999998];0.5669;0.2593;2;15.4561;15.8583;241.75689300854611;15.66;0.2834
40;40;20;512;451;532;470;460.5;2.0;3;[498.0];[9.133759999999995];0.259;0.259;1;15.7183;15.4496;273.947702668129;15.58;0.259
41;41;health;541;450;594;470;460.0;0.5;3;[496.0];[4.155200000000036];0.2905;0.2905;1;15.8102;15.5839;293.0346302353113;15.7;0.2905
42;42;points);604;450;664;475;462.5;2.5;3;[499.0];[5.338239999999985];0.4689;0.4689;1;15.2222;15.836;340.6950356508671;15.53;0.4689
43;43;B);674;450;691;475;462.5;0.0;3;[501.0];[11.60512];0.4369;0.4369;1;14.9844;14.9991;398.6764343639408;14.99;0.4369
44;44;Explore;701;450;766;475;462.5;0.0;3;[500.0, 507.0];[13.325440000000015, 6.444160000000011];1.0191;0.6469;2;15.2271;15.2994;422.01586524341195;15.26;0.5095
45;45;the;773;450;801;470;460.0;2.5;3;[];[];0.0;0.0;0;;;486.1111330931906;;
46;46;Forbidden;810;450;897;470;460.0;0.0;3;[502.0];[9.475199999999973];0.4852;0.4852;1;14.6949;15.4473;519.8545767011632;15.07;0.4852
47;47;Forest;906;451;960;470;460.5;0.5;3;[];[];0.0;0.0;0;;;609.5104840748398;;
48;48;(Lose;968;450;1015;475;462.5;2.0;3;[503.0, 504.0];[4.1503999999999905, 0.0];0.6956;0.3558;2;14.5693;14.8477;667.8413177672865;14.71;0.3478
49;49;40;1023;451;1044;470;460.5;2.0;3;[];[];0.0;0.0;0;;;720.6412598492718;;
50;50;health;205;555;258;575;565.0;104.5;4;[];[];0.0;0.0;0;;;320.05620774661685;;
51;51;points);267;555;327;580;567.5;2.5;4;[505.0];[31.056839969681384];0.55;0.55;1;14.6947;15.0856;311.24964661368784;14.89;0.55
52;52;C);337;555;355;580;567.5;0.0;4;[];[];0.0;0.0;0;;;311.2243539910487;;
53;53;Visit;363;556;401;575;565.5;2.0;4;[508.0];[3.324479999999994];0.4206;0.4206;1;15.324;14.9138;313.65435721052177;15.12;0.4206
54;54;Hagrid's;410;555;481;580;567.5;2.0;4;[509.0];[0.9955200000000559];0.3072;0.3072;1;15.5952;15.462;320.63166923612766;15.53;0.3072
55;55;hut;490;555;518;575;565.0;2.5;4;[];[];0.0;0.0;0;;;348.6527144841204;;
56;56;to;525;557;541;575;566.0;1.0;4;[506.0];[32.6096];0.1941;0.1941;1;14.9549;15.2173;367.4743456040783;15.09;0.1941
57;57;help;550;555;586;580;567.5;1.5;4;[510.0];[3.900800000000004];0.5339;0.5339;1;15.6078;15.7129;379.50527179098;15.66;0.5339
58;58;with;594;555;630;575;565.0;2.5;4;[];[];0.0;0.0;0;;;406.2942009395969;;
59;59;Care;639;556;678;575;565.5;0.5;4;[];[];0.0;0.0;0;;;437.3014079523934;;
60;60;of;686;555;703;575;565.0;0.5;4;[];[];0.0;0.0;0;;;470.7463573062946;;
61;61;Magical;711;555;775;580;567.5;2.5;4;[511.0];[1.753280000000018];0.2912;0.2912;1;14.5722;15.6685;489.78339387646207;15.12;0.2912
62;62;Creatures;784;556;870;575;565.5;2.0;4;[512.0];[0.0];0.2753;0.2753;1;15.7413;16.7866;548.688648868505;16.26;0.2753
63;63;class;878;555;920;575;565.0;0.5;4;[];[];0.0;0.0;0;;;627.7737236593656;;
64;64;(Gain;928;555;975;580;567.5;2.5;4;[513.0, 514.0];[0.0, 0.411200000000008];0.7119;0.3719;2;14.7352;15.2828;671.6555129805349;15.01;0.356
65;65;10;985;556;1004;575;565.5;2.0;4;[];[];0.0;0.0;0;;;723.082138485764;;
66;66;health;1013;555;1066;575;565.0;0.5;4;[];[];0.0;0.0;0;;;748.0189196251292;;
67;67;points);220;660;280;685;672.5;107.5;5;[515.0];[0.0];0.372;0.372;1;8.726;16.0654;419.5300534135136;12.4;0.372
68;68;D);290;660;309;685;672.5;0.0;5;[];[];0.0;0.0;0;;;416.87505096508903;;
69;69;Visit;317;661;355;680;670.5;2.0;5;[];[];0.0;0.0;0;;;417.19584;;
70;70;the;363;660;390;680;670.0;0.5;5;[516.0];[5.901711070664165];0.4367;0.4367;1;15.4488;15.9134;417.29101418212394;15.68;0.4367
71;71;Gryffindor;398;660;489;685;672.5;2.5;5;[517.0];[0.0];0.631;0.631;1;15.7703;16.7805;421.2738853965975;16.28;0.631
72;72;common;496;665;572;680;672.5;0.0;5;[518.0];[6.158400000000029];0.647;0.647;1;16.0383;17.1063;451.7126893470512;16.57;0.647
73;73;room;581;665;625;680;672.5;0.0;5;[519.0];[7.325759999999946];0.6307;0.6307;1;16.1324;16.6138;488.89214528068004;16.37;0.6307
74;74;to;634;662;650;680;671.0;1.5;5;[];[];0.0;0.0;0;;;515.3803561226849;;
75;75;relax;659;660;701;680;670.0;1.0;5;[520.0];[0.0];0.4528;0.4528;1;16.104;16.4942;528.8040923793476;16.3;0.4528
76;76;(Gain;710;660;756;685;672.5;2.5;5;[];[];0.0;0.0;0;;;561.7014097517877;;
77;77;5;766;661;774;680;670.5;2.0;5;[];[];0.0;0.0;0;;;601.4363632148837;;
78;78;health;783;660;836;680;670.0;0.5;5;[521.0];[0.5615999999999985];0.4208;0.4208;1;15.827;16.5974;613.1154397967365;16.21;0.4208
79;79;points);846;660;906;685;672.5;2.5;5;[522.0];[4.374400000000037];0.3073;0.3073;1;16.5357;17.3255;660.7619505670295;16.93;0.3073
80;80;Please;915;660;970;680;670.0;2.5;5;[523.0];[3.5552000000000135];0.3718;0.3718;1;13.9603;15.6131;715.6750112426349;14.79;0.3718
81;81;type;978;662;1016;685;673.5;3.5;5;[];[];0.0;0.0;0;;;768.8870644490943;;
82;82;the;1024;660;1052;680;670.0;3.5;5;[];[];0.0;0.0;0;;;806.8420614452036;;
83;83;letter;426;765;473;784;774.5;104.5;6;[];[];0.0;0.0;0;;;529.4655132462789;;
84;84;of;480;765;497;784;774.5;0.0;6;[524.0];[0.0];0.5176;0.5176;1;15.8071;16.798;541.5872156145726;16.3;0.5176
85;85;your;503;770;543;789;779.5;5.0;6;[525.0];[4.088960000000043];0.566;0.566;1;15.1738;15.827;553.0411009293483;15.5;0.566
86;86;choice;551;765;606;784;774.5;5.0;6;[];[];0.0;0.0;0;;;565.0326802204856;;
87;87;(A,;614;765;638;789;777.0;2.5;6;[];[];0.0;0.0;0;;;592.2210250549583;;
88;88;B,;648;766;664;789;777.5;0.5;6;[];[];0.0;0.0;0;;;609.9570514365299;;
89;89;C,;673;765;689;789;777.0;0.5;6;[];[];0.0;0.0;0;;;622.4065013454998;;
90;90;or;698;770;716;784;777.0;0.0;6;[526.0];[5.14879188563686];0.2426;0.2426;1;15.6964;15.7506;640.5173310045136;15.72;0.2426
91;91;D);724;765;743;789;777.0;0.0;6;[];[];0.0;0.0;0;;;651.6844010079922;;
92;92;to;752;766;768;784;775.0;2.0;6;[];[];0.0;0.0;0;;;669.6475692460517;;
93;93;proceed.;777;765;852;789;777.0;2.0;6;[527.0];[2.8777599999999666];0.4043;0.4043;1;13.6531;4.6407;684.8139275139968;9.15;0.4043
