;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;Ssing;216;451;262;475;463.0;;1;[1826.0, 1828.0, 1829.0, 1831.0, 1833.0, 1840.0, 1851.0];[7.396160000000009, 0.0, 8.627475776007708, 0.0, 0.0, 24.524531148839547, 0.0];5.807;1.5691;7;17.7126;18.6938;259.41209864892573;18.2;0.8296
1;1;a;271;455;279;470;462.5;0.5;1;[1827.0];[0.0];0.8895;0.8895;1;19.4649;21.2648;246.28305042255747;20.36;0.8895
2;2;VPN;287;451;322;470;460.5;2.0;1;[1830.0, 1832.0, 1834.0];[22.435519999999997, 11.172168693606423, 3.722879999999975];1.2616;0.5659;3;18.0237;18.3127;208.95145112068494;18.17;0.4205
3;3;can;331;455;360;470;462.5;2.0;1;[];[];0.0;0.0;0;;;178.1016477336467;;
4;4;help;369;450;405;475;462.5;0.0;1;[1835.0];[0.0];0.34;0.34;1;16.9213;17.7391;142.1815913732857;17.33;0.34
5;5;protect;414;452;476;475;463.5;1.0;1;[1836.0];[0.0];0.4366;0.4366;1;17.1625;18.8331;109.70278449264627;18.0;0.4366
6;6;against;484;451;548;475;463.0;0.5;1;[1839.0, 1852.0, 1856.0];[0.0, 0.0, 0.0];0.8895;0.194;3;18.0549;18.8493;107.45119999999997;18.45;0.2965
7;7;Dynamic;556;451;633;475;463.0;0.0;1;[1837.0, 1857.0];[0.0, 0.23520000000002028];0.7601;0.469;2;16.7859;18.2533;122.0523696019049;17.52;0.3801
8;8;Denial;641;450;694;470;460.0;3.0;1;[1853.0];[19.97120000000001];0.2588;0.2588;1;19.4609;22.0589;181.83028605114166;20.76;0.2588
9;9;of;703;450;720;470;460.0;0.0;1;[];[];0.0;0.0;0;;;233.71855922335308;;
10;10;Service;727;451;792;470;460.5;0.5;1;[1838.0, 1858.0];[1.8927999999999656, 17.469119999999975];0.5178;0.2911;2;16.8518;18.6034;255.01958537618245;17.73;0.2589
11;11;(DDOS);800;450;868;475;462.5;2.0;1;[1854.0];[7.263359999999977];0.3395;0.3395;1;19.0266;21.954;320.4405169847284;20.49;0.3395
12;12;attacks;877;450;940;470;460.0;2.5;1;[1841.0, 1855.0, 1859.0];[8.430720000000008, 8.594560000000001, 10.304640000000006];1.1967;0.4691;3;17.7985;19.8553;395.22321405180645;18.83;0.3989
13;13;by;949;450;969;475;462.5;2.5;1;[];[];0.0;0.0;0;;;463.5145617188742;;
14;14;rerouting;977;451;1057;475;463.0;0.5;1;[1842.0, 1843.0];[0.0, 6.13664];0.9705;0.485;2;15.6928;17.3282;490.79474011590634;16.51;0.4852
15;15;the;334;555;361;575;565.0;102.0;2;[];[];0.0;0.0;0;;;137.31431435010697;;
16;16;requests;370;557;445;580;568.5;3.5;2;[1844.0];[21.989119999999957];0.5009;0.5009;1;12.0737;12.8116;53.16853322633601;12.44;0.5009
17;17;to;453;557;469;575;566.0;2.5;2;[];[];0.0;0.0;0;;;30.050439687964595;;
18;18;servers;477;560;542;575;567.5;1.5;2;[1861.0];[7.451199999999972];0.0486;0.0486;1;17.5284;18.6973;7.451199999999972;18.11;0.0486
19;19;that;549;555;584;575;565.0;2.5;2;[1845.0];[0.0];0.372;0.372;1;16.3906;17.7686;51.43062244849855;17.08;0.372
20;20;are;592;560;619;575;567.5;2.5;2;[];[];0.0;0.0;0;;;94.18320936047999;;
21;21;far;627;555;651;575;565.0;2.5;2;[1846.0, 1848.0, 1860.0];[2.0656000000000176, 0.0, 22.53024000000005];1.0675;0.566;3;17.3795;19.4427;129.1032026149623;18.41;0.3558
22;22;more;659;560;704;575;567.5;2.5;2;[1847.0];[5.86239999999998];0.4856;0.4856;1;16.9319;18.1965;161.0604511524788;17.56;0.4856
23;23;capable;712;555;779;580;567.5;0.0;2;[1849.0];[14.717120000000023];0.3234;0.3234;1;17.3097;19.4362;213.90204516422935;18.37;0.3234
24;24;of;787;555;804;575;565.0;2.5;2;[];[];0.0;0.0;0;;;288.9840772870367;;
25;25;handling;811;555;885;580;567.5;2.5;2;[1850.0];[0.0];0.4528;0.4528;1;15.4516;16.603;312.89760134178084;16.03;0.4528
26;26;them.;894;555;944;575;565.0;2.5;2;[];[];0.0;0.0;0;;;395.95811511502075;;
