;x;y;duration;pupil_r;pupil_l;word;word_number
273;626.6624;496.5888;1.01941;13.9334;9.5299;;
274;217.024;322.94912;0.22629;15.4277;13.626;am;2.0
275;172.1856;324.90496;0.30737;15.5446;14.2327;I;1.0
276;252.544;307.83488;0.37189;16.0174;15.8059;designed;3.0
277;473.29279999999994;301.824;0.38806;15.2389;14.6134;politically;6.0
278;628.736;299.44832;0.22653;15.8139;15.7492;politically;6.0
279;709.4784;306.10432;0.37219;13.2292;13.5642;neutral;7.0
280;904.9216;294.73792;0.46921;13.0642;13.0763;impartial.;9.0
281;926.7712;306.86208;0.21021;13.8649;14.6524;impartial.;9.0
282;1092.544;495.23712;0.22641;12.5272;10.4355;not;12.0
283;103.9232;625.79712;0.33954;16.2784;15.9341;answer;39.0
284;100.1088;631.37792;0.33987;14.6325;13.992;answer;39.0
285;233.1264;612.37248;0.34012;13.3587;13.0492;questions;40.0
286;378.16319999999996;609.98656;0.40427;14.3304;12.9494;best;43.0
287;495.0272;610.51904;0.30734;13.7792;11.8925;of;44.0
288;641.7024000000001;609.3312;0.48535;12.5167;12.3378;knowledge;46.0
289;789.5808;605.7472;0.33987;12.5919;12.478;ability,;48.0
290;873.408;606.07488;0.29102;13.1328;12.9777;ability,;48.0
291;996.1088;604.74368;0.24252;13.7095;13.5926;without;49.0
292;1067.52;589.70112;0.51773;11.4335;10.2032;taking;50.0
293;284.9792;-335.88224;0.33951;10.0861;10.1132;designed;3.0
294;299.0208;-336.77312;0.30756;9.8552;10.1132;designed;3.0
295;276.56960000000004;-349.06112;0.16156;9.88;10.1132;designed;3.0
296;645.1072;700.69248;0.50137;15.3953;14.0305;neutral;7.0
297;737.9712000000001;710.72768;1.01901;14.9679;15.4581;neutral;7.0
298;848.2432;709.03808;0.55008;12.066;15.2191;impartial.;9.0
299;858.2528000000001;701.3888;0.37204;14.0849;11.8128;impartial.;9.0
