;x;y;duration;pupil_r;pupil_l;word;word_number
1613;637.1456;500.82816;1.11609;13.5663;12.5809;;
1614;232.0;354.7136;0.22632;14.1812;13.2965;Serverless;0.0
1615;230.7968;351.34464;0.2749;14.9329;13.4531;Serverless;0.0
1616;413.4016;359.5264;0.24255;14.8712;14.3419;architecture;1.0
1617;580.1856;349.92128;0.25916;16.0131;15.943;there;3.0
1618;678.9376;351.75424;0.27478;15.5814;14.6661;no;5.0
1619;773.4911999999999;349.3376;0.29163;15.1627;15.3676;server;6.0
1620;947.9680000000001;351.34464;0.46887;15.4863;15.4079;access.;9.0
1621;1058.5984;348.45696;0.27502;15.7666;15.4335;Instead,;10.0
1622;1121.9712;346.64448;0.88977;11.1828;11.7324;Instead,;10.0
1623;160.5376;477.48096;0.29102;15.9232;15.0209;everything;11.0
1624;310.7456;473.67168;0.25916;13.7608;12.7;over;13.0
1625;387.3664;461.7728;0.37183;14.8618;12.6612;a;14.0
1626;457.7536;463.59552;0.48486;14.2842;13.1267;CDN;15.0
1627;591.9488;452.23936;0.50146;14.1124;13.1953;Serverless;17.0
1628;741.8367999999999;452.7104;0.4043;13.6939;13.122;functions.;18.0
1629;1152.4608;447.17056;0.45276;11.6768;13.208;are;21.0
1630;132.608;577.78176;0.25867;17.1009;15.1963;functions;23.0
1631;148.8256;587.9296;0.25891;15.6684;13.862;functions;23.0
1632;320.4864;573.36832;0.2428;16.1805;15.113;that;24.0
1633;420.2368;559.69792;0.35583;15.5035;13.7324;in;26.0
1634;545.472;562.56512;0.66296;15.0272;12.9849;minimal;28.0
1635;648.7808;545.16736;0.67896;14.9982;13.9366;runtime.;29.0
1636;515.5456;553.54368;0.37195;15.6603;14.2033;minimal;28.0
1637;563.6992;559.88224;0.69556;15.3209;13.573;minimal;28.0
1638;615.1552;553.14432;0.27478;14.8078;12.5627;runtime.;29.0
1639;649.0112;548.85376;0.22607;15.239;13.1802;runtime.;29.0
1640;952.5888;554.76224;0.22644;14.8053;14.2283;their;31.0
1641;985.9584;557.62944;0.4043;13.4191;13.2492;execution;32.0
1642;1143.0144;548.31104;0.43726;13.2172;13.4632;time;33.0
1643;1194.6752;558.92992;0.58228;9.9302;11.0377;is;34.0
1644;409.86879999999996;647.39328;0.64673;14.8699;13.5469;Limited.;35.0
1645;616.3199999999999;664.33024;0.24243;14.3734;12.9845;have;38.0
1646;761.3696;656.0768;0.24268;13.888;13.2443;other;40.0
1647;820.6592;650.1888;0.59827;13.9625;13.9434;questions?;41.0
1648;917.2736;577.51552;0.21045;15.8466;15.0278;questions?;41.0
1649;1001.4463999999999;564.1216;0.40466;15.0102;14.7501;questions?;41.0
1650;818.3424;548.42368;0.29089;14.279;11.2492;Usually,;30.0
