;x;y;duration;pupil_r;pupil_l;word;word_number
3541;628.5056;488.21248;1.94116;15.9761;14.4336;;
3542;189.1968;205.6192;0.4209;17.215;15.863;Rubik's;1.0
3543;348.7872;189.66528;0.29175;17.1307;15.9108;has;3.0
3544;512.4608;189.35808;0.22632;16.3609;15.7731;of;6.0
3545;551.6416;198.84032;0.32324;16.3235;15.3777;43,252,003,274,489,856,000;7.0
3546;671.2063999999999;196.41344;0.24243;16.322;15.4663;43,252,003,274,489,856,000;7.0
3547;836.3904;197.18144;0.30762;17.0253;16.2484;43,252,003,274,489,856,000;7.0
3548;901.8240000000001;195.28704;0.35571;16.1086;15.2238;43,252,003,274,489,856,000;7.0
3549;998.528;210.71872;0.32397;10.9474;14.6356;quintillion);9.0
3550;1062.6304;209.52064;0.43677;11.1934;9.6454;quintillion);9.0
3551;69.0304;302.70464;0.21069;14.1925;12.361;possible;10.0
3552;253.4016;314.74688;0.22632;15.1862;14.1208;possible;10.0
3553;460.1216;304.7424;0.25879;15.787;15.2355;number;13.0
3554;617.3055999999999;302.22336;0.22681;16.3836;15.9668;determined;15.0
3555;710.8352;287.86688;0.2749;17.4506;16.4771;determined;15.0
3556;892.7616;297.25696;0.3396;18.1514;17.1897;mathematician;17.0
3557;1029.6064;283.76064;0.25854;16.6646;16.5643;mathematician;17.0
3558;1076.864;290.08896;0.30688;15.9497;14.3658;Morwen;18.0
3559;136.89600000000002;429.21984;0.29126;16.8584;15.5404;Thistlethwaite;19.0
3560;162.9056;424.72448;0.46875;16.2947;14.7342;Thistlethwaite;19.0
3561;212.4288;426.04544;0.51782;16.6511;15.5699;Thistlethwaite;19.0
3562;263.9744;428.31872;0.22656;16.3763;14.424;using;20.0
3563;351.4496;413.45024;0.3396;16.0405;13.9487;group;21.0
3564;450.2912;418.08896;0.27515;15.2254;13.6993;theory,;22.0
3565;523.9808;407.552;0.19434;9.8686;11.6036;theory,;22.0
3566;731.776;412.99968;0.3396;12.7414;12.5921;branch;26.0
3567;957.6192000000001;415.0272;0.32349;13.0044;12.6044;mathematics;28.0
3568;1128.2304000000001;400.86528;0.4209;12.0607;10.1015;studies;30.0
3569;137.7152;512.16384;0.2749;16.1751;14.081;symmetry.;31.0
3570;111.3984;528.22016;0.50171;16.0633;14.6795;symmetry.;31.0
3571;269.50399999999996;519.5264;0.27515;16.0023;14.3477;put;33.0
3572;402.7776;515.24608;0.38843;15.6439;13.4738;number;35.0
3573;565.1712;518.67648;0.27515;15.9349;13.6037;perspective,;37.0
3574;741.888;492.17536;0.21045;15.903;14.975;it's;38.0
3575;814.1184;501.98528;0.45264;16.8277;16.1635;estimated;39.0
3576;1044.8;502.43584;0.40405;16.1011;15.2509;the;41.0
3577;1118.4768;521.33888;0.30762;12.269;8.304;number;42.0
3578;311.6416;595.3024;0.32324;14.1807;14.2998;in;45.0
3579;386.8544;601.26208;0.64697;15.0907;12.3769;the;46.0
3580;635.4688;605.0304;0.27539;14.5652;13.1789;universe;48.0
3581;827.4304;592.9984;0.35547;15.1445;14.3609;around;50.0
3582;917.2608;603.22816;0.53394;15.2483;14.137;1080,;51.0
3583;946.816;605.58336;0.40479;14.4781;14.193;1080,;51.0
3584;920.6784;588.50304;0.55005;14.7915;14.4002;1080,;51.0
3585;818.3552;541.57312;0.3396;14.6352;14.1498;estimated;39.0
3586;799.9232000000001;623.39072;0.19434;15.6373;15.5116;around;50.0
3587;138.496;723.53792;0.4209;16.9959;15.1213;,252,003,274,489,856,000;54.0
3588;428.16;712.20224;0.30688;15.5275;12.9245;,252,003,274,489,856,000;54.0
3589;608.1536;701.05088;0.27515;15.0917;13.9936;approximately;56.0
3590;753.3056;702.85312;0.90576;15.2359;14.3992;4.3;57.0
3591;852.6336000000001;693.20704;0.66333;14.8618;14.1379;1019,;59.0
3592;882.368;631.53152;0.5498;14.4175;13.7355;1019,;59.0
3593;890.944;699.16672;0.30737;16.0569;15.919;1019,;59.0
3594;1078.0800000000002;698.04032;0.33984;16.7926;16.0296;number;62.0
3595;795.2896;715.03872;0.19434;15.3851;6.8271;*;58.0
3596;352.7424;807.41376;0.30737;15.3098;13.4267;possible;64.0
3597;514.9952;801.024;0.24268;14.4461;11.4502;of;66.0
3598;582.1952;800.9216;0.45264;13.6291;12.7368;Rubik's;68.0
3599;739.072;801.6896;0.30713;13.4173;13.0721;Cube;69.0
3600;861.952;807.23968;0.71167;13.786;13.9353;incredibly;70.0
3601;934.7199999999999;799.29344;0.37183;14.4185;13.7512;vast.;71.0
3602;860.1855999999999;798.1056;0.20996;6.3666;12.6223;incredibly;70.0
