;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;A;32;107;47;125;[];0.0;0;;;116.0;;1;1075.4772600533224;;;0.0
1;1;for;65;107;105;125;[];0.0;0;;;116.0;0.0;1;1032.6283463530342;;;0.0
2;2;loop;124;106;181;130;[3287, 3288];0.8571;2;13.737;13.9276;118.0;2.0;1;975.2259623757982;0.4285;13.83;0.5336
3;3;is;200;106;225;125;[];0.0;0;;;115.5;2.5;1;949.1004023241176;;;0.0
4;4;a;244;111;255;125;[];0.0;0;;;118.0;2.5;1;929.467127816687;;;0.0
5;5;control;274;106;374;125;[3289, 3290, 3291, 3292];1.5684;4;14.5163;15.0273;115.5;2.5;1;857.5195788387584;0.3921;14.77;0.4204
6;6;flow;395;106;452;125;[];0.0;0;;;115.5;0.0;1;816.3537865973317;;;0.0
7;7;statement;470;108;600;125;[3293];0.291;1;14.8139;15.8773;116.5;1.0;1;754.4111436688894;0.291;15.35;0.291
8;8;in;620;106;645;125;[3294];0.2425;1;14.9015;15.0452;115.5;1.0;1;740.4306353007023;0.2425;14.97;0.2425
9;9;Python;664;106;750;130;[];0.0;0;;;118.0;2.5;1;712.8449228912286;;;0.0
10;10;that;769;106;825;125;[3295];0.2266;1;14.3114;14.2896;115.5;2.5;1;710.7340808571105;0.2266;14.3;0.2266
11;11;is;845;106;870;125;[3296];0.2266;1;10.1023;12.3255;115.5;0.0;1;710.11296;0.2266;11.21;0.2266
12;12;used;889;106;945;125;[];0.0;0;;;115.5;0.0;1;710.9405123438962;;;0.0
13;13;for;965;107;1005;125;[];0.0;0;;;116.0;0.5;1;718.627106148802;;;0.0
14;14;iterating;1025;106;1156;130;[3297, 3298];0.4692;2;12.3861;10.5686;118.0;2.0;1;725.3853624741829;0.2346;11.48;0.1619
15;15;over;1174;111;1230;125;[3299];0.4692;1;11.8918;13.0506;118.0;0.0;1;778.5938017296321;0.4692;12.47;0.4692
16;16;a;86;210;97;224;[];0.0;0;;;217.0;99.0;2;973.4368242530184;;;0.0
17;17;sequence;117;210;232;229;[3300, 3301];0.582;2;14.1828;15.5455;219.5;2.5;2;868.9862928791234;0.291;14.86;0.2423
18;18;of;251;206;277;224;[];0.0;0;;;215.0;4.5;2;840.9546116240767;;;0.0
19;19;elements,;296;205;423;227;[3302];0.2752;1;13.7846;15.5658;216.0;1.0;2;745.769722268075;0.2752;14.68;0.2752
20;20;such;447;205;502;224;[];0.0;0;;;214.5;1.5;2;705.5929554720637;;;0.0
21;21;as;521;210;547;224;[3303];0.5501;1;14.6244;15.2891;217.0;2.5;2;684.2095956735784;0.5501;14.96;0.5501
22;22;a;566;210;577;224;[];0.0;0;;;217.0;0.0;2;671.2528128893031;;;0.0
23;23;list,;596;205;663;227;[3304];0.3396;1;14.7731;15.6325;216.0;1.0;2;637.6151054137612;0.3396;15.2;0.3396
24;24;tuple,;686;205;768;229;[3305];0.6311;1;14.1457;14.0951;217.0;1.0;2;612.2834791269496;0.6311;14.12;0.6311
25;25;string,;792;205;888;229;[3306];0.5175;1;14.7154;15.4982;217.0;0.0;2;606.11296;0.5175;15.11;0.5175
26;26;or;911;210;937;224;[];0.0;0;;;217.0;0.0;2;613.7001948930778;;;0.0
27;27;dictionary,;956;205;1113;229;[3307, 3308];0.8087;2;14.3252;15.3665;217.0;0.0;2;614.5186340639327;0.4044;14.85;0.4366
28;28;and;1136;205;1177;224;[];0.0;0;;;214.5;2.5;2;672.744148403984;;;0.0
29;29;performing;26;304;172;328;[3309];0.4207;1;13.7458;16.1015;316.0;101.5;3;850.4426348271833;0.4207;14.92;0.4207
30;30;some;191;309;247;323;[];0.0;0;;;316.0;0.0;3;794.7123534536265;;;0.0
31;31;operation;265;304;396;328;[3310];0.2103;1;13.2821;14.0962;316.0;0.0;3;683.7951809802419;0.2103;13.69;0.2103
32;32;on;415;309;441;323;[];0.0;0;;;316.0;0.0;3;658.3413484901291;;;0.0
33;33;or;460;309;487;323;[];0.0;0;;;316.0;0.0;3;630.4508456111402;;;0.0
34;34;with;504;304;561;323;[];0.0;0;;;313.5;2.5;3;590.3588765588281;;;0.0
35;35;each;580;304;636;323;[];0.0;0;;;313.5;0.0;3;556.8595183094221;;;0.0
36;36;element.;655;304;768;323;[];0.0;0;;;313.5;0.0;3;519.4014077106469;;;0.0
37;37;Here;790;305;847;323;[3311];0.3558;1;14.991;16.8744;314.0;0.5;3;512.1709526435501;0.3558;15.93;0.3558
38;38;is;866;304;891;323;[];0.0;0;;;313.5;0.5;3;512.2374558071692;;;0.0
39;39;an;911;309;936;323;[3312];0.3236;1;16.3349;17.1204;316.0;2.5;3;515.1975962014978;0.3236;16.73;0.3236
40;40;example;955;304;1057;328;[];0.0;0;;;316.0;0.0;3;516.9353924155336;;;0.0
41;41;of;1075;305;1102;323;[3313];0.3397;1;15.7796;16.5866;314.0;2.0;3;557.4841715527012;0.3397;16.18;0.3397
42;42;a;1121;309;1132;323;[];0.0;0;;;316.0;2.0;3;577.2101342940902;;;0.0
