;x;y;duration;pupil_r;pupil_l;word;word_number
2033;631.9616;504.3712;0.92175;12.5449;8.5793;;
2034;153.7536;364.14464;0.32361;15.379;14.4289;examples;1.0
2035;214.2464;362.57792;0.29089;16.4773;14.6377;examples;1.0
2036;391.8336;362.51648;0.30713;16.7445;15.0837;species;4.0
2037;431.52639999999997;370.2272;0.32349;16.3431;15.46;species;4.0
2038;565.3888;358.8608;0.55005;16.6018;15.6948;a;6.0
2039;754.1632;344.08448;0.40417;15.4291;14.9382;super-powered;7.0
2040;952.9344000000001;346.4704;0.25891;14.5578;14.4548;would;9.0
2041;1107.2896;358.27712;0.22632;15.3082;14.4862;-human;11.0
2042;1115.8016;346.12224;0.30713;11.7035;10.1883;-human;11.0
2043;150.9248;475.40224;0.53381;15.195;14.1588;android;13.0
2044;250.0736;476.29312;0.25854;14.4887;12.4581;-mutated;14.0
2045;-51.123200000000004;-428.00128;0.06458;14.9581;9.2699;Some;0.0
2046;-74.3552;-398.88896;0.14551;14.9581;9.002;Some;0.0
2047;-26.1504;-429.35296;0.0647;14.9581;9.8619;Some;0.0
2048;-30.2336;-411.9552;0.12952;14.9581;9.3501;Some;0.0
2049;-20.3264;-421.70368;0.24255;14.9581;8.9236;Some;0.0
2050;-14.9632;-421.75488;0.11353;14.9581;9.5949;Some;0.0
2051;-14.310400000000001;-444.44672;0.08081;14.9581;9.2798;Some;0.0
2052;-8.895999999999999;-440.44288;0.08118;14.9581;9.1477;Some;0.0
2053;-22.1696;-418.18112;0.09753;14.9581;9.3802;Some;0.0
2054;10.892800000000001;-430.85824;0.0647;14.9581;9.3705;Some;0.0
2055;-38.9248;-436.5824;0.0968;14.9581;9.504;Some;0.0
2056;-38.630399999999995;-434.9952;0.21033;14.9581;9.1984;Some;0.0
