;x;y;duration;pupil_r;pupil_l;word;word_number
3075;636.7232;505.76384;1.1322;9.6485;8.586;;
3076;207.3984;379.83232;0.21008;13.4736;13.2091;course;2.0
3077;141.28640000000001;372.96128;0.35559;14.6984;12.4226;best;1.0
3078;249.6128;357.71392;0.30737;14.7197;13.4069;course;2.0
3079;443.14880000000005;336.30208;0.29138;15.3722;14.6608;in;5.0
3080;583.6288;348.54912;0.32349;14.7892;14.1804;situation;7.0
3081;731.008;345.5488;0.38794;13.9894;13.7425;is;8.0
3082;857.6;372.19328;0.32385;14.503;14.5462;immediately;10.0
3083;976.5631999999999;343.66464;0.25867;14.645;14.6507;call;11.0
3084;1078.3104;325.77536;0.33972;14.604;14.6648;911;12.0
3085;1145.1264;343.51104;0.4043;11.6594;11.95;local;14.0
3086;145.1008;474.76736;0.25891;15.5511;14.0493;emergency;15.0
3087;155.25119999999998;478.5664;0.30725;14.8051;13.5766;emergency;15.0
3088;325.5552;467.77344;0.27502;14.8374;13.14;services.;16.0
3089;386.048;445.68576;0.24243;10.419;12.1625;Attempting;17.0
3090;661.2352;464.384;0.30725;11.9739;12.2252;physically;19.0
3091;803.0464000000001;456.97024;0.75977;12.5326;13.4074;intervene;20.0
3092;968.8576;452.13696;0.5177;14.7694;14.656;negotiate;22.0
3093;1133.2223999999999;428.66688;0.45264;15.0294;14.7941;with;23.0
3094;966.5024;477.6448;0.19397;14.3165;7.1469;negotiate;22.0
3095;129.15200000000002;582.79936;0.24255;14.6635;13.1223;individuals;25.0
3096;192.192;568.39168;0.22668;14.0758;13.2595;individuals;25.0
3097;374.656;546.92864;0.33984;13.8712;11.9211;in;28.0
3098;481.6128;547.00032;0.30737;13.7563;11.8846;state;30.0
3099;637.7984;557.73184;0.55005;15.0437;13.6205;intoxication;32.0
3100;864.9599999999999;547.71712;0.323;14.2183;13.4127;aggression;34.0
3101;1067.9296;553.41056;0.38843;14.5168;13.8959;very;36.0
3102;1154.56;550.0416;0.21033;10.1687;11.4898;dangerous;37.0
3103;596.2751999999999;667.68896;0.30725;13.9964;12.3073;shouldn't;39.0
3104;712.0767999999999;661.51424;0.27515;12.982;12.1501;attempted.;41.0
3105;774.8352;638.88384;0.453;12.1639;10.8629;attempted.;41.0
