;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Hey,;26;454;79;477;[];0.0;0;;;465.5;;1;888.4247551648128;;;0.0
1;1;hey,;102;453;154;477;[1680];0.3558;1;13.6755;14.5625;465.0;0.5;1;813.9085609512027;0.3558;14.12;0.3558
2;2;let's;176;453;247;472;[];0.0;0;;;462.5;2.5;1;722.332823004505;;;0.0
3;3;go!;266;454;303;477;[1681];0.6145;1;13.336;14.7422;465.5;3.0;1;666.1919374997401;0.6145;14.04;0.6145
4;4;Back;327;453;383;472;[];0.0;0;;;462.5;3.0;1;587.9905060370088;;;0.0
5;5;it;402;453;427;472;[1679, 1682];0.5016;2;11.6687;14.8697;462.5;0.0;1;544.7029898849993;0.2508;13.27;0.2103
6;6;up,;447;458;484;477;[];0.0;0;;;467.5;5.0;1;487.80219924643393;;;0.0
7;7;then;507;453;562;472;[1683];0.356;1;12.8135;14.8912;462.5;5.0;1;412.8302643819341;0.356;13.85;0.356
8;8;drop;581;453;638;477;[1684];0.3236;1;14.8283;15.7561;465.0;2.5;1;338.21410022300614;0.3236;15.29;0.3236
9;9;it;657;453;682;472;[];0.0;0;;;462.5;2.5;1;297.97078244293954;;;0.0
10;10;down;701;453;757;472;[1685];0.6307;1;14.2759;14.0334;462.5;0.0;1;228.8781055270635;0.6307;14.15;0.6307
11;11;low!;776;453;828;472;[1686];0.3881;1;14.7453;14.9683;462.5;0.0;1;168.199866794411;0.3881;14.86;0.3881
12;12;Cash;851;453;907;472;[1687];0.3394;1;13.8;14.1302;462.5;0.0;1;115.46595684294832;0.3394;13.97;0.3394
13;13;flow,;927;453;994;475;[1688];0.3722;1;13.3759;13.4732;464.0;1.5;1;98.42975999999999;0.3722;13.42;0.3722
14;14;you;1016;458;1057;477;[];0.0;0;;;467.5;3.5;1;110.43424101997348;;;0.0
15;15;know,;1077;453;1144;475;[1689];0.4204;1;12.9721;13.5905;464.0;3.5;1;151.2381189702437;0.4204;13.28;0.4204
16;16;don't;1166;453;1237;472;[1690, 1691];0.5336;2;11.6354;12.2357;462.5;1.5;1;227.66690402791878;0.2668;11.94;0.4202
17;17;need;259;552;315;571;[];0.0;0;;;561.5;99.0;2;647.1805611339526;;;0.0
18;18;a;334;557;345;571;[1692];0.2589;1;12.8368;14.2276;564.0;2.5;2;617.180782842157;0.2589;13.53;0.2589
19;19;weatherman,;362;552;521;574;[1693];0.6146;1;11.6564;13.6902;563.0;1.0;2;441.17600000000004;0.6146;12.67;0.6146
20;20;to;544;553;570;571;[1694];0.3073;1;12.1797;15.2065;562.0;1.0;2;392.183526820872;0.3073;13.69;0.3073
21;21;know;590;552;647;571;[];0.0;0;;;561.5;0.5;2;315.18536563371345;;;0.0
22;22;which;662;552;735;571;[1695];0.3234;1;12.8274;13.5125;561.5;0.0;2;227.18899337260513;0.3234;13.17;0.3234
23;23;way;752;557;795;576;[1696];0.2752;1;13.543;13.7693;566.5;5.0;2;167.17600000000004;0.2752;13.66;0.2752
24;24;the;814;552;855;571;[1697];0.3234;1;13.9254;14.1479;561.5;5.0;2;107.20353869932471;0.3234;14.04;0.3234
25;25;wind;872;552;930;571;[1698];0.8245;1;13.8826;14.1394;561.5;0.0;2;32.267610845205176;0.8245;14.01;0.8245
26;26;blow.;949;552;1016;571;[1699];0.1296;1;13.3145;14.1591;561.5;0.0;2;2.4297599999999875;0.1296;13.74;0.1296
