;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
18;18;energizing;364;255;511;279;[2449];0.3235;1;11.6991;8.2727;267.0;2.5;2;703.4673032496974;0.3235;9.99;0.3235
19;19;effects;529;256;630;274;[2450];0.372;1;13.3091;13.9925;265.0;2.0;2;644.1249297623882;0.372;13.65;0.372
20;20;by;649;255;675;279;[];0.0;0;;;267.0;2.0;2;619.853159660739;;;0.0
21;21;the;694;255;735;274;[2451];0.4364;1;12.8586;13.1523;264.5;2.5;2;602.3703355423486;0.4364;13.01;0.4364
22;22;locals.;754;255;851;274;[2452];0.4207;1;13.0699;13.4813;264.5;0.0;2;575.3143352476119;0.4207;13.28;0.4207
23;23;Then,;873;255;941;277;[];0.0;0;;;266.0;1.5;2;566.81696;;;0.0
24;24;it;965;255;990;274;[2453];0.291;1;12.7241;13.2367;264.5;1.5;2;570.869965177186;0.291;12.98;0.291
25;25;spread;1010;255;1095;279;[2454];0.437;1;11.4282;11.4012;267.0;2.5;2;570.4064616932399;0.437;11.41;0.437
26;26;to;1114;256;1140;274;[2455];0.5499;1;10.0833;8.4917;265.0;2.0;2;598.683123147297;0.5499;9.29;0.5499
27;27;the;1159;255;1200;274;[];0.0;0;;;264.5;0.5;2;613.9834410970719;;;0.0
28;28;middle;69;354;156;373;[2456];0.3558;1;13.4886;15.146;363.5;99.0;3;906.2421101788427;0.3558;14.32;0.3558
29;29;east,;175;355;242;376;[];0.0;0;;;365.5;2.0;3;832.2667647463772;;;0.0
30;30;where;263;354;336;373;[2457];0.275;1;14.006;15.2628;363.5;2.0;3;758.2291858411952;0.275;14.63;0.275
31;31;it;356;354;381;373;[2458];0.2587;1;14.8366;16.5572;363.5;0.0;3;723.4954611201107;0.2587;15.7;0.2587
32;32;was;398;359;441;373;[];0.0;0;;;366.0;2.5;3;679.0615541034565;;;0.0
33;33;grown;459;357;531;378;[2459];0.2427;1;14.894;16.1063;367.5;1.5;3;613.5631936984173;0.2427;15.5;0.2427
34;34;and;550;354;591;373;[2460];0.3074;1;14.6948;15.1351;363.5;4.0;3;580.3635707566435;0.3074;14.91;0.3074
35;35;traded,;610;354;707;376;[2461];0.6471;1;14.1224;13.9144;365.0;1.5;3;518.3961185246294;0.6471;14.02;0.6471
36;36;and;730;354;771;373;[];0.0;0;;;363.5;1.5;3;497.04990721395535;;;0.0
37;37;by;790;354;816;378;[2462];0.4202;1;13.0876;13.6035;366.0;2.5;3;479.6453113097235;0.4202;13.35;0.4202
38;38;the;835;354;876;373;[];0.0;0;;;363.5;2.5;3;473.9427246634361;;;0.0
39;39;16th;895;354;951;373;[2463];0.5334;1;7.9507;12.1356;363.5;0.0;3;470.81696;0.5334;10.04;0.5334
40;40;century,;970;355;1082;378;[];0.0;0;;;366.5;3.0;3;467.5020486173313;;;0.0
41;41;it;1106;354;1131;373;[];0.0;0;;;363.5;3.0;3;502.51786262918216;;;0.0
42;42;had;1150;354;1191;373;[];0.0;0;;;363.5;0.0;3;519.536400131311;;;0.0
43;43;reached;21;453;119;472;[2466];0.4692;1;13.7816;14.9161;462.5;99.0;4;892.4821240682647;0.4692;14.35;0.4692
44;44;Europe,;138;454;235;477;[2467];0.3236;1;13.9801;15.3794;465.5;3.0;4;786.1652087070513;0.3236;14.68;0.3236
45;45;where;256;453;329;472;[];0.0;0;;;462.5;3.0;4;707.0081567997653;;;0.0
46;46;it;349;453;374;472;[2468];0.2587;1;13.7078;15.3621;462.5;0.0;4;669.1522381202961;0.2587;14.53;0.2587
47;47;became;393;453;479;472;[2469];0.3722;1;13.3878;15.0274;462.5;0.0;4;584.7715911203293;0.3722;14.21;0.3722
48;48;popular;498;453;599;477;[2470];0.4526;1;13.7001;14.9004;465.0;2.5;4;494.3100931413414;0.4526;14.3;0.4526
49;49;as;618;458;644;472;[2471];0.291;1;14.2897;15.417;465.0;0.0;4;469.2971572270618;0.291;14.85;0.291
50;50;a;663;458;674;472;[];0.0;0;;;465.0;0.0;4;451.61850912180466;;;0.0
51;51;beverage.;693;453;820;477;[2472];0.9867;1;13.143;13.0377;465.0;0.0;4;383.0536873356026;0.9867;13.09;0.9867
52;52;During;843;453;930;477;[2473];0.356;1;13.8551;13.5683;465.0;0.0;4;366.81711980413564;0.356;13.71;0.356
53;53;the;948;453;989;472;[];0.0;0;;;462.5;2.5;4;372.2360038757691;;;0.0
54;54;colonial;1008;453;1123;472;[2474, 2475];0.7119;2;13.4307;12.4686;462.5;0.0;4;379.84016978382056;0.356;12.95;0.437
55;55;era,;1143;458;1195;475;[];0.0;0;;;466.5;4.0;4;425.7337252572335;;;0.0
56;56;it;1219;453;1244;472;[2476];0.5501;1;8.738;9.2816;462.5;4.0;4;470.71335415664765;0.5501;9.01;0.5501
57;57;was;33;557;75;571;[2477];0.3395;1;12.7751;13.3242;564.0;101.5;5;897.7971457413983;0.3395;13.05;0.3395
58;58;introduced;95;552;241;571;[2478];0.3234;1;11.8121;12.9818;561.5;2.5;5;741.3649830558506;0.3234;12.4;0.3234
59;59;to;260;553;286;571;[];0.0;0;;;562.0;0.5;5;699.7186735405892;;;0.0
60;60;the;305;552;346;571;[2479];0.2752;1;13.2933;14.3792;561.5;0.5;5;644.8915677084029;0.2752;13.84;0.2752
61;61;south;365;552;435;571;[];0.0;0;;;561.5;0.0;5;565.5025967238361;;;0.0
62;62;and;455;552;496;571;[2480];0.2428;1;12.2178;13.7473;561.5;0.0;5;512.9156013433415;0.2428;12.98;0.2428
63;63;central;515;552;615;571;[2481];1.0674;1;13.138;14.6867;561.5;0.0;5;416.9771251536487;1.0674;13.91;1.0674
64;64;America,;633;552;747;574;[];0.0;0;;;563.0;1.5;5;326.2140823775111;;;0.0
65;65;where;768;552;841;571;[];0.0;0;;;561.5;1.5;5;287.07343677428884;;;0.0
66;66;it;860;552;885;571;[2482];0.275;1;13.7319;14.4077;561.5;0.0;5;276.55926471807373;0.275;14.07;0.275
67;67;was;903;557;945;571;[];0.0;0;;;564.0;2.5;5;272.81696;;;0.0
68;68;grown;964;555;1035;576;[2483];0.3235;1;13.2087;13.468;565.5;1.5;5;269.92361530885285;0.3235;13.34;0.3235
69;69;in;1055;552;1080;571;[2484];0.4369;1;13.2519;13.8297;561.5;4.0;5;299.947680273413;0.4369;13.54;0.4369
70;70;countries;1100;552;1230;571;[2485];0.3074;1;8.0611;10.3528;561.5;0.0;5;321.2674818611457;0.3074;9.21;0.3074
71;71;like;86;651;142;670;[];0.0;0;;;660.5;99.0;6;807.2769507556881;;;0.0
72;72;Brazil,;161;651;258;673;[2486];0.9702;1;11.8798;12.8918;662.0;1.5;6;693.7021959467921;0.9702;12.39;0.9702
73;73;Colombia,;280;651;408;673;[2487, 2496];0.9055;2;12.2661;13.4669;662.0;0.0;6;549.563478281992;0.4528;12.87;0.6469
74;74;and;431;651;472;670;[];0.0;0;;;660.5;1.5;6;490.19393225681773;;;0.0
75;75;Mexico,;490;651;588;673;[2488, 2489];0.7931;2;10.2065;11.954;662.0;1.5;6;382.592149241724;0.3965;11.08;0.2914
76;76;which;609;651;682;670;[2490];0.3883;1;11.8816;11.8049;660.5;1.5;6;303.12750324146043;0.3883;11.84;0.3883
77;77;are;701;656;742;670;[];0.0;0;;;663.0;2.5;6;256.2912312612384;;;0.0
78;78;now;761;656;804;670;[2491];0.3234;1;11.6291;11.5468;663.0;0.0;6;214.88307895551384;0.3234;11.59;0.3234
79;79;among;821;654;893;675;[2492];0.3396;1;13.1795;12.1976;664.5;1.5;6;172.89771780275643;0.3396;12.69;0.3396
80;80;the;911;651;952;670;[];0.0;0;;;660.5;4.0;6;173.81696;;;0.0
81;81;largest;971;651;1072;675;[2493, 2494, 2495];0.8567;3;10.7399;11.2395;663.0;2.5;6;173.64390695155876;0.2856;10.99;0.2423
82;82;coffee;1091;652;1177;670;[];0.0;0;;;661.0;2.0;6;236.69220524005772;;;0.0
83;83;producers;26;750;157;774;[2497];0.4366;1;12.2167;12.0345;762.0;101.0;7;776.4875243952098;0.4366;12.13;0.4366
84;84;in;177;750;202;769;[];0.0;0;;;759.5;2.5;7;732.1749989868554;;;0.0
85;85;the;221;750;262;769;[2498];0.4041;1;11.0783;11.7561;759.5;0.0;7;672.5170192206302;0.4041;11.42;0.4041
86;86;world.;279;750;363;769;[2499];0.3722;1;10.9406;12.0937;759.5;0.0;7;572.2542934233011;0.3722;11.52;0.3722
87;87;Now,;386;751;438;772;[];0.0;0;;;761.5;2.0;7;497.55272542857364;;;0.0
88;88;coffee;461;751;547;769;[2500];0.3236;1;10.7152;11.6879;760.0;1.5;7;390.5751824443043;0.3236;11.2;0.3236
89;89;is;567;750;592;769;[];0.0;0;;;759.5;0.5;7;346.5157386633421;;;0.0
90;90;a;611;755;622;769;[];0.0;0;;;762.0;2.5;7;317.2894784599729;;;0.0
91;91;global;640;750;726;774;[2501];0.3398;1;11.6746;10.9713;762.0;0.0;7;215.94032588055802;0.3398;11.32;0.3398
92;92;industry,;747;750;873;774;[2502];0.42;1;12.6712;12.1893;762.0;0.0;7;90.34688008670581;0.42;12.43;0.42
93;93;consumed;896;750;1012;769;[2503];0.566;1;12.5186;12.4761;759.5;2.5;7;74.81696;0.566;12.5;0.566
94;94;by;1031;750;1057;774;[];0.0;0;;;762.0;2.5;7;122.50045037223985;;;0.0
95;95;millions;1075;750;1192;769;[2504, 2505];0.5988;2;9.033;13.002;759.5;2.5;7;162.86005876641946;0.2994;11.02;0.243
96;96;of;1211;751;1237;769;[2506];0.2102;1;9.9226;11.5183;760.0;0.5;7;290.4587164149178;0.2102;10.72;0.2102
97;97;people;199;849;285;873;[2507];0.3236;1;12.9755;13.669;861.0;101.0;8;645.3632133468731;0.3236;13.32;0.3236
98;98;every;304;854;375;873;[];0.0;0;;;863.5;2.5;8;555.4357528476193;;;0.0
99;99;day;393;849;435;873;[2508];0.4209;1;11.2156;12.7962;861.0;2.5;8;495.3695157570777;0.4209;12.01;0.4209
100;100;as;454;854;480;868;[];0.0;0;;;861.0;0.0;8;450.4575135808055;;;0.0
101;101;a;499;854;510;868;[];0.0;0;;;861.0;0.0;8;420.46572695215195;;;0.0
102;102;morning;528;849;631;873;[2509, 2510];0.6794;2;12.7195;13.8359;861.0;0.0;8;299.38726816850715;0.3397;13.28;0.3881
103;103;pick-me-up,;649;849;806;873;[2511];0.3886;1;14.1567;15.5106;861.0;0.0;8;124.45037702394316;0.3886;14.83;0.3886
104;104;and;829;849;870;868;[2512];0.2752;1;14.3174;15.0258;858.5;2.5;8;60.56458652877604;0.2752;14.67;0.2752
105;105;social;890;849;974;868;[2513];0.6469;1;8.7842;12.0805;858.5;0.0;8;5.183040000000005;0.6469;10.43;0.6469
106;106;drink.;993;849;1076;868;[];0.0;0;;;858.5;0.0;8;62.87160520776928;;;0.0
