;x;y;duration;pupil_r;pupil_l;word;word_number
2142;628.0576;504.48384;1.48828;14.7038;12.4859;;
2143;143.6672;423.63904;0.54993;15.8154;13.8596;would;1.0
2144;265.9712;411.53536;0.25842;16.4776;14.725;on;3.0
2145;382.27200000000005;423.70048;0.29138;15.941;14.1169;several;4.0
2146;512.8832;404.06016;1.35864;16.0129;13.7157;varibales.;5.0
2147;679.5904;412.61056;0.4856;13.7936;13.0745;age,;7.0
2148;804.7104;392.58112;0.32349;14.1027;13.7492;weight,;8.0
2149;979.2;380.34432;0.27454;12.9566;13.0664;location;9.0
2150;1102.2336;388.32128;0.7926;14.5226;14.1844;tyoe;11.0
2151;1139.8528000000001;398.22336;0.25891;12.449;6.105;of;12.0
2152;213.0048;503.51104;0.2749;14.4549;13.5077;used;15.0
2153;175.8336;525.02528;0.30762;14.5292;14.0124;used;15.0
2154;293.8496;518.13376;0.69531;14.2828;12.916;wouldnhave;16.0
2155;484.4416;512.86016;0.35608;13.5542;11.7382;taken;19.0
2156;600.192;507.45344;0.71167;12.9998;12.9359;into;20.0
2157;756.1088;498.70848;0.66309;14.8054;13.8502;consideration.;21.0
2158;925.056;504.54528;0.32361;14.6671;14.4317;Further;22.0
2159;1069.1584;503.17312;0.30713;15.6288;15.2122;wood;24.0
2160;1135.4112;496.1792;0.37219;15.2849;14.4917;chuck;25.0
2161;1160.5248000000001;496.85504;0.2749;12.2039;10.7473;chuck;25.0
2162;217.0112;614.7584;0.35608;13.4132;14.7463;not;27.0
2163;-17.0496;-341.34016;0.12952;13.8475;9.2921;It;0.0
2164;493.568;602.79808;0.50146;12.2705;11.6813;varibales.;5.0
2165;439.28319999999997;611.16416;0.5177;15.321;14.3082;would;29.0
2166;531.0336;604.11904;0.3075;14.6918;12.564;it;31.0
2167;706.0096;595.8144;0.40442;14.9065;14.7584;only;33.0
2168;851.9168000000001;594.59584;0.38818;13.1136;13.775;it;36.0
2169;950.3872;587.1616;0.76001;14.8638;15.069;den;38.0
2170;1016.9856;582.54336;0.35583;13.198;11.0043;material.;39.0
