;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Okay,;33;502;102;526;[];0.0;0;;;514.0;;1;1058.0896;;;0.0
1;1;please;125;502;211;526;[2402, 2403];0.5341;2;14.3912;15.7851;514.0;0.0;1;949.0896;0.267;15.09;0.2103
2;2;provide;230;502;331;526;[2404];0.3071;1;14.5039;15.2239;514.0;0.0;1;829.0896;0.3071;14.86;0.3071
3;3;the;350;502;391;521;[];0.0;0;;;511.5;2.5;1;769.0896;;;0.0
4;4;emails;409;502;495;521;[2405];0.4045;1;14.0788;16.3119;511.5;0.0;1;665.0896;0.4045;15.2;0.4045
5;5;about;515;502;585;521;[2406];0.5663;1;13.692;15.7511;511.5;0.0;1;575.0896;0.5663;14.72;0.5663
6;6;subject;605;502;705;526;[2407, 2408];0.8407;2;13.4344;14.6682;514.0;2.5;1;455.0896;0.4203;14.05;0.5657
7;7;'x';729;503;761;521;[];0.0;0;;;512.0;2.0;1;399.0896700629451;;;0.0
8;8;you;784;507;825;526;[];0.0;0;;;516.5;4.5;1;335.11637947278916;;;0.0
9;9;would;843;502;916;521;[2409];0.4207;1;13.8882;14.6408;511.5;5.0;1;244.08960000000002;0.4207;14.26;0.4207
10;10;like;934;502;991;521;[];0.0;0;;;511.5;0.0;1;169.08960000000002;;;0.0
11;11;me;1008;507;1036;521;[2410];0.2753;1;13.7833;14.6138;514.0;2.5;1;124.16189669520358;0.2753;14.2;0.2753
12;12;to;1055;504;1081;521;[];0.0;0;;;512.5;1.5;1;79.09926492041758;;;0.0
13;13;summarize.;1100;502;1242;521;[2411, 2412];0.5985;2;13.2496;13.0907;511.5;1.0;1;0.0;0.2993;13.17;0.3558
