;x;y;duration;pupil_r;pupil_l;word;word_number
3622;634.4704;502.5792;1.48779;13.1505;11.9749;;
3623;203.13600000000002;292.07552;0.21021;14.2349;13.4887;put;1.0
3624;160.0384;276.86912;0.29126;14.0034;13.4265;put;1.0
3625;261.86240000000004;274.72896;0.32349;14.829;13.6675;on;2.0
3626;384.832;253.98272;0.32373;15.6506;14.441;gloves;4.0
3627;549.4016;269.16864;0.29102;15.1834;14.1764;other;6.0
3628;610.2144;278.23104;0.27515;15.4519;14.3525;other;6.0
3629;724.0704;261.24288;0.38818;15.4175;14.4424;protective;7.0
3630;841.1264;249.64096;0.3396;15.0002;13.8683;gear.;8.0
3631;990.7072;254.38208;0.30737;14.2911;13.4445;using;10.0
3632;1123.3791999999999;233.32864;0.35571;15.0502;14.2756;hose;12.0
3633;1131.7632;268.10368;0.22632;12.4694;10.5599;hose;12.0
3634;138.98239999999998;369.14176;0.29077;14.9822;13.0741;bucket;14.0
3635;153.42079999999999;381.27616;0.40454;14.8367;13.2124;of;15.0
3636;273.7024;363.65312;0.32324;15.0135;13.4322;water,;17.0
3637;450.7136;348.38528;0.37207;15.4889;14.7031;thoroughly;18.0
3638;599.2192;351.66208;0.34033;15.1036;13.6921;rinse;19.0
3639;742.6815999999999;341.30944;0.38843;15.6122;14.843;dog;21.0
3640;880.96;349.27616;0.29126;14.5603;14.2868;remove;23.0
3641;1011.1872;363.61216;0.32324;13.9648;14.0744;much;25.0
3642;1089.9071999999999;344.89344;0.29077;13.0352;6.2115;the;27.0
3643;1102.6048;356.85376;0.06494;11.4987;11.1157;the;27.0
3644;108.224;470.62016;0.24268;15.2021;13.8158;as;30.0
3645;69.376;488.9088;0.50146;14.6995;13.1349;oil;29.0
3646;172.9664;470.58944;0.2915;14.6362;13.1993;possible.;31.0
3647;258.1504;475.36128;0.33936;14.3189;13.2283;possible.;31.0
3648;376.448;457.05216;0.32349;15.5899;13.882;sure;33.0
3649;518.9888;447.7952;0.38818;15.7082;14.2542;avoid;35.0
3650;614.3231999999999;463.84128;0.50171;14.3163;13.3573;getting;36.0
3651;756.7104;464.34304;0.30713;13.7534;13.4869;water;38.0
3652;890.688;446.50496;0.30762;14.1966;14.4899;your;40.0
3653;1010.2528;454.20544;0.51709;14.7965;14.5877;dog's;41.0
3654;1137.6000000000001;453.53984;0.40454;16.6705;16.0251;nose;43.0
3655;830.8224;468.91008;0.19385;16.8222;15.2799;in;39.0
3656;132.0448;583.2192;0.24243;16.4771;14.7763;ears.;45.0
3657;116.72319999999999;570.27584;0.38794;15.4948;14.6649;ears.;45.0
3658;249.67680000000001;576.75776;0.32324;15.1139;13.5529;may;47.0
3659;329.74080000000004;564.44928;0.30762;15.2772;13.7626;also;48.0
3660;500.2624;555.3664;0.38794;14.4487;12.3483;use;51.0
3661;608.8832;560.56832;0.38794;14.4012;12.2552;pet-safe;53.0
3662;724.864;560.896;0.66309;14.9149;13.936;skunk-odor;54.0
3663;777.4464;566.784;0.4043;15.7061;14.6639;skunk-odor;54.0
3664;735.6416;565.88288;0.27466;9.6834;9.4327;skunk-odor;54.0
3665;1107.2896;558.88896;0.29102;13.6504;12.8869;to;57.0
3666;1152.9344;549.38624;0.56616;10.3011;8.3987;help;58.0
3667;127.80799999999999;665.53856;0.29126;16.1436;15.2736;neutralize;59.0
3668;145.8944;669.35808;0.43677;14.8718;13.3266;neutralize;59.0
3669;282.7648;664.38144;0.55005;15.0088;13.9929;remaining;61.0
3670;426.57280000000003;651.38688;0.46899;13.2021;10.5425;odor.;62.0
3671;598.0544;654.87872;0.35571;14.4031;12.9037;Finally,;63.0
3672;694.9888;655.37024;0.38794;13.2908;12.8619;give;64.0
3673;839.6928;653.64992;0.24243;13.9261;13.4071;a;67.0
3674;962.0352;658.86208;0.33984;14.2815;13.0331;thorough;68.0
3675;1101.9264;649.41056;0.27466;14.1906;13.8269;with;70.0
3676;1166.5152;648.64256;0.58228;6.5189;7.5256;a;71.0
3677;107.7632;770.48832;0.2749;14.3281;15.0724;shampoo.;74.0
3678;77.9904;777.12384;0.42065;13.2328;13.0854;safe;73.0
3679;184.0256;757.54496;0.4043;14.1865;12.6012;shampoo.;74.0
3680;316.96639999999996;753.18272;0.3562;15.506;14.112;the;76.0
3681;431.68;748.81024;0.25879;15.9142;13.8293;persists,;78.0
3682;498.2656;754.82112;0.48535;15.1092;13.0132;persists,;78.0
3683;635.4304;754.96448;0.66309;14.4513;12.58;contact;79.0
3684;844.0832;752.41472;0.45312;14.5512;14.4731;veterinarian;81.0
3685;997.0688;750.10048;0.22656;14.4075;12.3201;for;82.0
3686;1078.5536;741.76512;0.35571;15.1064;13.4634;further;83.0
3687;1074.0095999999999;726.60992;0.30762;10.1709;7.0655;further;83.0
