;x;y;duration;pupil_r;pupil_l;word;word_number
2836;643.9936;503.3984;0.93835;13.4835;10.495;;
2837;221.8624;340.86912;0.22644;15.0925;13.6832;words;2.0
2838;148.9152;339.27168;0.37207;16.1386;14.4507;letter;1.0
2839;347.7248;312.80128;0.48511;17.1103;15.7124;their;4.0
2840;483.37919999999997;324.59776;0.29126;17.0865;16.1306;scrabble;5.0
2841;625.5872;307.13856;0.67944;16.1718;15.7731;score;6.0
2842;698.4064;300.7488;0.38806;15.5772;14.3561;anew,;7.0
2843;798.4896000000001;305.24416;0.69556;15.1511;14.5002;nape,;9.0
2844;899.456;304.49664;0.37219;9.1823;14.5071;nave,;11.0
2845;947.5072;303.53408;0.38794;15.6869;14.3881;nave,;11.0
2846;1042.6624;309.58592;0.63086;13.7648;13.165;neap,;13.0
2847;1183.872;291.072;0.71167;13.894;13.2027;pane,;15.0
2848;94.2976;430.42816;0.4043;14.9328;13.8917;pave,;17.0
2849;172.8768;419.80928;0.75989;14.3531;13.211;pawn,;19.0
2850;294.336;415.98976;0.50146;14.0792;13.0668;pean,;21.0
2851;421.06879999999995;410.75712;1.2937;15.3308;13.2978;vane,;23.0
2852;537.024;407.37792;0.50171;13.3575;12.3854;vape,;25.0
2853;671.1808000000001;392.46848;0.43701;11.8793;12.1925;vena,;27.0
2854;775.1168;426.8544;0.27478;7.0111;12.3061;wane,;29.0
2855;935.7184;399.9232;0.29114;13.7172;14.3593;wave,;31.0
2856;1035.4816;394.86464;0.63086;13.7978;13.5573;wean,;33.0
2857;1135.0272;400.15872;0.97034;17.2297;16.3753;3;35.0
2858;1117.568;410.14272;1.55286;15.9164;14.5452;3;35.0
2859;147.392;541.21472;0.53369;14.1348;13.0475;and;38.0
2860;276.56960000000004;518.73792;0.2262;15.4712;13.7289;Scrabble;40.0
2861;397.5296;523.63264;0.27515;15.1605;13.3096;Scrabble;40.0
2862;468.288;512.65536;0.51782;15.386;13.692;score;41.0
2863;541.5168;520.1408;0.38794;14.9512;12.8424;ane,;42.0
2864;603.0592;513.98656;1.47192;14.6775;13.1407;ape,;44.0
2865;662.7968;514.048;0.38806;13.6216;12.8613;ape,;44.0
2866;747.1616;512.21504;0.61487;13.1995;13.3756;ave,;46.0
2867;862.8736000000001;498.46272;0.54993;12.2997;11.704;awe,;48.0
2868;934.1952000000001;480.24576;0.29102;12.5682;10.8974;awn,;50.0
2869;1112.8319999999999;490.0864;0.30725;12.3139;11.5549;3;53.0
2870;1162.752;511.62112;0.40417;10.2155;8.8779;nap,;54.0
2871;190.86079999999998;632.53504;0.25879;12.9565;11.3946;naw,;58.0
2872;472.5376;604.71296;0.76013;14.2777;11.7251;paw,;64.0
2873;580.672;615.48544;0.37195;13.2487;11.8212;pea,;66.0
2874;701.1584;608.6144;0.453;11.9744;12.1394;pen,;68.0
2875;812.5184;601.25184;0.51721;14.5951;13.8864;pew,;70.0
2876;963.3792;595.3536;0.2749;13.0445;13.2043;vaw,;74.0
2877;1138.8288;607.05792;0.46887;14.2618;14.0413;wae,;76.0
2878;896.9984;622.58176;0.21008;14.301;12.1391;van,;72.0
2879;651.2;705.64864;0.25879;13.8263;12.9157;8;81.0
2880;687.3984;709.75488;0.74402;10.6002;10.6917;wen,;82.0
2881;682.8543999999999;714.53696;0.93823;15.6635;13.8895;wen,;82.0
